N	3gram	Voloshinov_2	RusskieA
1	в том что	6	18
2	в этом случае	1	6
3	для того чтобы	6	6
4	и в других	1	4
5	о том что	3	4
6	мы видели что	1	4
7	том что это	1	3
8	в отличие от	3	3
9	не может быть	10	3
10	тем не менее	1	2
11	что иное как	1	2
12	на самом же	3	2
13	не что иное	1	2
14	в этом и	1	2
15	самом же деле	3	2
16	с одной стороны	3	2
17	в другом месте	1	1
18	для него не	1	1
19	более или менее	2	1
20	с одним из	1	1
21	связи с другими	1	1
22	далеко не так	1	1
23	но и в	2	1
24	как мы увидим	1	1
25	в первую очередь	1	1
26	а может быть	1	1
27	в этом отношении	1	1
28	таким образом в	1	1
29	в рудиментарной форме	1	1
30	одна из них	1	1
31	а иногда и	2	1
32	может быть и	5	1
33	все то же	1	1
34	во всяком случае	2	1
35	смысле этого слова	4	1
36	во всех этих	1	1
37	дело в том	1	1
38	с другой стороны	1	1
39	и в том	1	1
40	и это не	1	1
41	это не совсем	1	1
42	в свою очередь	5	1
43	ни одна из	1	1
44	смысла и значения	1	1
45	можно сказать что	1	1
46	на то что	2	1
47	как мы уже	3	1
48	мы уже знаем	2	1
49	но не только	1	1
50	всех этих случаях	1	1
51	как и в	1	1
52	как мы видели	3	1
53	в двух направлениях	2	1
