N	4gram	Bakhtin_Fr_2	Formalny
1	в то же время	6	5
2	и в то же	2	3
3	и не может быть	1	2
4	в своей статье о	2	2
5	этого прежде всего необходимо	1	1
6	мы имеем в виду	1	1
7	и до известной степени	1	1
8	в этом отношении он	1	1
9	то же время в	1	1
10	во всех своих моментах	1	1
11	или во всяком случае	1	1
12	для этого прежде всего	1	1
13	все более и более	1	1
14	один и тот же	1	1
15	в большей или меньшей	3	1
16	во всяком случае в	1	1
17	именно в том чтобы	1	1
18	важным с точки зрения	1	1
19	но в то же	3	1
20	в художественном творчестве особенно	1	1
21	большей или меньшей степени	3	1
22	и важным с точки	1	1
23	чем-то само собою разумеющимся	1	1
