N	4gram	Bakhtin_Pr_1	VLabPisa
1	в то же время	9	5
2	и в то же	2	3
3	в большей или меньшей	1	2
4	большей или меньшей степени	1	2
5	не в том что	1	1
6	в зависимости от них	1	1
7	но в то же	5	1
8	но с другой стороны	2	1
9	по крайней мере для	1	1
10	в зависимости от различных	1	1
11	не укладывающаяся в рамки	1	1
12	и есть то что	1	1
13	т п все это	1	1
14	в то время как	1	1
15	и т п все	2	1
16	именно в том что	1	1
17	то что должно быть	1	1
18	а в том что	1	1
19	так же как и	1	1
20	и по отношению к	1	1
21	и т д наконец	1	1
