N	2gram	Propp_Isto_6	VLabPisa
1	таким образом	12	27
2	в этом	12	26
3	и в	26	25
4	и т	10	24
5	не только	10	22
6	может быть	11	21
7	во сне	3	21
8	и не	10	19
9	не может	6	17
10	т е	22	17
11	т д	8	15
12	в его	5	15
13	в том	12	13
14	прежде всего	4	13
15	в частности	3	12
16	как это	5	12
17	все это	1	12
18	в силу	1	11
19	с другой	10	11
20	в качестве	3	10
21	не могут	1	10
22	о том	7	10
23	то же	5	9
24	что в	12	9
25	об этом	1	9
26	по этому	1	9
27	для него	1	9
28	но и	9	9
29	и др	2	9
30	к этому	3	9
31	в своем	2	8
32	ни один	1	8
33	все эти	8	8
34	другой стороны	8	8
35	могут быть	3	8
36	во всех	1	7
37	по отношению	2	7
38	из этих	4	7
39	было бы	2	7
40	как и	5	7
41	том что	10	7
42	не было	3	7
43	а не	2	7
44	вместе с	8	7
45	же в	1	7
46	отношению к	2	7
47	в зависимости	1	6
48	более или	1	6
49	в себе	3	6
50	в нем	8	6
51	главным образом	3	6
52	это не	4	6
53	или менее	1	6
54	их в	3	6
55	и его	7	6
56	в то	5	6
57	так и	5	6
58	между тем	1	6
59	у него	7	6
60	то что	6	6
61	одним из	1	5
62	и есть	1	5
63	зависимости от	2	5
64	как говорит	1	5
65	все же	8	5
66	и при	1	5
67	не в	3	5
68	тому что	1	5
69	приводит к	1	5
70	он же	1	5
71	один из	3	5
72	он говорит	1	5
73	как бы	4	5
74	не является	1	5
75	сказать что	3	5
76	только в	5	5
77	с его	4	4
78	в этой	2	4
79	перед нами	2	4
80	когда он	3	4
81	в целом	1	4
82	что все	1	4
83	них не	1	4
84	в них	3	4
85	даже в	2	4
86	одна из	2	4
87	никогда не	13	4
88	вот почему	3	4
89	к тому	2	4
90	утверждать что	2	4
91	должен быть	1	4
92	в ее	1	4
93	это только	1	4
94	можно сказать	2	4
95	показывают что	5	4
96	с ними	2	4
97	что он	9	4
98	рассказывает о	1	4
99	в одном	3	4
100	в связи	1	4
101	равно как	1	4
102	в своей	3	4
103	например в	7	3
104	в котором	1	3
105	из его	2	3
106	др в	1	3
107	его не	2	3
108	имеет свою	1	3
109	и он	4	3
110	в которых	2	3
111	видели что	3	3
112	но как	4	3
113	что они	2	3
114	с этим	2	3
115	и как	2	3
116	и к	1	3
117	следующим образом	1	3
118	в противоположность	1	3
119	и по	4	3
120	его в	5	3
121	далеко не	3	3
122	что не	2	3
123	с тем	4	3
124	мы видели	11	3
125	точки зрения	1	3
126	и ее	3	3
127	как о	1	3
