N	2gram	Losev_Dial_2	VelikijI
1	и не	30	20
2	и в	19	16
3	так как	14	9
4	то что	14	9
5	еще не	4	8
6	в истории	2	8
7	что они	6	7
8	на земле	1	7
9	а не	16	7
10	и потому	5	7
11	человека и	2	6
12	не есть	47	6
13	но и	12	5
14	того что	6	5
15	в мире	2	5
16	в боге	1	5
17	все это	4	5
18	что есть	2	5
19	как бы	14	5
20	ты не	1	5
21	и есть	4	4
22	в образе	1	4
23	говорить о	5	4
24	во мне	4	4
25	в его	1	4
26	нет у	1	4
27	и я	2	4
28	в этом	8	4
29	что он	6	4
30	потому что	14	4
31	в нем	10	4
32	так и	10	4
33	что все	1	4
34	что не	6	4
35	как и	10	4
36	что мы	2	4
37	в котором	1	4
38	в ней	2	4
39	и все	12	4
40	это еще	2	4
41	все что	1	4
42	от этого	3	3
43	и что	5	3
44	должна быть	5	3
45	за то	1	3
46	хотя бы	4	3
47	то это	2	3
48	как не	2	3
49	в чем	3	3
50	во всех	2	3
51	мы же	2	3
52	что и	5	3
53	в том	14	3
54	тот же	1	3
55	но в	2	3
56	бы и	2	3
57	все эти	2	3
58	и они	2	3
59	в конце	2	3
60	их в	2	3
61	тех которые	1	3
62	в своей	8	3
63	и мы	3	3
64	в жизни	2	3
65	ни в	10	3
66	в них	1	3
67	не было	3	3
68	должно быть	7	3
69	в этих	3	3
70	нет ничего	1	3
71	всех людей	1	3
72	что я	2	3
73	не в	8	3
74	к чему	1	3
75	тому что	2	3
76	но это	7	3
77	не имеет	1	3
78	никогда не	9	3
79	к счастью	1	3
80	личности и	6	3
81	превращается в	1	3
82	к тому	2	3
83	жизни и	6	3
84	что в	7	3
85	оно не	1	3
86	и это	5	2
87	и то	7	2
88	вечности и	1	2
89	но мы	2	2
90	это мы	2	2
91	и т	17	2
92	его не	2	2
93	мы не	1	2
94	когда в	1	2
95	и новые	1	2
96	с ним	4	2
97	мы это	2	2
98	в личности	4	2
99	их жизнь	1	2
100	ее и	1	2
101	быть личностью	1	2
102	и во	1	2
103	между тем	2	2
104	я думаю	1	2
105	нет и	1	2
106	которые не	2	2
107	на нас	1	2
108	духа и	1	2
109	только в	5	2
110	личности а	2	2
111	конечно не	6	2
112	уже не	3	2
113	не только	19	2
114	на этих	1	2
115	раз навсегда	1	2
116	его и	1	2
117	превращаются в	1	2
118	не хотел	1	2
119	не к	1	2
120	в прошлом	1	2
121	вот почему	1	2
122	тем что	2	2
123	не будет	2	2
124	так не	1	2
125	это не	10	2
126	т д	15	2
127	истории и	1	2
128	прежде всего	8	2
129	свободе и	1	2
130	все равно	5	2
131	с тем	2	2
132	мы и	1	2
133	и тогда	3	2
134	когда я	2	2
135	с абсолютным	1	2
136	не могут	4	2
137	вечность и	1	2
138	а есть	1	2
139	да и	6	2
140	это дело	1	2
141	и вечности	1	2
142	личность как	2	2
143	одна из	1	2
144	том что	10	2
145	а к	1	2
146	и теперь	1	2
147	они и	1	2
148	ее в	2	2
149	есть уже	2	2
150	это все	2	2
151	а в	4	2
152	но не	6	2
153	могут быть	4	2
154	во всяком	2	2
155	всегда в	1	1
156	в вечность	1	1
157	от этой	1	1
158	речь идет	1	1
159	как мы	3	1
160	быть может	1	1
161	в виду	5	1
162	пусть не	1	1
163	в ее	4	1
164	смысла от	2	1
165	ни стало	1	1
166	это случилось	1	1
167	божественной любви	1	1
168	и до	1	1
169	он всегда	2	1
170	и самое	1	1
171	значение в	1	1
172	мы будем	1	1
173	то же	12	1
174	преодолевается не	1	1
175	их и	1	1
176	вечное и	1	1
177	и которые	1	1
178	и уважал	1	1
179	из всего	2	1
180	в результате	2	1
181	и тут	3	1
182	это только	3	1
183	по сравнению	1	1
184	сами же	1	1
185	что уже	2	1
186	вопрос о	3	1
187	составные части	1	1
188	идти в	1	1
189	и вообще	6	1
190	не была	1	1
191	только это	1	1
192	говорят что	4	1
193	я не	6	1
194	и ее	1	1
195	по смыслу	1	1
196	свой предмет	1	1
197	ли так	1	1
198	не был	1	1
199	зависимости от	2	1
200	кто же	1	1
201	теми которые	1	1
202	думаю что	3	1
203	если хочешь	1	1
204	в их	2	1
205	и на	1	1
206	он был	1	1
207	бы то	1	1
208	оно ни	1	1
209	любви к	1	1
210	жизни с	2	1
211	и единый	1	1
212	природы и	1	1
213	все в	2	1
