N	2gram	Vygotskiy__1	VLabPisa
1	таким образом	20	27
2	в этом	12	26
3	и в	31	25
4	и т	26	24
5	не только	13	22
6	может быть	22	21
7	хотя бы	1	20
8	и не	16	19
9	художественного творчества	6	18
10	не может	17	17
11	т е	3	17
12	т д	8	15
13	в его	6	15
14	в процессе	5	14
15	этом отношении	2	13
16	в том	30	13
17	прежде всего	4	13
18	в частности	3	12
19	как это	4	12
20	все это	8	12
21	в силу	3	11
22	вот что	2	11
23	с другой	5	11
24	из них	2	11
25	л толстой	1	11
26	в художественном	3	10
27	в качестве	2	10
28	не могут	3	10
29	о том	7	10
30	представляет собою	1	10
31	то же	5	9
32	что в	23	9
33	об этом	1	9
34	по этому	2	9
35	для него	1	9
36	т п	16	9
37	но и	2	9
38	и др	1	9
39	к этому	4	9
40	в своем	3	8
41	по словам	1	8
42	не следует	1	8
43	на основании	7	8
44	другой стороны	5	8
45	могут быть	11	8
46	во всех	1	7
47	из этих	6	7
48	было бы	6	7
49	как и	16	7
50	том что	16	7
51	в конечном	3	7
52	этому поводу	2	7
53	произведения и	1	7
54	говорит о	2	7
55	не было	3	7
56	а не	13	7
57	вместе с	8	7
58	же в	1	7
59	художественного произведения	17	6
60	это и	3	6
61	в зависимости	5	6
62	более или	2	6
63	в себе	4	6
64	в нем	2	6
65	главным образом	2	6
66	идеи и	1	6
67	это не	1	6
68	или менее	2	6
69	их в	2	6
70	том же	2	6
71	и его	7	6
72	в то	5	6
73	так и	3	6
74	между тем	4	6
75	бы и	2	6
76	у него	4	6
77	то что	32	6
78	и есть	5	5
79	в их	1	5
80	зависимости от	6	5
81	конечном счете	3	5
82	очевидно что	6	5
83	как говорит	2	5
84	все же	5	5
85	в пределах	1	5
86	и при	1	5
87	не в	11	5
88	тому что	4	5
89	связи с	1	5
90	образы и	2	5
91	на основе	2	5
92	приводит к	2	5
93	он же	2	5
94	произведения как	1	5
95	один из	4	5
96	действующих лиц	1	5
97	для художника	1	5
98	он говорит	1	5
99	как бы	5	5
100	не является	5	5
101	думается что	3	5
102	в результате	4	5
103	сказать что	7	5
104	только в	14	5
105	в искусстве	4	5
106	художественном произведении	3	4
107	с его	1	4
108	в этой	3	4
109	чем же	1	4
110	перед нами	1	4
111	когда он	2	4
112	в самом	11	4
113	в целом	5	4
114	в статье	1	4
115	что все	3	4
116	в них	2	4
117	не удивительно	1	4
118	даже в	2	4
119	одна из	4	4
120	никогда не	8	4
121	вот почему	1	4
122	к тому	4	4
123	для его	1	4
124	утверждать что	5	4
125	гоголь в	1	4
126	должен быть	1	4
127	в ее	5	4
128	это только	2	4
129	можно сказать	1	4
130	с ними	1	4
131	что он	7	4
132	в нашей	1	4
133	в одном	2	4
134	как раз	2	4
135	в связи	2	4
136	художественное произведение	10	4
137	в своей	3	4
138	например в	3	3
139	человека и	2	3
140	в котором	4	3
141	из его	3	3
142	его не	2	3
143	в которых	3	3
144	видели что	2	3
145	но как	2	3
146	явлений и	1	3
147	нет и	1	3
148	что они	2	3
149	с этим	3	3
150	и как	2	3
151	и к	3	3
152	и художественного	2	3
153	при создании	1	3
154	что без	1	3
155	и по	3	3
156	удивительно что	1	3
157	его в	2	3
158	далеко не	2	3
159	с тем	3	3
160	в слове	3	3
161	мы видели	2	3
162	точки зрения	15	3
163	и ее	1	3
164	что говорит	1	3
165	одном из	2	3
166	этой области	2	3
167	как о	1	3
168	это мы	2	3
169	к работе	2	3
170	сводится к	1	3
171	своего творчества	1	3
172	у нас	4	3
173	она не	5	3
174	значительной мере	1	3
175	том как	1	3
176	в виду	4	3
177	никак не	4	3
178	утверждает что	2	3
179	в значительной	1	3
180	что и	13	3
181	вслед за	6	3
182	и мир	1	3
183	говорит в	1	3
184	того что	10	3
185	п в	1	3
186	является не	1	3
187	и их	2	3
188	творчества во	1	3
189	в конце	3	3
190	этой проблемы	1	3
191	именно в	1	3
192	мы знаем	3	3
193	что художник	1	3
194	в творчестве	1	3
195	него в	2	3
196	так же	12	3
197	по поводу	2	3
198	всех других	2	3
199	по существу	4	3
200	и от	2	3
201	или в	1	3
202	бы в	2	3
203	только что	2	3
204	процесса как	1	3
205	жизни и	3	3
206	как на	3	3
207	каждый образ	1	2
208	смысле слова	3	2
209	ту же	2	2
210	связана с	1	2
211	и процессов	1	2
212	и этот	1	2
213	а как	1	2
214	мы имеем	4	2
215	же как	4	2
216	в которой	4	2
217	на эти	2	2
218	но даже	2	2
219	то это	1	2
220	в ней	1	2
221	еще не	1	2
222	на художественное	1	2
223	в различных	1	2
224	в чем	2	2
225	но не	3	2
226	одном и	1	2
227	если в	1	2
228	том числе	1	2
229	относится к	1	2
230	отнюдь не	6	2
231	за эти	1	2
232	искусстве и	1	2
233	стороны и	3	2
234	и слова	1	2
235	хотя и	3	2
236	но в	3	2
237	у каждого	3	2
238	как он	2	2
239	что она	6	2
240	он не	3	2
241	том чтобы	7	2
242	у пушкина	3	2
243	подобно тому	5	2
244	что ни	1	2
245	человека в	1	2
246	в каждом	3	2
247	а затем	1	2
248	и дальше	2	2
249	говорил что	1	2
250	заключается в	7	2
251	в жизни	2	2
252	война и	1	2
253	только о	2	2
254	эта теория	5	2
255	не всегда	2	2
256	между собою	1	2
257	и для	5	2
258	восприятия и	1	2
259	что такое	2	2
260	всяком случае	6	2
261	знаем что	1	2
262	искусства не	5	2
263	если бы	6	2
264	по себе	9	2
265	можно ли	2	2
266	не менее	2	2
267	тогда когда	5	2
268	в науке	2	2
269	пока еще	1	2
270	того чтобы	7	2
271	только не	3	2
272	в сознании	2	2
273	точном смысле	1	2
274	в области	11	2
275	ли это	2	2
276	от того	3	2
277	художественную форму	1	2
278	и заключается	1	2
279	ли не	1	2
280	отличается от	2	2
281	же самое	2	2
282	числе и	1	2
283	должны быть	3	2
284	в стихотворении	1	2
285	что оно	3	2
286	они и	1	2
287	в самых	1	2
288	для того	6	2
289	что при	3	2
290	на это	2	2
291	труда и	1	2
292	формы и	5	2
293	мысль о	1	2
294	только то	2	2
295	и может	2	2
296	роль в	3	2
297	искусство как	9	2
298	из писем	1	2
299	произведения не	1	2
300	и даже	6	2
301	вот это	1	2
302	во всяком	8	2
303	представления об	2	2
304	но к	3	2
305	на вопрос	2	2
306	может не	1	2
307	во всей	1	2
308	вообще и	1	2
309	конце концов	3	2
310	но с	1	2
311	о его	1	2
312	что даже	2	2
313	образа в	1	2
314	но то	1	2
315	с одной	5	2
316	одной из	1	2
317	при помощи	20	2
318	и главным	1	2
319	могло бы	4	2
