N	3gram	Voloshinov_1	Problema
1	и т д	1	13
2	тем не менее	2	10
3	в том что	4	9
4	в данном случае	3	7
5	сам по себе	2	6
6	во всяком случае	3	6
7	в этом случае	1	5
8	по крайней мере	1	5
9	не может быть	3	5
10	что же касается	1	4
11	в таком случае	2	4
12	ни в каком	1	4
13	бы то ни	1	4
14	или по крайней	1	4
15	в то же	5	4
16	это вовсе не	1	4
17	и то же	1	4
18	в то время	1	4
19	дело в том	1	3
20	не было бы	1	3
21	может быть даже	1	3
22	и тем не	1	3
23	может быть и	1	3
24	одно и то	1	3
25	как будто бы	1	3
26	что же такое	2	3
27	ни об его	2	3
28	о том что	1	3
29	никакого отношения к	1	3
30	это уже не	1	2
31	хотя и не	1	2
32	только потому что	1	2
33	в настоящее время	1	2
34	с точки зрения	10	2
35	до сих пор	3	2
36	мы не будем	1	2
37	в таких случаях	2	2
38	в отличие от	1	2
39	в чем не	2	2
40	но и в	1	2
41	то или иное	2	2
42	отнюдь не является	1	2
43	на первый взгляд	1	2
44	по сравнению с	1	2
45	в каком случае	1	2
46	только то что	2	2
47	ничего общего с	1	2
48	и ни в	1	2
49	ни в чем	2	2
50	на самом деле	2	2
51	можно сказать что	3	2
52	всякий художественный образ	1	2
53	у нас в	2	2
54	для самого себя	1	2
55	вовсе не является	1	2
56	как мы видели	4	2
57	и только в	1	2
58	если бы он	3	1
59	таким образом что	1	1
60	и может быть	2	1
61	к целому ряду	1	1
62	от которых она	1	1
63	обнаруживает себя в	1	1
64	такое же положение	1	1
65	в чем же	1	1
66	то ни стало	1	1
67	иметь в виду	1	1
68	это означает что	1	1
69	это было бы	1	1
70	новых и новых	1	1
71	во что бы	1	1
72	и нет ничего	1	1
73	в котором он	1	1
74	есть прежде всего	1	1
75	том что он	2	1
76	он не только	1	1
77	другими словами мы	1	1
78	между собой в	1	1
79	как мы надеемся	1	1
80	заключение этой главы	1	1
81	внимания ни на	1	1
82	что он не	1	1
83	того и другого	1	1
84	из того что	1	1
85	в собственном смысле	1	1
86	одна на другую	1	1
87	смысле слова мы	1	1
88	на этот вопрос	1	1
89	но если мы	2	1
90	и совсем не	1	1
91	принимать во внимание	1	1
92	что бы то	1	1
93	чем он сам	2	1
94	до конца и	1	1
95	с одной стороны	1	1
96	и все его	2	1
97	ничего общего не	1	1
98	потому что оно	1	1
99	так как они	1	1
100	но при этом	1	1
101	себе а в	1	1
102	во всех этих	1	1
103	благодаря тому что	2	1
104	не является чем-то	1	1
105	только в его	1	1
106	ответ на этот	1	1
107	настолько велико что	1	1
108	таким образом и	1	1
109	она только еще	1	1
110	а может быть	1	1
111	если мы будем	1	1
112	конечно и не	1	1
113	точку зрения и	1	1
114	в заключение этой	1	1
115	чем иным как	1	1
116	узком смысле слова	2	1
117	то обстоятельство что	1	1
118	мы не можем	1	1
119	так и в	2	1
120	в такой форме	1	1
121	то что мы	1	1
122	это и есть	1	1
123	и к другим	1	1
124	равно как и	1	1
125	можно сказать о	1	1
126	не чем иным	1	1
127	в своей основе	1	1
128	ни в какую	1	1
129	в самом деле	5	1
130	или может быть	1	1
131	относится и к	1	1
132	тоже еще не	1	1
133	каком случае нельзя	1	1
134	таким образом в	1	1
135	для того чтобы	1	1
136	и о которых	1	1
137	не нуждается в	1	1
138	точки зрения в	1	1
139	с этим не	1	1
