N	2gram	Losev_Vlad_3	Istorich
1	и в	40	24
2	не только	25	21
3	что он	5	21
4	может быть	8	14
5	не может	14	14
6	что в	17	13
7	в этих	2	13
8	мы имеем	3	12
9	как в	1	12
10	в этом	16	12
11	и здесь	6	12
12	но и	18	11
13	это не	3	10
14	том что	18	10
15	и что	8	10
16	у него	24	10
17	мы видим	1	10
18	а в	7	10
19	все же	4	9
20	с другой	5	9
21	не в	3	9
22	о том	11	9
23	потому что	11	9
24	и другие	1	9
25	то же	4	8
26	еще не	4	8
27	что и	7	8
28	так как	7	8
29	другой стороны	2	8
30	а не	8	8
31	все это	1	8
32	во всех	1	7
33	то что	28	7
34	в первую	1	7
35	таким образом	11	7
36	мы видели	3	7
37	одна из	1	7
38	к нему	3	7
39	что здесь	3	7
40	один из	1	7
41	в том	18	7
42	вместе с	7	7
43	что это	9	6
44	но не	4	6
45	как он	1	6
46	в нем	3	6
47	он не	8	6
48	об этом	6	6
49	как и	7	6
50	для нас	5	6
51	и все	4	6
52	а именно	12	6
53	того что	7	6
54	только в	13	6
55	тем что	5	6
56	так же	8	6
57	с этой	2	6
58	во время	1	6
59	то это	10	5
60	в чем	3	5
61	с одной	3	5
62	но в	4	5
63	что она	2	5
64	не менее	9	5
65	ничего не	5	5
66	так и	6	5
67	представляют собой	1	5
68	одной стороны	3	5
69	в тех	1	5
70	видно что	1	5
71	тот кто	1	5
72	же как	3	4
73	начинается с	1	4
74	мы уже	5	4
75	мы не	2	4
76	как бы	3	4
77	при этом	3	4
78	но все	3	4
79	отсюда видно	1	4
80	не всегда	1	4
81	на первый	2	4
82	точки зрения	13	4
83	в их	2	4
84	тем не	10	4
85	по существу	4	4
86	не имеет	4	4
87	никогда не	11	4
88	так в	1	4
89	на вопрос	1	4
90	то не	2	4
91	с того	1	4
92	а она	1	4
93	то и	2	4
94	вовсе не	13	4
95	если не	6	4
96	в данном	5	4
97	в состоянии	1	4
98	и не	25	4
99	мы должны	4	4
100	одной из	2	4
101	есть и	4	4
102	например в	1	3
103	не вполне	2	3
104	и он	1	3
105	с его	2	3
106	себе и	2	3
107	тоже не	5	3
108	что они	1	3
109	кроме того	6	3
110	хотя и	7	3
111	когда он	1	3
112	и наконец	2	3
113	из этих	3	3
114	в дальнейшем	4	3
115	на то	4	3
116	и если	7	3
117	после этого	1	3
118	и по	2	3
119	его в	2	3
120	уже знаем	1	3
121	в них	1	3
122	которой он	1	3
123	она в	1	3
124	представление о	1	3
125	знаем что	2	3
126	вопрос о	4	3
127	должны были	1	3
128	выше мы	2	3
129	в конце	12	3
130	как мы	8	3
131	того как	1	3
132	не все	3	3
133	видим что	1	3
134	и его	10	3
135	связи с	2	3
136	должны быть	1	3
137	данном случае	2	3
138	не столько	3	3
139	здесь нет	2	3
140	него и	1	3
141	и она	1	3
142	в качестве	3	3
143	так что	14	3
144	уже в	3	3
145	при помощи	4	3
146	между прочим	5	3
147	возможно что	1	3
148	и даже	6	3
149	превратилась в	1	3
150	по своим	1	3
151	в свете	1	3
152	этой точки	1	3
153	что мы	2	3
154	сих пор	1	3
155	но это	6	3
156	с ней	1	3
157	не говорится	1	3
158	ее в	3	3
159	с тех	1	2
160	мы здесь	1	2
161	здесь и	2	2
162	из самых	1	2
163	не имеют	2	2
164	к отцу	1	2
165	по его	2	2
166	его не	1	2
167	задачи мы	1	2
168	время как	2	2
169	на себя	2	2
170	их не	1	2
171	того же	2	2
172	оказывается что	2	2
173	и на	6	2
174	не знал	1	2
175	что его	2	2
176	к которой	1	2
177	если в	1	2
178	некоторые черты	1	2
179	со стороны	2	2
180	не просто	10	2
181	на небе	1	2
182	которые не	2	2
183	его на	1	2
184	с этим	2	2
185	стороны и	2	2
186	и нет	1	2
187	перед нами	3	2
188	этом же	2	2
189	что по	1	2
190	в действительности	1	2
191	но эта	1	2
192	в самом	4	2
193	та же	1	2
194	в которой	2	2
195	он в	1	2
196	все эти	5	2
197	думать что	1	2
198	им в	1	2
199	прочим и	1	2
200	в силу	2	2
201	на земле	1	2
202	не будет	6	2
203	было бы	4	2
204	должен был	2	2
205	и тем	3	2
206	ни в	10	2
207	ли эти	1	2
208	сам он	1	2
209	этого не	3	2
210	вытекает и	2	2
211	в один	1	2
212	что собственно	1	2
213	можно найти	2	2
214	в котором	4	2
215	у того	1	2
216	идти только	1	2
217	к этому	2	2
218	но он	1	2
219	что этот	3	2
220	того кто	1	2
221	для нее	1	2
222	тому что	4	2
223	она не	2	2
224	в то	7	2
225	и другое	1	2
226	на него	2	2
227	в основе	1	2
228	если кто	1	2
229	друг друга	2	2
230	во всем	6	2
231	и после	1	2
232	здесь тоже	1	2
233	не могут	2	2
234	его за	1	2
235	что при	1	2
236	и это	6	2
237	связи со	1	2
238	без всякого	1	2
239	в ее	1	2
240	то время	4	2
241	об этой	2	2
242	все дело	1	2
243	другими словами	1	2
244	не содержит	2	2
245	там же	7	2
246	доходит до	1	2
247	все в	1	2
248	если это	1	2
249	здесь не	3	2
250	и так	2	2
251	по этому	3	2
252	конечно не	1	2
253	уже не	9	2
254	не можем	2	2
255	и у	3	2
256	только на	5	2
257	из них	2	2
258	ни с	3	2
259	мы знаем	3	2
260	это обстоятельство	1	2
261	не так	3	2
262	не находит	1	2
263	прежде всего	10	2
264	или это	1	2
265	до сих	1	2
266	на этот	1	2
267	в каких	2	2
268	такое же	1	2
269	и др	1	2
