N	2gram	Voloshinov_2	Komedia
1	и в	19	22
2	том что	10	12
3	но и	10	11
4	в том	7	11
5	не только	13	10
6	в то	8	10
7	из них	1	10
8	как и	9	9
9	может быть	28	9
10	таким образом	14	8
11	о том	3	8
12	и его	16	8
13	в одном	1	8
14	и не	19	8
15	в этой	3	7
16	и других	1	7
17	то же	16	6
18	тому же	2	6
19	не в	10	6
20	в отношении	4	6
21	ни в	6	6
22	что он	4	6
23	к тому	6	6
24	а в	3	6
25	в которой	1	6
26	что в	2	6
27	до нас	1	5
28	в истории	3	5
29	как в	1	5
30	при этом	9	5
31	во время	1	5
32	потому что	1	5
33	мы встречаем	2	5
34	так и	10	5
35	еще в	1	5
36	и даже	2	5
37	между тем	6	5
38	уже в	2	5
39	в его	5	5
40	прежде всего	7	5
41	о которых	1	5
42	с другой	3	5
43	когда же	1	5
44	все это	1	5
45	другой стороны	1	5
46	что они	2	4
47	но в	7	4
48	в нем	11	4
49	и вот	1	4
50	в другом	3	4
51	на протяжении	2	4
52	несмотря на	1	4
53	точки зрения	17	4
54	в котором	3	4
55	в их	5	4
56	так как	3	4
57	как мы	15	4
58	же время	8	4
59	ли не	1	4
60	так в	1	4
61	ясно что	1	4
62	что и	3	4
63	в качестве	3	4
64	мы можем	6	4
65	тем что	2	4
66	именно в	2	4
67	и особенно	2	4
68	же в	1	4
69	по поводу	1	4
70	к этому	5	4
71	речь идет	1	3
72	в тех	2	3
73	мы не	2	3
74	и о	2	3
75	и на	5	3
76	с одной	3	3
77	в этом	15	3
78	все же	5	3
79	хотя и	1	3
80	и как	6	3
81	в целом	1	3
82	на то	4	3
83	главным образом	1	3
84	да и	3	3
85	он не	3	3
86	здесь мы	3	3
87	и с	2	3
88	его в	7	3
89	первую очередь	1	3
90	в них	1	3
91	на основании	1	3
92	и ее	4	3
93	место в	2	3
94	вопрос о	2	3
95	не менее	1	3
96	по отношению	8	3
97	ничего не	4	3
98	этом отношении	1	3
99	у нас	3	3
100	могут быть	3	3
101	и сам	1	3
102	как из	2	3
103	тот же	1	3
104	одной из	3	3
105	только в	8	3
106	и у	2	3
107	в виде	2	3
108	в начале	2	3
109	у него	2	3
110	как раз	4	3
111	к которому	1	3
112	все более	2	3
113	так же	5	3
114	как это	1	3
115	одной стороны	3	3
116	в течение	1	3
117	здесь в	2	3
118	в более	2	3
119	и все	6	3
120	все остальные	1	3
121	отношению к	8	3
122	как известно	1	2
123	того же	5	2
124	в сущности	14	2
125	принадлежит к	1	2
126	на себя	1	2
127	слова о	4	2
128	которые он	1	2
129	он был	2	2
130	столь же	3	2
131	бы то	4	2
132	совсем не	1	2
133	отличие от	3	2
134	за пределы	3	2
135	относится к	3	2
136	чем же	3	2
137	независимо от	2	2
138	было только	1	2
139	и хотя	1	2
140	в самом	6	2
141	в себе	4	2
142	не следует	2	2
143	в первую	1	2
144	не к	3	2
145	в силу	1	2
146	внешней политики	1	2
147	то ни	5	2
148	связанные с	1	2
149	на все	2	2
150	было бы	4	2
151	и тем	4	2
152	мы видели	4	2
153	или менее	2	2
154	его герои	1	2
155	всяком случае	2	2
156	почти не	1	2
157	и самого	2	2
158	но он	1	2
159	тем не	1	2
160	на такое	2	2
161	одна из	7	2
162	и внутренней	1	2
163	это еще	1	2
164	ему и	1	2
165	внешней и	1	2
166	ли это	2	2
167	уже о	1	2
168	же самое	6	2
169	для себя	4	2
170	слов но	1	2
171	на нем	1	2
172	всего этого	1	2
173	только при	1	2
174	в себя	1	2
175	из всего	2	2
176	образом в	1	2
177	находится в	1	2
178	и здесь	5	2
179	в форме	5	2
180	или может	2	2
181	и мир	1	2
182	еще не	3	2
183	именно на	1	2
184	мы знаем	2	2
185	вовсе не	11	2
186	в других	1	2
187	со стороны	1	2
188	и из	1	2
189	до сих	3	2
190	еще и	1	2
191	на которые	1	2
192	и притом	1	2
193	которых мы	1	2
194	до конца	2	2
195	из наиболее	1	2
196	не может	18	2
197	вместе с	2	2
