N	2gram	Voloshinov_1	formyVre
1	и в	13	46
2	в этом	2	22
3	прежде всего	9	14
4	вовсе не	2	13
5	человеческого тела	1	12
6	и его	12	12
7	не только	6	11
8	только в	6	11
9	как бы	6	10
10	точки зрения	7	10
11	в том	2	10
12	но в	4	10
13	мы уже	2	9
14	не в	3	9
15	в ряд	2	9
16	но и	3	9
17	вместе с	1	9
18	и не	8	9
19	и для	3	9
20	то же	4	8
21	как и	3	8
22	с точки	5	8
23	для того	1	8
24	того чтобы	1	8
25	потому что	1	8
26	связи с	1	8
27	в его	7	8
28	в связи	2	8
29	так и	3	7
30	в них	2	7
31	может быть	8	7
32	времени в	1	7
33	в одном	3	7
34	то что	6	7
35	еще не	1	6
36	все же	5	6
37	и наконец	5	6
38	при этом	2	6
39	его в	1	6
40	в основе	1	6
41	никогда не	3	6
42	те же	2	6
43	так как	3	6
44	человеческое тело	1	6
45	в особенности	1	6
46	все это	4	6
47	и все	3	6
48	но не	1	5
49	с этим	3	5
50	в своем	1	5
51	все эти	2	5
52	связанные с	2	5
53	в нем	2	5
54	должно быть	1	5
55	в то	1	5
56	в дальнейшем	1	5
57	и у	1	5
58	тела и	3	5
59	и др	2	5
60	в пределах	3	5
61	что в	3	5
62	также и	1	4
63	человека и	1	4
64	в мире	1	4
65	и он	1	4
66	что они	2	4
67	в истории	1	4
68	как в	2	4
69	характер носит	1	4
70	уже в	2	4
71	в себе	3	4
72	их в	1	4
73	том что	2	4
74	же время	1	4
75	в образе	1	4
76	в эпоху	1	4
77	конечно не	1	4
78	и их	7	4
79	а не	2	4
80	отнюдь не	1	4
81	в ряду	1	4
82	с этой	2	4
83	ему в	1	3
84	в виду	1	3
85	того же	1	3
86	слова и	2	3
87	отношение к	1	3
88	нет и	1	3
89	и как	1	3
90	в этот	2	3
91	таким образом	6	3
92	здесь мы	3	3
93	в совершенно	1	3
94	связанных с	2	3
95	переходим к	1	3
96	в их	3	3
97	в которых	1	3
98	она ни	1	3
99	же самое	1	3
100	к тому	2	3
101	имеет место	2	3
102	себя и	1	3
103	на основе	1	3
104	роль в	2	3
105	в борьбе	1	3
106	в другом	2	3
107	а также	2	3
108	борьба с	1	3
109	тот же	2	3
110	что он	1	3
111	во времени	2	3
112	для него	2	3
113	тем что	2	3
114	не было	1	3
115	не на	2	3
116	с помощью	2	3
117	не является	4	3
118	тем более	1	3
119	ее в	2	3
120	а в	2	3
121	всего в	1	3
122	к этому	1	3
123	смысле слова	2	2
124	ту же	1	2
125	и есть	1	2
126	и до	1	2
127	мы имеем	1	2
128	и стиль	2	2
129	говорить о	3	2
130	и т.п	7	2
131	совсем не	1	2
132	пищи и	1	2
133	явлений и	2	2
134	значение имеет	1	2
135	в одной	1	2
136	и к	2	2
137	от этого	2	2
138	жизнь как	1	2
139	в этой	1	2
