N	3gram	Propp_Isto_4	FransuaR
1	о том что	2	5
2	в средние века	2	4
3	в большинстве случаев	1	4
4	до сих пор	5	3
5	не только с	1	2
6	и в особенности	1	2
7	как мы увидим	1	2
8	но уже в	1	2
9	и то что	5	2
10	в данном случае	3	2
11	в меньшей степени	1	2
12	во всех этих	1	2
13	но и в	1	2
14	с другой стороны	4	2
15	хотя и в	1	2
16	дает нам право	2	1
17	обращаем внимание на	1	1
18	в основе своей	1	1
19	и все подобные	1	1
20	связь с мотивом	1	1
21	о том как	1	1
22	и не только	1	1
23	между небом и	1	1
24	как и все	1	1
25	что в некоторых	2	1
26	совершенно ясно что	1	1
27	на этот вопрос	2	1
28	и даже в	1	1
29	и др в	1	1
30	он не мог	1	1
31	средних веков и	1	1
32	однако что за	1	1
33	вместе с тем	1	1
34	и с помощью	1	1
35	и во всем	1	1
36	смысле этого слова	2	1
37	мы видим что	1	1
38	в связи с	2	1
39	то что он	2	1
40	и в средние	2	1
41	не может быть	4	1
42	мы видели что	3	1
43	в широком смысле	1	1
44	в зависимости от	1	1
45	в то время	1	1
46	которые находятся в	1	1
47	между собой и	1	1
48	части его тела	1	1
49	после того как	2	1
50	до нашей эры	1	1
51	не только в	2	1
52	но все же	4	1
53	можно сказать что	1	1
54	в нем самом	1	1
55	между жизнью и	1	1
56	как мы видим	1	1
57	за то что	1	1
58	но и там	1	1
59	жизнью и смертью	1	1
60	что и в	1	1
61	такие выражения как	1	1
