N	2gram	Tiupa_Disk_2	Literetu
1	не только	10	24
2	при этом	17	19
3	в качестве	16	17
4	но и	11	17
5	в том	8	16
6	а не	14	16
7	в частности	12	15
8	том что	10	14
9	в году	1	13
10	тогда как	11	13
11	может быть	16	13
12	и не	15	12
13	в этом	16	12
14	в своем	5	11
15	состоит в	16	11
16	своего рода	10	11
17	прежде всего	7	11
18	в русской	3	10
19	такого рода	9	10
20	то что	5	10
21	художественного письма	7	9
22	в целом	2	8
23	не в	3	8
24	в тексте	3	8
25	и в	16	8
26	только в	3	8
27	как это	1	8
28	я и	4	7
29	я не	1	7
30	отказ от	1	7
31	как бы	4	7
32	в себе	19	7
33	не менее	7	7
34	коммуникативного события	5	7
35	в его	3	7
36	уже не	3	7
37	в рамках	7	6
38	то есть	12	6
39	как и	16	6
40	точки зрения	4	6
41	эстетического объекта	1	6
42	и сам	1	6
43	того что	1	6
44	в жизни	1	6
45	себя в	6	6
46	xix века	1	6
47	одним из	1	5
48	то же	6	5
49	отличие от	12	5
50	как в	8	5
51	не столько	3	5
52	в отличие	12	5
53	в то	5	5
54	для себя	2	5
55	а также	8	5
56	же время	5	5
57	в конечном	1	5
58	русской литературе	2	5
59	же в	1	5
60	что он	2	5
61	русской поэзии	1	5
62	не может	9	5
63	в данном	7	5
64	с этой	1	5
65	я в	5	5
66	с его	6	5
67	тем самым	6	5
68	в своей	6	4
69	еще не	6	4
70	столь же	3	4
71	но не	7	4
72	конечном счете	1	4
73	в этой	4	4
74	все же	6	4
75	представляет собой	11	4
76	по преимуществу	2	4
77	в случае	1	4
78	не как	1	4
79	в силу	1	4
80	лишь в	1	4
81	духовной жизни	1	4
82	для этого	1	4
83	с миром	1	4
84	и его	3	4
85	ведет к	3	4
86	данном случае	6	4
87	никогда не	2	4
88	так и	9	4
89	еще в	3	4
90	и адресата	2	4
91	коммуникативное событие	3	4
92	в формах	2	4
93	из них	3	4
94	мир в	1	4
95	друг друга	1	4
96	лирический герой	3	4
97	и т.п	12	4
98	в стихотворении	1	4
99	со стороны	10	4
100	это не	3	4
101	в своих	6	4
102	например в	3	3
103	тех же	1	3
104	и есть	1	3
105	также и	3	3
106	самого себя	1	3
107	по отношению	4	3
108	xix столетия	1	3
109	более чем	2	3
110	в самом	1	3
111	бы не	1	3
112	с их	2	3
113	в лирике	7	3
114	в принципе	2	3
115	силу своей	1	3
116	таким образом	1	3
117	исходя из	1	3
118	той же	2	3
119	его в	3	3
120	между я	1	3
121	в повестях	2	3
122	далеко не	2	3
123	несмотря на	1	3
124	но в	11	3
125	том же	1	3
126	мир иной	1	3
127	на рубеже	3	3
128	дело в	2	3
129	одна из	1	3
130	в основе	4	3
131	в области	2	3
132	к себе	1	3
133	всего в	1	3
134	отталкивании от	1	3
135	в пределах	4	3
136	приводит к	3	3
137	по аналогии	1	3
138	одного из	4	3
139	сводится к	2	3
140	другого в	2	3
141	не сводится	4	3
142	по своей	6	3
143	один из	1	3
144	и прежде	2	3
145	своего другого	2	3
146	потому что	4	3
147	этом в	2	3
