N	2gram	Voloshinov_1	Problema
1	то что	6	42
2	вовсе не	2	35
3	и в	13	32
4	и не	8	31
5	в этом	2	19
6	не менее	2	19
7	тем не	1	18
8	не только	6	17
9	потому что	1	16
10	в себе	3	15
11	по себе	1	15
12	в виде	1	15
13	а не	2	15
14	но в	4	14
15	может быть	8	14
16	как бы	6	14
17	что мы	1	13
18	в нем	2	13
19	и тем	2	13
20	сказать что	1	13
21	том что	2	12
22	что в	3	12
23	так и	3	12
24	также и	1	11
25	так как	3	11
26	ничего общего	3	11
27	то же	4	10
28	отнюдь не	1	10
29	в этой	1	10
30	об этом	1	10
31	прежде всего	9	10
32	нет ничего	2	10
33	еще не	1	9
34	но не	1	9
35	того чтобы	1	9
36	же самое	1	9
37	и это	1	9
38	и что	1	9
39	но и	3	9
40	в данном	2	9
41	что же	3	9
42	в том	2	9
43	так же	2	9
44	и о	1	8
45	и ее	2	8
46	общего с	3	8
47	все эти	2	8
48	на то	1	8
49	для того	1	8
50	было бы	4	8
51	он и	1	8
52	в своей	4	8
53	когда мы	1	8
54	данном случае	2	8
55	даже и	1	8
56	не может	8	8
57	но это	1	8
58	смысле слова	2	7
59	в них	2	7
60	между собою	2	7
61	и является	2	7
62	никогда не	3	7
63	что он	1	7
64	только в	6	7
65	тем что	2	7
66	такого рода	1	7
67	все это	4	7
68	и все	3	7
69	и то	3	6
70	самом деле	3	6
71	на самом	1	6
72	и есть	1	6
73	есть не	2	6
74	говорить о	3	6
75	за пределы	3	6
76	и как	1	6
77	в самом	2	6
78	и если	1	6
79	при этом	2	6
80	его в	1	6
81	что такое	1	6
82	в то	1	6
83	таким образом	6	6
84	в виду	1	6
85	и здесь	1	6
86	в его	7	6
87	в конце	1	6
88	как это	1	6
89	не существует	1	6
90	не имеют	1	5
91	мы уже	2	5
92	она есть	1	5
93	в своем	1	5
94	что она	1	5
95	все равно	1	5
96	далеко не	1	5
97	связи с	1	5
98	в сознании	4	5
99	ни о	1	5
100	еще и	4	5
101	не является	4	5
102	тем более	1	5
103	мы должны	6	5
104	функции в	1	4
105	в их	3	4
106	этого термина	1	4
107	совсем не	1	4
108	в истории	1	4
109	как в	2	4
110	их в	1	4
111	входит в	2	4
112	что всякий	1	4
113	не в	3	4
114	тому что	1	4
115	иметь в	1	4
116	а в	2	4
117	только то	1	4
118	в дальнейшем	1	4
119	на том	1	4
120	если бы	2	4
121	а также	2	4
122	один из	1	4
123	только на	1	4
124	мы можем	4	4
125	и пр	7	4
126	не было	1	4
127	если не	1	4
128	сознании и	1	4
129	и для	3	4
130	в связи	2	4
131	или в	1	4
132	по поводу	1	4
133	только потому	1	3
134	он всегда	1	3
135	того же	1	3
136	в чем	2	3
137	в ее	3	3
138	что они	2	3
139	которые не	1	3
140	с этим	3	3
141	более или	1	3
142	в действительности	2	3
143	учение о	2	3
144	сливаются в	1	3
145	но ведь	5	3
146	да и	3	3
147	и чисто	1	3
148	или на	1	3
149	о которых	1	3
150	как и	3	3
151	и уже	3	3
152	несмотря на	2	3
153	или менее	1	3
154	точки зрения	7	3
155	с точки	5	3
156	в которых	1	3
157	бы мы	1	3
158	в отношении	2	3
159	того как	1	3
160	в самой	1	3
161	или как	1	3
162	тех или	1	3
163	и его	12	3
164	и вполне	1	3
165	к тому	2	3
166	для себя	2	3
167	можно было	1	3
168	мы в	1	3
169	для этого	1	3
170	не на	2	3
171	только и	4	3
172	другими словами	1	3
173	к нему	1	3
174	во всей	2	3
175	и следовательно	2	3
176	уже в	2	3
177	с другой	2	3
178	как же	1	3
179	нужно сказать	1	3
180	теории литературы	1	3
181	быть и	1	3
182	но для	3	3
183	необходимо чтобы	1	3
184	хотя бы	5	3
185	может и	1	3
186	другой стороны	2	3
187	в искусстве	3	3
188	например в	1	2
189	же как	1	2
190	мы здесь	1	2
191	и до	1	2
192	едва ли	1	2
193	мы имеем	1	2
194	мы не	4	2
195	что иное	2	2
196	на себя	1	2
197	себе что	2	2
198	собою и	1	2
199	следовательно в	1	2
200	иное как	2	2
201	с его	1	2
202	нем только	1	2
203	то он	1	2
204	нет и	1	2
205	чем же	2	2
206	только ее	2	2
207	очень трудно	1	2
208	то или	1	2
209	есть его	1	2
210	в которой	3	2
211	вопроса о	4	2
212	что к	1	2
213	сознания с	1	2
214	или иных	1	2
215	и может	2	2
216	конечно в	2	2
217	для них	1	2
218	должно быть	1	2
219	но если	1	2
220	и при	2	2
221	не как	3	2
222	и уж	1	2
223	и другое	1	2
224	не имеет	2	2
225	в науке	1	2
226	в области	2	2
227	могут быть	2	2
228	как для	1	2
229	уже на	1	2
230	подобно тому	1	2
231	особенно в	1	2
232	здесь нет	1	2
233	путем отвлечения	2	2
234	часто и	1	2
235	и должно	2	2
236	и который	1	2
237	есть отражение	1	2
238	того или	2	2
