N	2gram	Tiupa_Anal_2	slovoVRo
1	в романе	1	46
2	и в	16	39
3	может быть	6	37
4	и т	1	35
5	и его	4	33
6	то есть	9	26
7	не только	16	24
8	и не	12	22
9	но и	12	21
10	не может	4	20
11	в нем	1	19
12	в этом	18	16
13	все это	4	16
14	так и	15	15
15	а не	10	14
16	человек и	1	14
17	отличие от	2	13
18	как в	4	13
19	в пределах	9	13
20	слова в	1	13
21	во всех	4	12
22	в отличие	2	12
23	слово в	1	11
24	вовсе не	2	10
25	к своему	2	9
26	не в	4	9
27	со своим	3	9
28	языка и	2	9
29	таким образом	2	8
30	себя в	2	8
31	прежде всего	3	8
32	слова и	1	8
33	точки зрения	4	8
34	еще не	2	7
35	с его	1	7
36	при этом	10	7
37	в этих	2	7
38	для него	4	7
39	с ним	2	7
40	никогда не	3	7
41	могут быть	10	7
42	как мы	3	7
43	в его	2	7
44	и даже	9	7
45	и потому	1	7
46	как бы	10	7
47	в сущности	4	6
48	но не	4	6
49	в своем	4	6
50	и к	5	6
51	но в	6	6
52	все эти	1	6
53	чужих слов	1	6
54	так сказать	1	6
55	значительной степени	2	6
56	в них	1	6
57	как и	14	6
58	она не	2	6
59	языка в	1	6
60	в значительной	2	6
61	этом случае	4	6
62	героя и	1	5
63	человека в	1	5
64	это не	1	5
65	том что	12	5
66	по себе	2	5
67	мышления и	1	5
68	той или	3	5
69	с другой	6	5
70	романа в	3	5
71	один из	2	5
72	в том	12	5
73	с ними	3	5
74	с одной	5	5
75	уже не	4	5
76	и их	2	5
77	одной стороны	4	5
78	или иной	3	5
79	остается в	1	5
80	и для	2	5
81	только в	4	5
82	для нас	1	5
83	от него	1	5
84	и все	3	5
85	и наконец	1	5
86	отношения к	2	4
87	его не	1	4
88	и на	6	4
89	по отношению	4	4
90	прозы в	1	4
91	всех этих	1	4
92	то же	4	4
93	его в	2	4
94	входит в	1	4
95	ни в	1	4
96	в отношении	1	4
97	не менее	4	4
98	в то	2	4
99	одна из	1	4
100	же время	2	4
101	поэтического слова	1	4
102	борьба с	3	4
103	дело с	1	4
104	для всех	2	4
105	так как	1	4
106	себя и	1	4
107	на фоне	3	4
108	случае она	1	4
109	в основном	1	4
110	а в	3	4
111	отношении к	1	4
112	отношению к	4	4
113	в таком	2	4
114	как это	6	3
115	той же	2	3
116	говорить о	6	3
117	в чем	1	3
118	сама по	1	3
119	стороны и	1	3
120	перед нами	1	3
121	и как	1	3
122	не приходится	1	3
123	бы и	1	3
124	с их	2	3
125	борьбы с	3	3
126	на этом	4	3
127	не с	4	3
128	лишь в	9	3
129	еще раз	1	3
130	с точки	2	3
131	не столько	3	3
132	его от	3	3
133	связи с	1	3
134	этом отношении	3	3
135	а также	7	3
136	с установкой	1	3
137	к чужому	1	3
138	к нему	1	3
139	между тем	2	3
140	что и	3	3
141	слов и	1	3
142	развернута в	1	3
143	этого процесса	1	3
144	или даже	2	3
145	у него	4	3
146	связан с	1	3
147	здесь в	2	3
148	в свою	1	3
149	установкой на	1	3
150	и там	1	3
151	в контексте	5	3
152	но это	1	3
153	что в	2	3
154	хотя бы	1	3
155	сказать что	2	3
156	речи и	2	3
157	языка то	1	3
158	также и	1	2
159	ведь и	2	2
160	мы уже	1	2
161	темы в	1	2
162	именно к	1	2
163	с ее	2	2
164	конечно и	1	2
165	всех сторон	1	2
166	не был	3	2
167	в противовес	1	2
168	не все	1	2
169	и речи	1	2
170	за пределы	4	2
171	хотя и	4	2
172	как уже	3	2
173	более или	1	2
174	себе как	1	2
175	в нашем	3	2
176	диалог в	2	2
177	в себе	7	2
178	роль в	2	2
179	его словесные	1	2
180	как он	1	2
181	на его	3	2
182	он не	2	2
183	борьбу с	1	2
184	и более	1	2
185	значение в	1	2
186	самого автора	1	2
187	зрения и	1	2
188	далеко не	1	2
189	независимо от	1	2
190	автора и	3	2
191	или менее	1	2
192	и при	1	2
193	в их	3	2
194	на каждом	1	2
195	но эта	2	2
196	которые в	1	2
197	однако в	1	2
198	даже в	2	2
199	на котором	2	2
200	тогда когда	1	2
201	которого он	1	2
202	материала в	1	2
203	и внутренней	1	2
204	смысл его	1	2
205	в одном	2	2
206	только и	1	2
207	слова как	1	2
208	которые при	1	2
209	с одним	1	2
210	в мировой	1	2
211	на границе	1	2
212	отличается от	1	2
213	вырождается в	1	2
214	слова о	1	2
215	свою очередь	1	2
216	в себя	4	2
217	и исторически	1	2
218	в другом	1	2
219	те же	2	2
220	особенно в	7	2
221	о нем	1	2
222	и здесь	1	2
223	на него	2	2
224	о том	7	2
225	и т.п	8	2
226	таков например	1	2
227	не выходят	1	2
228	но мы	1	2
229	может не	1	2
230	нуждается в	1	2
231	еще более	2	2
232	ни к	1	2
233	почти все	1	2
234	же и	1	2
235	уже в	1	2
236	почти до	1	2
237	в поэзии	2	2
238	на протяжении	2	2
239	его и	1	2
240	проникает в	1	2
241	то что	7	2
242	именно в	3	2
243	но лишь	1	2
244	более того	1	2
245	его как	2	2
246	слова своего	1	2
247	как о	3	2
248	и слово	2	2
249	в связи	1	2
250	но оно	1	2
251	эти слова	1	2
252	вместе с	2	2
253	и особенно	4	2
254	в данном	8	2
255	есть на	1	2
256	материал для	1	2
257	известной степени	1	2
258	и воля	1	2
259	этих случаях	2	2
260	или в	3	2
261	в результате	3	2
262	в сюжетном	1	2
263	все они	1	2
264	только с	1	2
265	может и	1	2
266	не знает	3	2
267	и внутренне	2	2
268	к его	2	2
269	речи как	1	2
270	например во	1	2
271	просто не	1	2
272	все что	2	2
273	и наиболее	1	1
274	как известно	1	1
275	этого в	1	1
276	речь идет	2	1
277	того же	4	1
278	как миф	1	1
279	и должны	1	1
280	идет о	1	1
281	между двумя	4	1
282	по преимуществу	4	1
283	и до	2	1
284	можно лишь	1	1
285	и за	3	1
286	а как	2	1
287	есть не	1	1
288	со всех	1	1
289	миру и	1	1
290	и о	1	1
291	место в	3	1
292	высказывания в	3	1
293	но такое	1	1
294	нечего делать	1	1
295	она вырождается	1	1
296	своему герою	1	1
297	и такой	1	1
298	диалога в	1	1
299	самого героя	1	1
300	проявляется в	3	1
301	быть в	1	1
302	что его	1	1
303	для жизни	1	1
304	совсем не	1	1
305	то он	1	1
306	в сторону	5	1
307	к ним	1	1
308	из чужого	1	1
309	характер и	1	1
310	контексте и	1	1
311	конкретное единство	1	1
312	все остальные	1	1
313	применении к	1	1
314	однако на	1	1
315	а со	1	1
316	следует говорить	1	1
317	в самом	6	1
318	например изображение	1	1
319	в целом	8	1
320	момент его	2	1
321	он в	4	1
322	этом фоне	1	1
323	в этой	9	1
324	рассказ о	1	1
325	однако как	2	1
326	есть вне	1	1
327	и те	1	1
328	на то	2	1
329	если он	1	1
330	вообще не	2	1
331	даны и	1	1
332	что она	2	1
333	время и	1	1
334	однако при	3	1
335	речи в	2	1
336	и сам	3	1
337	характер в	1	1
338	целом как	1	1
339	и по	1	1
340	без исключения	1	1
341	конца и	1	1
342	с собой	1	1
343	одно и	1	1
344	в каждом	1	1
345	мне в	1	1
346	в мире	6	1
347	об этом	1	1
348	них не	2	1
349	высказывания и	2	1
350	однако такая	1	1
351	на этой	2	1
352	от степени	1	1
353	это было	2	1
354	в среднем	2	1
355	для нее	2	1
356	то все	1	1
357	в борьбу	1	1
358	и тем	4	1
359	и романа	2	1
360	все равно	1	1
361	попадает в	3	1
362	всегда и	1	1
363	несмотря на	3	1
364	ведет к	1	1
365	другой к	1	1
366	воля и	1	1
367	такой же	1	1
368	в один	4	1
369	сосредоточиться на	1	1
370	в эту	3	1
371	которая является	1	1
372	в своей	2	1
373	сторон и	1	1
374	в такой	1	1
375	с идеей	1	1
376	прийти к	1	1
377	то его	1	1
378	стилизации и	1	1
379	от поэтического	1	1
380	тем не	3	1
381	далека от	1	1
382	произведения в	5	1
383	в таких	2	1
384	к авторской	1	1
385	форму в	1	1
386	и вся	1	1
387	в двух	2	1
388	до известной	1	1
389	не о	2	1
390	текста и	2	1
391	на себе	3	1
392	облекается в	1	1
393	драме или	1	1
394	и имеет	1	1
395	в нас	2	1
396	дело не	2	1
397	лишь одна	1	1
398	для всего	1	1
399	на слова	1	1
400	путем его	1	1
401	ничего не	9	1
402	это именно	2	1
403	степени что	1	1
404	по своей	1	1
405	прежде чем	1	1
406	это слово	1	1
407	же слова	1	1
408	внешней и	1	1
409	в сознании	4	1
410	и чужих	1	1
411	или иных	2	1
412	его внутренней	1	1
413	приходится однако	1	1
414	и изображается	1	1
415	во все	1	1
416	из самого	1	1
417	если же	1	1
418	и смертью	1	1
419	эта внутренняя	1	1
420	что при	1	1
421	в применении	1	1
422	некоторой степени	1	1
423	синтаксической конструкции	1	1
424	то она	1	1
425	существенное значение	1	1
426	в виду	1	1
427	как один	1	1
428	героя романа	1	1
429	приводит к	3	1
430	слова а	1	1
431	и другими	2	1
432	на которую	2	1
433	еще в	2	1
434	во второй	4	1
435	в последней	1	1
436	первую как	1	1
437	поэтому в	1	1
438	разговорного языка	1	1
439	одно из	2	1
440	своего собеседника	1	1
441	нас и	1	1
442	определенным образом	1	1
443	за пределами	2	1
444	никак не	2	1
445	с другим	1	1
446	и что	1	1
447	среди всех	1	1
448	или их	2	1
449	романа мы	1	1
450	можно сказать	4	1
451	в драме	1	1
452	очень близко	1	1
453	тем как	1	1
454	своих слов	1	1
455	вообще и	2	1
456	и писать	1	1
457	в художественной	1	1
458	здесь выступает	1	1
459	самим автором	1	1
460	того что	2	1
461	различных моментов	1	1
462	власти одного	1	1
463	одной из	3	1
464	композиционная форма	4	1
465	в какой	1	1
466	целом ряде	1	1
467	из многих	1	1
468	таких моментов	1	1
469	между этими	1	1
470	и ее	1	1
471	значимость и	1	1
472	в качестве	11	1
473	от автора	2	1
474	на всем	1	1
475	диалога до	1	1
476	только на	3	1
477	оно в	1	1
478	принадлежащих к	1	1
479	за ним	1	1
480	представить себе	1	1
481	сами по	1	1
482	в конце	4	1
483	с этими	1	1
484	может служить	1	1
485	до некоторой	1	1
486	дело и	1	1
487	как раз	4	1
488	тем что	3	1
489	характерны для	1	1
490	глубине и	1	1
491	к совершенно	1	1
492	героев с	1	1
493	как у	1	1
494	или иначе	1	1
495	с той	2	1
496	нашем случае	1	1
497	которая на	1	1
498	характерно для	1	1
499	не исключает	1	1
500	говорит о	5	1
501	превращается в	2	1
502	этого не	1	1
503	зависит от	1	1
504	другой стороны	2	1
505	идет уже	1	1
506	отнюдь не	8	1
507	не допускает	1	1
508	или с	1	1
509	мира в	1	1
510	ближе к	1	1
511	всякий иной	1	1
512	вступает в	2	1
513	в частности	16	1
514	о себе	2	1
515	проза может	1	1
516	в рамках	3	1
517	даже не	1	1
518	только его	1	1
519	который мы	1	1
520	если они	1	1
521	или иного	3	1
522	в литературе	1	1
523	и всей	1	1
524	быть только	1	1
525	да и	1	1
526	хотя он	1	1
527	этого слова	3	1
528	и диалог	1	1
529	автором и	1	1
530	только для	1	1
531	при условии	1	1
532	того или	3	1
533	однако не	1	1
534	вне высказывания	1	1
535	тех или	2	1
536	не является	1	1
537	за его	1	1
538	сюжета и	3	1
539	судьбы и	1	1
540	для актуализации	1	1
541	на улице	1	1
542	но на	1	1
543	эту игру	1	1
544	сосредоточенные на	1	1
545	себя самого	1	1
546	особого рода	2	1
547	или нет	1	1
548	с высоты	1	1
549	своей внутренней	1	1
550	же в	1	1
551	чтобы прийти	1	1
552	в системе	1	1
553	нисколько не	1	1
554	менее в	1	1
555	к самому	1	1
556	такой степени	1	1
557	выведена из	1	1
558	синтаксическая конструкция	1	1
559	они были	1	1
560	ко всему	1	1
561	в отдельности	1	1
562	выходят за	2	1
563	или точнее	2	1
564	борьба и	1	1
565	частности в	2	1
566	только не	4	1
567	мало но	1	1
568	к этому	2	1
