N	3gram	Medvedev_F_3	UchenyiS
1	не может быть	14	4
2	с другой стороны	5	3
3	то же время	7	3
4	бы то ни	4	3
5	в то же	7	3
6	то ни было	4	3
7	и в этой	1	2
8	его стилистических приемов	1	2
9	в самом деле	4	2
10	в этом смысле	2	2
11	то же самое	3	2
12	сумме его стилистических	1	2
13	до сих пор	1	2
14	хотя бы и	1	2
15	в этом отношении	3	2
16	в художественном произведении	3	2
17	в том что	3	2
18	в противном случае	1	2
19	тех или иных	1	2
20	в конце концов	2	2
21	наукой она принуждается	1	1
22	принуждается признать приемы	1	1
23	сводится к следующему	1	1
24	художественное произведение как	2	1
25	мы полагаем что	1	1
26	содержания и формы	1	1
27	другой стороны в	1	1
28	в своей работе	1	1
29	так или иначе	1	1
30	не в том	1	1
31	на форму и	1	1
32	чуждых друг другу	1	1
33	равно как и	2	1
34	имеем в виду	1	1
35	в этом случае	1	1
36	признать приемы своим	1	1
37	формалисты отнюдь не	1	1
38	слово как таковое	1	1
39	на первый план	1	1
40	хочет стать наукой	1	1
41	сюда же литературного	1	1
42	идет не о	1	1
43	и в то	2	1
44	сам по себе	1	1
45	формы слова у	1	1
46	стать наукой она	1	1
47	в той же	1	1
48	душа сюда же	1	1
49	никогда не может	1	1
50	же время не	1	1
51	приемы своим единственным	1	1
52	художественного восприятия а	1	1
53	с тем что	1	1
54	в процессе художественного	1	1
55	в данное время	1	1
56	своим единственным героем	1	1
57	литературе хочет стать	1	1
58	является с одной	1	1
59	же литературного произведения	1	1
60	можно сказать что	1	1
61	весь и сплошь	1	1
62	у нас в	1	1
63	содержание душа сюда	1	1
64	мы имеем в	1	1
65	наука о литературе	1	1
66	на то что	1	1
67	язык в его	1	1
68	они находятся в	1	1
69	и быть не	1	1
70	художественного произведения как	1	1
71	только в этом	1	1
72	друг с другом	1	1
73	а не только	1	1
74	как сделан дон-кихот	2	1
75	в данном случае	4	1
76	не только в	1	1
77	о литературе хочет	1	1
78	она принуждается признать	1	1
79	с одной стороны	1	1
80	если наука о	1	1
81	в отдельности и	1	1
