N	2gram	Losev_Prob_5	VeschiIm
1	не может	5	33
2	не только	18	31
3	может быть	7	29
4	и не	12	28
5	и в	30	26
6	то что	18	24
7	и есть	1	23
8	и т	1	21
9	т д	1	20
10	а не	5	20
11	не просто	5	18
12	есть только	3	17
13	что я	1	16
14	в имени	1	15
15	и следовательно	1	15
16	в смысле	4	15
17	что она	1	14
18	только в	9	14
19	по себе	2	13
20	и что	6	13
21	того что	3	13
22	и то	5	12
23	все же	9	12
24	что это	1	12
25	было бы	4	12
26	и ее	1	12
27	но и	13	12
28	сказать что	9	12
29	таким образом	13	11
30	то же	2	10
31	в ней	3	10
32	как бы	6	10
33	что такое	1	10
34	потому что	13	10
35	уже не	6	10
36	бы то	2	9
37	в самом	5	9
38	то ни	2	9
39	и с	5	9
40	в том	12	9
41	что не	2	9
42	еще и	4	9
43	прежде всего	6	9
44	ни было	1	9
45	что иное	3	8
46	с ее	1	8
47	иное как	3	8
48	в себе	4	8
49	на то	2	8
50	и это	1	8
51	ничего не	2	8
52	себя и	1	8
53	но это	1	8
54	не что	3	8
55	также и	12	7
56	если она	1	7
57	в этом	17	7
58	не будет	2	7
59	его в	6	7
60	том что	17	7
61	в то	4	7
62	со своим	1	7
63	что оно	1	7
64	указывает на	3	7
65	как с	2	7
66	и их	5	7
67	так как	6	7
68	как раз	5	7
69	смысла и	1	7
70	с собою	1	6
71	со стороны	1	6
72	что они	3	6
73	и как	6	6
74	но в	9	6
75	бы и	1	6
76	всего прочего	1	6
77	точки зрения	10	6
78	по крайней	4	6
79	с ним	3	6
80	ее не	1	6
81	она не	1	6
82	можно было	2	6
83	ясно что	4	6
84	и только	2	6
85	крайней мере	4	6
86	а если	1	6
87	так что	11	6
88	если мы	1	6
89	когда мы	1	6
90	быть только	3	6
91	в результате	7	6
92	жизни и	2	6
93	что в	5	6
94	того же	4	5
95	это и	1	5
96	и до	2	5
97	и тут	2	5
98	на себя	1	5
99	в чем	2	5
100	но не	7	5
101	необходимо и	1	5
102	отнюдь не	4	5
103	же это	1	5
104	вообще не	1	5
105	содержит в	1	5
106	это не	2	5
107	с тем	5	5
108	а есть	1	5
109	не в	7	5
110	тем не	5	5
111	в отношении	3	5
112	не менее	5	5
113	только и	3	5
114	у нас	7	5
115	для себя	5	5
116	в ее	3	5
117	другими словами	1	5
118	себя с	1	5
119	еще не	3	5
120	что для	1	5
121	с этой	2	5
122	и для	6	5
123	из себя	1	5
124	а в	6	5
125	в свою	2	5
126	но тогда	1	4
127	в и	1	4
128	мы не	2	4
129	так чтобы	1	4
130	я не	2	4
131	в их	1	4
132	для всякого	1	4
133	нет и	1	4
134	его на	2	4
135	с этим	1	4
136	в своем	11	4
137	однако не	1	4
138	не проявляют	1	4
139	ведь не	1	4
140	тут не	1	4
141	же не	4	4
142	как и	7	4
143	между собою	1	4
144	с точки	8	4
145	и более	2	4
146	можно ли	1	4
147	же время	1	4
148	точке зрения	2	4
149	должен быть	1	4
150	и о	5	4
151	то или	1	4
152	смысле и	1	4
153	о том	12	4
154	с другой	6	4
155	что и	6	4
156	этот вопрос	1	4
157	рационализма и	1	4
158	то и	2	4
159	из них	2	4
160	бытия и	1	4
161	тем что	2	4
162	и даже	14	4
163	даже не	1	4
164	и потому	1	4
165	в данном	2	4
166	как только	1	4
167	и все	9	4
168	собственно говоря	1	4
169	от того	1	4
170	сам по	1	3
171	самом деле	2	3
172	к другому	1	3
173	отношения к	1	3
174	или ее	1	3
175	мы имеем	2	3
176	бы что	1	3
177	вопрос о	1	3
178	но ясно	2	3
179	но даже	4	3
180	момент в	1	3
181	не то	2	3
182	вопроса о	1	3
183	в нем	6	3
184	в понятии	1	3
185	несмотря на	6	3
186	и тогда	2	3
187	нисколько не	5	3
188	в своей	22	3
189	все это	1	3
190	их в	1	3
191	между прочим	1	3
192	знание и	1	3
193	и другое	3	3
194	как о	4	3
195	тогда когда	4	3
196	и притом	5	3
197	того чтобы	2	3
198	к ней	1	3
199	ни о	1	3
200	к себе	1	3
201	к тому	2	3
202	на это	1	3
203	и самое	1	3
204	без всякого	2	3
205	нет никакой	3	3
206	и сам	4	3
207	так и	7	3
208	нужно было	1	3
209	и вообще	9	3
210	можно сказать	6	3
211	но когда	1	3
212	один из	2	3
213	тот же	3	3
214	что он	7	3
215	только на	1	3
216	сама по	1	3
217	мы находим	7	3
218	в одном	3	3
