N	2gram	Tiupa_Hudo_1	Istorich
1	и в	14	24
2	не только	12	21
3	что он	9	21
4	и т	11	17
5	т д	3	16
6	т е	4	16
7	может быть	5	14
8	не может	7	14
9	что в	6	13
10	в этих	5	13
11	как в	8	12
12	в этом	11	12
13	но и	5	11
14	это не	7	10
15	том что	16	10
16	и что	2	10
17	у него	9	10
18	а в	7	10
19	все же	3	9
20	с другой	1	9
21	не в	7	9
22	о том	12	9
23	потому что	5	9
24	и другие	1	9
25	то же	9	8
26	еще не	7	8
27	так как	1	8
28	а не	12	8
29	все это	2	8
30	во всех	1	7
31	то что	8	7
32	в первую	2	7
33	одна из	2	7
34	один из	4	7
35	в том	12	7
36	но не	3	6
37	как он	2	6
38	в нем	3	6
39	он не	4	6
40	всех этих	1	6
41	об этом	5	6
42	как и	9	6
43	для нас	1	6
44	и все	4	6
45	того что	4	6
46	только в	5	6
47	ответ на	1	6
48	тем что	3	6
49	с этой	2	6
50	в чем	1	5
51	с одной	1	5
52	этого мотива	1	5
53	отношение к	1	5
54	но в	5	5
55	что она	4	5
56	не менее	5	5
57	от героя	2	5
58	с ним	4	5
59	в русской	4	5
60	ничего не	8	5
61	так и	13	5
62	представляют собой	2	5
63	одной стороны	1	5
64	там где	1	5
65	видно что	2	5
66	героя и	5	5
67	же как	2	4
68	начинается с	2	4
69	мы уже	4	4
70	мы не	2	4
71	первый взгляд	1	4
72	как бы	7	4
73	при этом	12	4
74	но все	1	4
75	на первый	1	4
76	точки зрения	5	4
77	в их	2	4
78	своего рода	7	4
79	тем не	4	4
80	не имеет	2	4
81	никогда не	6	4
82	со своим	2	4
83	и говорит	1	4
84	так в	2	4
85	что у	3	4
86	на вопрос	2	4
87	с того	2	4
88	а она	1	4
89	то и	3	4
90	вовсе не	1	4
91	ее на	1	4
92	в данном	1	4
93	и не	2	4
94	мы должны	1	4
95	одной из	2	4
96	например в	2	3
97	видеть в	1	3
98	и он	5	3
99	в ответ	2	3
100	с его	5	3
101	тогда как	7	3
102	себе и	2	3
103	что они	1	3
104	к себе	5	3
105	хотя и	2	3
106	когда он	1	3
107	вот тебе	2	3
108	из этих	1	3
109	в дальнейшем	1	3
110	на то	4	3
111	том чтобы	1	3
112	и по	3	3
113	а его	2	3
114	его в	3	3
115	уже знаем	2	3
116	которой он	1	3
117	она в	3	3
118	знаем что	1	3
119	вопрос о	2	3
120	где герой	1	3
121	в конце	4	3
122	и герой	2	3
123	но они	1	3
124	как мы	3	3
125	не все	1	3
126	и его	5	3
127	связи с	4	3
128	данном случае	1	3
129	исчезает из	1	3
130	не столько	2	3
131	в образе	1	3
132	здесь нет	1	3
133	него и	1	3
134	еще одна	1	3
135	приходит к	1	3
136	и она	1	3
137	в качестве	9	3
138	так что	2	3
139	уже в	1	3
140	не случайно	7	3
141	между прочим	1	3
142	в другой	1	3
143	и даже	3	3
144	по своим	1	3
145	связано с	1	3
146	превращается в	3	3
147	и стал	1	3
148	вступает в	1	3
149	происходит в	1	3
150	этой точки	1	3
151	что мы	1	3
152	сих пор	2	3
153	но это	1	3
154	обращается к	1	3
155	от него	3	3
156	в герое	1	3
157	мы здесь	1	2
158	не имеют	3	2
159	со своей	1	2
160	по его	1	2
161	его не	1	2
162	героя но	1	2
163	на глазах	1	2
164	и ее	1	2
165	их не	1	2
166	и на	3	2
167	что его	1	2
168	этим не	1	2
169	если в	2	2
170	со стороны	3	2
171	в одной	2	2
172	его на	1	2
173	с этим	3	2
174	стороны и	1	2
175	перед нами	5	2
176	в действительности	4	2
177	исторические корни	1	2
178	в самом	4	2
179	та же	4	2
180	в которой	1	2
181	он в	1	2
182	все эти	3	2
183	во многих	1	2
184	и тот	1	2
185	вообще не	1	2
186	на его	2	2
187	три года	1	2
188	в силу	1	2
189	с женой	1	2
190	на земле	1	2
191	жить в	1	2
192	то чтобы	2	2
193	вместе со	1	2
194	раз он	1	2
195	было бы	6	2
196	и тем	1	2
197	участие в	2	2
198	ни в	5	2
199	этом мы	1	2
200	сам он	1	2
201	этого не	1	2
202	но он	3	2
203	не его	1	2
204	что этот	1	2
205	для нее	2	2
206	нас к	1	2
207	тому что	4	2
208	она не	4	2
209	вплоть до	1	2
210	в то	8	2
211	и другое	2	2
212	на него	2	2
213	в основе	1	2
214	друг друга	5	2
215	не могут	1	2
216	же что	1	2
217	что при	3	2
218	и это	4	2
219	из всего	1	2
220	но при	1	2
221	в ее	3	2
222	на том	2	2
223	и когда	3	2
224	но здесь	1	2
225	все дело	1	2
226	там же	2	2
227	все его	1	2
228	восходит к	1	2
229	в форме	2	2
230	сюда же	1	2
231	все в	1	2
232	тем более	1	2
233	здесь не	2	2
234	и дело	2	2
235	тот же	1	2
236	согласиться с	2	2
237	и так	2	2
238	уже не	7	2
239	и у	1	2
240	только на	2	2
241	что не	2	2
242	или даже	1	2
243	из них	4	2
244	характерно что	1	2
245	ни с	1	2
246	мы знаем	2	2
247	прежде всего	11	2
248	у нее	2	2
249	в особенности	1	2
250	до сих	2	2
251	и др	1	2
252	говорит о	1	2
253	ничем не	3	2
254	в руках	1	2
255	в связи	3	2
256	как это	1	2
257	видит в	3	2
258	и там	1	2
259	в литературе	3	2
260	только о	1	2
261	и от	4	2
262	и о	4	2
263	но для	1	2
264	но вот	1	2
265	в целях	1	2
266	сказать что	1	2
267	невеста и	1	2
268	знаю что	1	2
269	и эта	1	2
270	они не	2	2
271	связана с	1	1
272	самом деле	5	1
273	как известно	1	1
274	только потому	2	1
275	к этой	3	1
276	нам кажется	1	1
277	смысл этого	1	1
278	из его	1	1
279	не объяснено	1	1
280	во-первых в	1	1
281	героя на	2	1
282	на тех	3	1
283	же следует	1	1
284	в первый	2	1
285	что уже	1	1
286	ответить на	1	1
287	пока только	1	1
288	но она	1	1
289	я не	1	1
290	ему в	1	1
291	а теперь	1	1
292	впоследствии эта	1	1
293	в ней	4	1
294	более или	1	1
295	в которых	1	1
296	не хотелось	1	1
297	из земли	1	1
298	иных случаях	1	1
299	есть случаи	1	1
300	чем это	1	1
301	совсем не	1	1
302	об этих	1	1
303	же она	1	1
304	свою жизнь	1	1
305	по отношению	8	1
306	тут же	1	1
307	в свои	1	1
308	один и	1	1
309	не согласиться	2	1
310	что именно	1	1
311	вот как	1	1
312	дает нам	1	1
313	встречи с	1	1
314	в своем	4	1
315	еще больше	1	1
316	и как	1	1
317	это тоже	1	1
318	и к	4	1
319	что этим	1	1
320	и хотя	1	1
321	в этот	1	1
322	или иную	2	1
323	за собой	1	1
324	где все	1	1
325	в целом	2	1
326	эти более	1	1
327	не один	1	1
328	в этой	8	1
329	в плену	1	1
330	стороны этого	1	1
331	эпохи и	1	1
332	не могла	1	1
333	его но	1	1
334	именно этим	2	1
335	найти а	1	1
336	и одна	1	1
337	но именно	1	1
338	он все	1	1
339	этого характера	1	1
340	идти за	1	1
341	состоит в	2	1
342	и вот	1	1
343	характер в	2	1
344	как кажется	2	1
345	что ни	1	1
346	в нее	1	1
347	и за	1	1
348	то ни	1	1
349	же не	1	1
350	в другом	2	1
351	с мужем	2	1
352	а как	1	1
353	входит в	1	1
354	и стала	1	1
355	характер не	1	1
356	приходит в	2	1
357	за ней	1	1
358	однако здесь	1	1
359	и смерти	3	1
360	к области	1	1
361	но уже	1	1
362	когда его	1	1
363	далеко не	1	1
364	для своего	2	1
365	с тем	1	1
366	со своими	1	1
367	и уже	1	1
368	одна и	1	1
369	в чистом	1	1
370	можно считать	1	1
371	должно быть	2	1
372	он от	1	1
373	автора и	2	1
374	не мог	1	1
375	дома с	1	1
376	когда в	1	1
377	или менее	1	1
378	мы как	1	1
379	бы на	2	1
380	от своего	1	1
381	в своей	10	1
382	этой связи	4	1
383	вспоминает о	1	1
384	как все	2	1
385	я его	1	1
386	о герое	1	1
387	и без	1	1
388	с точки	3	1
389	от себя	2	1
390	что я	2	1
391	всякий раз	1	1
392	на три	1	1
393	и другого	1	1
394	нельзя было	1	1
395	друг другу	1	1
396	города с	1	1
397	и более	1	1
398	чем собственно	1	1
399	этом а	1	1
400	она или	1	1
401	и наоборот	1	1
402	не должно	1	1
403	и то	1	1
404	в предыдущем	1	1
405	по себе	2	1
406	что эта	1	1
407	чистом виде	1	1
408	не раз	2	1
409	тем самым	1	1
410	как можно	1	1
411	хотелось бы	1	1
412	мышления и	2	1
413	дело в	1	1
414	что их	1	1
415	в науке	1	1
416	и остается	1	1
417	здесь прежде	1	1
418	что ей	1	1
419	из их	1	1
420	для всего	2	1
421	нельзя не	1	1
422	того и	1	1
423	его от	1	1
424	герою он	1	1
425	и весь	1	1
426	в противоречие	1	1
427	как она	2	1
428	жизни на	2	1
429	же он	1	1
430	она обладает	1	1
431	как будто	4	1
432	ему не	2	1
433	перед ним	1	1
434	в городе	5	1
435	не до	1	1
436	же самое	1	1
437	всего в	1	1
438	к тому	7	1
439	за что	1	1
440	предыдущей главе	3	1
441	если же	1	1
442	для себя	3	1
443	в ситуации	1	1
444	или человека	2	1
445	и которая	1	1
446	на основе	2	1
447	второй половине	2	1
448	сводится к	1	1
449	но мы	1	1
450	говорится что	1	1
451	вопрос что	1	1
452	его самого	1	1
453	достаточно чтобы	1	1
454	можно было	5	1
455	на нее	1	1
456	ясно что	2	1
457	можно понять	1	1
458	живет в	2	1
459	мог бы	1	1
460	во многом	1	1
461	о связи	1	1
462	во второй	5	1
463	том как	3	1
464	и с	4	1
465	за этими	2	1
466	если бы	3	1
467	означает что	1	1
468	он вспоминает	1	1
469	находится в	1	1
470	своим внешним	1	1
471	к своему	2	1
472	имеет право	1	1
473	тому и	1	1
474	взгляд все	1	1
475	и пальмы	1	1
476	и поэтому	2	1
477	и та	1	1
478	никак не	2	1
479	самому себе	1	1
480	можно сказать	4	1
481	а также	3	1
482	была его	1	1
483	все та	1	1
484	солнца и	1	1
485	по наблюдениям	1	1
486	и идти	1	1
487	в его	8	1
488	не видел	1	1
489	и только	1	1
490	вслед за	1	1
491	именно в	7	1
492	нем и	1	1
493	умереть от	1	1
494	в лице	3	1
495	но тут	1	1
496	как например	1	1
497	но так	1	1
498	но с	2	1
499	это делалось	1	1
500	сразу же	1	1
501	есть другая	1	1
502	стал думать	1	1
503	с ними	2	1
504	детали в	1	1
505	в какой	1	1
506	и потому	2	1
507	он уже	4	1
