N	2gram	Voloshinov_1	Problema
1	и в	16	44
2	вовсе не	1	37
3	и не	4	35
4	не есть	2	35
5	может быть	17	28
6	то что	3	23
7	в том	3	21
8	только в	4	19
9	а не	1	18
10	в этом	9	17
11	если мы	2	16
12	даже и	1	16
13	для нас	2	16
14	сказать что	7	16
15	и то	1	14
16	не только	7	14
17	и даже	4	14
18	то же	2	13
19	но в	4	12
20	том что	3	12
21	той или	1	12
22	отнюдь не	4	10
23	так и	4	10
24	как и	2	10
25	не менее	2	10
26	у нас	1	10
27	в виду	1	10
28	но и	4	10
29	не имеет	1	9
30	в нем	4	9
31	и с	8	9
32	и это	6	9
33	в его	4	9
34	что и	2	9
35	что он	2	9
36	так как	4	9
37	в данном	1	9
38	как бы	5	9
39	же самое	1	9
40	таким образом	9	9
41	во всяком	3	9
42	он не	2	8
43	было бы	2	8
44	ни в	5	8
45	но это	2	8
46	и вообще	2	8
47	только и	2	8
48	как раз	1	8
49	связи с	1	8
50	как мы	4	8
51	или иной	1	8
52	что же	1	8
53	что мы	2	8
54	что в	3	8
55	это и	1	7
56	мы не	2	7
57	в связи	1	7
58	на самом	4	7
59	все эти	5	7
60	мы должны	1	7
61	ничего общего	1	7
62	данном случае	1	7
63	с ним	2	7
64	и что	1	7
65	с другой	1	7
66	уже не	1	7
67	не может	8	7
68	и потому	3	7
69	здесь только	1	7
70	все же	1	6
71	и к	6	6
72	о том	2	6
73	то ни	1	6
74	но если	1	6
75	никогда не	2	6
76	для этого	2	6
77	другими словами	2	6
78	можно сказать	4	6
79	и только	9	6
80	всяком случае	3	6
81	мы можем	9	6
82	имеет значение	1	6
83	нет ничего	1	6
84	жизни и	3	6
85	и есть	3	5
86	едва ли	3	5
87	еще не	5	5
88	значение и	1	5
89	за пределы	2	5
90	что они	1	5
91	хотя и	1	5
92	в нашем	1	5
93	с тем	1	5
94	и сам	1	5
95	точки зрения	8	5
96	в своей	2	5
97	и его	8	5
98	и о	2	5
99	в ней	1	5
100	и здесь	1	5
101	крайней мере	3	5
102	что здесь	1	5
103	только на	3	5
104	то и	1	5
105	в конце	1	5
106	по крайней	3	5
107	так же	2	5
108	все это	4	5
109	быть очень	1	5
110	а в	3	5
111	с ней	1	5
112	не что	1	4
113	не имеют	1	4
114	мы уже	2	4
115	что иное	1	4
116	но даже	1	4
117	иное как	1	4
118	бы то	1	4
119	в чем	5	4
120	но как	2	4
121	только при	1	4
122	при этом	6	4
123	на первый	2	4
124	можно ли	1	4
125	дело в	1	4
126	и притом	3	4
127	отличается от	1	4
128	можно было	1	4
129	же и	1	4
130	об его	2	4
131	нас в	1	4
132	на этот	1	4
133	совершенно не	8	4
134	метафоры и	1	4
135	в каком	2	4
136	отношения к	3	3
137	же как	2	3
138	и значение	3	3
139	говорить о	2	3
140	и ее	4	3
141	из того	1	3
142	это же	1	3
143	но не	1	3
144	с самой	1	3
145	общего с	1	3
146	и как	3	3
147	в самом	2	3
148	что это	2	3
149	в этой	4	3
150	идеи и	1	3
151	его в	4	3
152	с другими	3	3
153	том смысле	1	3
154	он является	1	3
155	что такое	5	3
156	но эта	1	3
157	человека но	1	3
158	иной раз	1	3
159	чем не	3	3
160	ничего не	1	3
161	и такие	1	3
162	для его	1	3
163	она не	1	3
164	без всякого	1	3
165	если бы	1	3
166	в порядке	1	3
167	во всей	2	3
168	быть даже	1	3
169	может иметь	2	3
170	образов и	2	3
171	в качестве	1	3
172	самом деле	6	3
173	есть в	2	3
174	уже в	1	3
175	а это	1	3
176	а то	1	3
177	для него	6	3
178	случае не	1	3
179	здесь в	1	3
180	являются только	1	3
181	что для	1	3
182	прежде всего	9	3
183	именно так	1	3
184	жизнь в	1	3
185	но оно	3	3
