N	2gram	Losev_Vlad_1	Myslijsy
1	то есть	3	34
2	потому что	11	33
3	то что	18	29
4	может быть	6	26
5	таким образом	3	24
6	в этом	14	23
7	в том	11	23
8	и в	31	23
9	и не	17	18
10	что в	14	17
11	при этом	2	15
12	только в	9	15
13	то же	6	14
14	в себе	4	14
15	как и	4	14
16	того что	2	14
17	так как	8	14
18	для нас	4	14
19	если бы	1	13
20	не было	5	12
21	а не	1	12
22	том что	14	12
23	что я	2	11
24	не в	5	11
25	но и	19	11
26	не может	6	11
27	по отношению	1	10
28	не только	24	10
29	для меня	4	10
30	мы можем	1	10
31	тем что	2	10
32	что мы	2	10
33	и потому	6	10
34	не есть	1	9
35	мы не	1	8
36	в своем	4	8
37	но в	12	8
38	было бы	2	8
39	о том	11	8
40	сказать что	7	8
41	и т	2	7
42	поэзии и	1	7
43	как в	3	7
44	на то	5	7
45	в нем	4	7
46	в силу	1	7
47	когда я	1	7
48	что такое	2	7
49	мысли и	4	7
50	это не	1	7
51	и что	6	7
52	что и	5	7
53	вовсе не	5	7
54	с тем	2	7
55	этого слова	1	7
56	что если	1	6
57	и к	6	6
58	в которой	4	6
59	известно что	2	6
60	мысль о	1	6
61	так и	6	6
62	тех пор	1	6
63	что не	1	6
64	заметить что	1	6
65	до тех	1	6
66	для того	2	6
67	вместе с	3	6
68	и то	10	5
69	есть нечто	1	5
70	один и	2	5
71	хотя и	4	5
72	так сказать	1	5
73	и мы	2	5
74	не менее	2	5
75	с ним	5	5
76	образом в	2	5
77	есть только	1	5
78	внимание на	1	5
79	к нему	4	5
80	так что	10	5
81	уже в	7	5
82	в его	12	5
83	для него	7	5
84	поэзия и	1	5
85	не из	2	5
86	что же	5	5
87	все это	5	5
88	тем более	2	5
89	а в	9	5
90	таким же	1	5
91	во всяком	2	5
92	только потому	1	4
93	есть не	1	4
94	и о	2	4
95	в истории	4	4
96	что как	1	4
97	что все	2	4
98	и с	14	4
99	с другими	1	4
100	и тем	1	4
101	мы имеем	1	4
102	точки зрения	2	4
103	в котором	6	4
104	когда человек	1	4
105	тем не	2	4
106	видно что	5	4
107	и более	1	4
108	в то	8	4
109	того чтобы	2	4
110	со своим	5	4
111	в каком	2	4
112	же самое	1	4
113	на вопрос	1	4
114	можно сказать	6	4
115	что он	12	4
116	хотя бы	2	4
117	то и	2	4
118	в одном	1	4
119	тогда как	1	4
120	от того	1	4
121	только на	3	4
122	а именно	2	4
123	этом слове	1	4
124	на основании	2	4
125	так же	1	4
126	мысли но	1	4
127	в данном	1	4
128	да и	4	4
129	и все	4	4
130	в сравнении	1	4
131	между ними	1	4
132	по поводу	12	4
133	тем самым	2	4
134	в таком	1	4
135	самом деле	1	3
136	на самом	1	3
137	и есть	1	3
138	и до	2	3
139	мы уже	7	3
140	той же	2	3
141	ответить на	1	3
142	еще не	2	3
143	и на	3	3
144	то мы	3	3
145	заметим что	1	3
146	и хотя	1	3
147	в самом	2	3
148	все эти	3	3
149	так в	1	3
150	и тот	2	3
151	и если	5	3
152	на его	3	3
153	т д	2	3
154	и по	8	3
155	в каждом	1	3
156	не будет	1	3
157	лишь в	2	3
158	но уже	1	3
159	в них	2	3
160	но это	3	3
161	их в	1	3
162	в науке	3	3
163	на себе	1	3
164	связанная с	1	3
165	в нас	4	3
166	только не	1	3
167	никогда не	9	3
168	в разных	1	3
169	же время	4	3
170	связи с	1	3
171	до того	1	3
172	а мы	1	3
173	к тому	3	3
174	слова с	1	3
175	что у	4	3
176	те же	1	3
177	было в	1	3
178	ту же	1	3
179	там же	13	3
180	связь между	1	3
181	и только	1	3
182	вообще и	1	3
183	с ними	2	3
184	то в	1	3
185	и так	3	3
186	уже не	3	3
187	слова не	1	3
188	и других	2	3
189	всяком случае	2	3
190	даже и	9	3
191	со стороны	2	3
192	и из	3	3
193	что человек	1	3
194	именно в	1	3
195	мы сами	1	3
196	о человеке	1	3
197	между прочим	11	3
198	кроме того	7	3
199	известной степени	1	3
200	в этих	1	3
201	только что	2	3
202	и вместе	1	3
203	этого последнего	2	2
204	нам кажется	1	2
205	мысли а	1	2
206	как мы	9	2
207	человеческой природы	1	2
208	что иное	1	2
209	не вполне	1	2
210	я не	4	2
211	но даже	2	2
212	мы и	4	2
213	в ней	1	2
