N	2gram	Bakhtin_Pr_5	Hudozhes
1	том что	3	16
2	и в	35	14
3	так и	8	13
4	не только	10	12
5	при этом	2	12
6	о том	2	12
7	в том	5	12
8	а не	4	12
9	в себе	5	11
10	в этом	14	11
11	прежде всего	12	11
12	в рассказе	2	11
13	в своей	4	10
14	для него	14	10
15	то же	15	9
16	как и	18	9
17	что он	24	9
18	в качестве	1	9
19	у него	4	9
20	по отношению	6	8
21	в этой	1	8
22	как в	5	8
23	то что	10	8
24	же время	10	8
25	ничего не	3	8
26	в его	21	8
27	между тем	4	8
28	отношению к	7	8
29	в то	11	8
30	еще не	7	7
31	это не	3	7
32	своего рода	2	7
33	не в	10	7
34	к тому	6	7
35	уже не	3	7
36	не случайно	2	7
37	не может	18	7
38	как бы	31	7
39	а в	7	7
40	в первой	1	6
41	человека в	1	6
42	было бы	3	6
43	никогда не	4	6
44	рассказа в	10	6
45	что в	6	6
46	самом деле	10	5
47	с его	7	5
48	перед нами	1	5
49	но в	19	5
50	об этом	1	5
51	ни в	2	5
52	точки зрения	7	5
53	не менее	2	5
54	и его	14	5
55	потому что	8	5
56	к себе	18	5
57	и он	2	5
58	можно было	2	5
59	только в	6	5
60	друг друга	2	5
61	может быть	14	5
62	но и	14	5
63	в аспекте	1	5
64	в этих	2	5
65	героя и	10	5
66	к другому	16	4
67	мы уже	8	4
68	он уже	3	4
69	в ней	2	4
70	столь же	2	4
71	в центре	1	4
72	в своем	2	4
73	и к	12	4
74	то в	2	4
75	в самом	6	4
76	та же	4	4
77	он не	13	4
78	и с	12	4
79	тем не	1	4
80	тому что	2	4
81	с ним	7	4
82	она не	1	4
83	по своей	2	4
84	связи с	1	4
85	как будто	4	4
86	и это	5	4
87	можно сказать	1	4
88	того что	3	4
89	один из	1	4
90	и быть	1	4
91	себя в	2	4
92	из них	3	4
93	в конце	5	4
94	как раз	4	4
95	и все	15	4
96	только что	3	4
97	и от	3	4
98	по преимуществу	1	3
99	с точки	2	3
100	говорить о	3	3
101	в мире	4	3
102	и на	6	3
103	в ее	3	3
104	отнюдь не	1	3
105	как к	5	3
106	все же	8	3
107	но он	4	3
108	в нем	16	3
109	и по	2	3
110	на этом	2	3
111	лишь в	7	3
112	его в	4	3
113	с этим	3	3
114	даже в	5	3
115	в своих	1	3
116	такой же	3	3
117	рассказа о	1	3
118	она в	2	3
119	все эти	3	3
120	себе самому	18	3
121	тем что	4	3
122	этом отношении	1	3
123	для себя	7	3
124	как мы	8	3
125	того чтобы	1	3
126	в пределах	11	3
127	приводит к	2	3
128	друг для	1	3
129	что у	6	3
130	еще в	4	3
131	том как	1	3
132	если бы	1	3
133	о нем	2	3
134	из рассказа	3	3
135	это в	2	3
136	же в	1	3
137	но не	6	3
138	будто бы	2	3
139	как его	3	3
140	и даже	5	3
141	превращается в	1	3
142	то и	1	3
143	в творчестве	4	3
144	по своему	4	3
