N	2gram	Vinokur_Ku_3	Problema
1	и не	10	28
2	не только	17	24
3	только в	6	23
4	в виде	1	22
5	вовсе не	5	21
6	и в	23	20
7	в том	22	20
8	ни в	3	17
9	не просто	2	16
10	все эти	7	16
11	смысле слова	2	15
12	то что	4	15
13	потому что	12	15
14	точки зрения	23	14
15	у нас	10	14
16	той или	5	14
17	было бы	16	14
18	но и	3	14
19	также и	5	13
20	перед нами	1	13
21	не в	5	13
22	или иной	7	13
23	в нашем	7	12
24	в себе	1	12
25	том что	11	12
26	не есть	3	12
27	с точки	16	11
28	по себе	6	11
29	прежде всего	9	11
30	подобного рода	2	11
31	как будто	1	11
32	отнюдь не	3	10
33	тем не	9	10
34	и его	1	10
35	не менее	12	10
36	так и	6	10
37	в качестве	2	10
38	при помощи	1	10
39	нашем смысле	2	10
40	в этом	16	9
41	может быть	14	9
42	все это	2	9
43	но в	2	8
44	таким образом	9	8
45	если бы	8	8
46	что он	6	8
47	в той	4	8
48	в результате	3	8
49	во всяком	2	8
50	то же	6	7
51	мы не	3	7
52	в ней	3	7
53	еще не	9	7
54	и с	3	7
55	ясно что	4	7
56	это не	3	7
57	здесь не	2	7
58	хотя бы	9	7
59	и тем	6	7
60	с другой	7	7
61	именно в	3	7
62	сказать что	7	7
63	а не	11	7
64	и потому	1	7
65	сам по	3	6
66	есть не	3	6
67	мы имеем	2	6
68	а только	1	6
69	при этом	6	6
70	всех этих	1	6
71	как и	5	6
72	в данном	7	6
73	но если	3	6
74	и без	2	6
75	по крайней	1	6
76	в каком	3	6
77	же самое	1	6
78	в виду	8	6
79	а также	4	6
80	крайней мере	1	6
81	что здесь	1	6
82	по своему	2	6
83	но это	5	6
84	и от	1	6
85	для нас	4	6
86	другой стороны	3	6
87	в таком	4	6
88	на самом	3	5
89	но не	3	5
90	как в	4	5
91	хотя и	5	5
92	и если	2	5
93	те или	1	5
94	мере не	2	5
95	в этих	2	5
96	когда мы	3	5
97	и о	4	5
98	в ее	4	5
99	данном случае	4	5
100	каждый раз	1	5
101	о том	6	5
102	можно сказать	2	5
103	своему содержанию	1	5
104	уже не	8	5
105	если мы	7	5
106	так как	9	5
107	то и	2	5
108	не может	6	5
109	вместе с	2	5
110	так же	2	5
111	в смысле	1	5
112	в целях	1	5
113	и т	54	4
114	это и	3	4
115	без всякого	1	4
116	кроме того	2	4
117	и есть	5	4
118	нет никакой	1	4
119	уже в	3	4
120	что она	5	4
121	с тем	6	4
122	несмотря на	1	4
123	в своей	4	4
124	всяком случае	1	4
125	в одном	2	4
126	в отношении	3	4
127	тем самым	4	4
128	отличается от	2	4
129	не имеет	3	4
130	только не	1	4
131	в самой	1	4
132	ни о	1	4
133	можно было	11	4
134	здесь как	2	4
135	никак не	2	4
136	и только	3	4
137	тем более	5	4
138	одной из	1	4
139	или иные	1	4
140	и ее	1	4
141	или даже	1	4
142	что не	4	4
143	с этим	1	4
144	как бы	5	4
145	как раз	4	4
146	тех или	1	4
147	и для	1	4
148	же в	1	4
149	а в	5	4
150	какой мере	2	4
151	в то	3	4
152	в какой	3	4
153	самом деле	14	3
154	в зависимости	7	3
155	но она	1	3
156	то это	3	3
157	и на	1	3
158	а еще	1	3
159	коем случае	1	3
160	но как	3	3
161	тут же	1	3
162	чем же	2	3
163	поскольку они	1	3
164	же и	1	3
165	в своем	4	3
166	и к	3	3
167	бы и	3	3
168	учение о	2	3
169	имеем в	1	3
170	т д	8	3
171	или иных	1	3
172	но все	2	3
173	все подобного	1	3
174	в другом	1	3
175	того или	3	3
176	с другими	2	3
177	этом смысле	1	3
178	все равно	1	3
179	как это	7	3
180	в предыдущем	1	3
181	связи с	6	3
182	если и	2	3
183	как о	3	3
184	дело не	2	3
185	правда в	1	3
186	на себе	1	3
