N	3gram	Vinokur_St_1	Formalny
1	не может быть	5	10
2	и т п	9	9
3	с точки зрения	8	7
4	в этом отношении	7	7
5	в самом деле	5	5
6	и в этом	3	5
7	то же время	4	5
8	в то же	4	5
9	во всяком случае	6	5
10	и т д	21	5
11	того или иного	4	4
12	на самом деле	6	3
13	быть и речи	1	3
14	и не может	1	3
15	и в то	1	3
16	в зависимости от	1	3
17	но и в	2	3
18	может быть и	2	3
19	в своей статье	4	3
20	не в том	2	3
21	в том смысле	2	3
22	с другой стороны	6	3
23	так и в	4	3
24	она ни была	1	3
25	хотя бы в	1	3
26	ни о каком	1	3
27	для того чтобы	10	3
28	то ни стало	1	2
29	в этом смысле	1	2
30	сами по себе	1	2
31	в том случае	1	2
32	что в нем	2	2
33	в применении к	3	2
34	в конце концов	1	2
35	представление о языке	1	2
36	ни в чем	1	2
37	но все же	3	2
38	мы говорим о	1	2
39	мы приходим к	1	2
40	в основе этой	1	2
41	поэтического языка который	1	2
42	к тому что	1	2
43	том смысле что	1	2
44	в том что	17	2
45	художественного произведения в	1	2
46	и не в	1	2
47	т е уже	1	1
48	что же касается	3	1
49	чтобы можно было	1	1
50	а вовсе не	1	1
51	лежать в основе	1	1
52	не говоря уже	1	1
53	в настоящее время	1	1
54	в таком виде	1	1
55	но даже и	1	1
56	в этом случае	2	1
57	потому что не	1	1
58	во что бы	1	1
59	с одной стороны	2	1
60	в одной из	1	1
61	точки зрения его	1	1
62	только в том	3	1
63	до сих пор	7	1
64	говоря уже о	1	1
65	и в других	1	1
66	что он не	1	1
67	но вовсе не	1	1
68	же время не	1	1
69	во всех этих	1	1
70	для этого прежде	1	1
71	такой же степени	1	1
72	в той мере	1	1
73	на этот вопрос	1	1
74	может быть даже	1	1
75	только тем что	1	1
76	идет лишь о	1	1
77	по крайней мере	2	1
78	то или иное	3	1
79	но ведь именно	1	1
80	и в этих	1	1
81	это может быть	1	1
82	что бы то	1	1
83	при таком положении	2	1
84	этого прежде всего	1	1
85	т е в	2	1
86	же степени как	1	1
87	в этой области	5	1
88	в данном случае	6	1
89	в том чтобы	1	1
90	на эти вопросы	3	1
91	но в то	2	1
92	в его первоначальном	1	1
93	смысле этого слова	1	1
94	в той же	2	1
95	во всякой научной	1	1
96	в том как	3	1
97	прежде всего необходимо	1	1
98	и философской критики	1	1
99	так или иначе	2	1
100	и с тем	1	1
101	то что он	1	1
102	чуть ли не	2	1
103	выходя за пределы	1	1
104	является не только	1	1
105	бы то ни	1	1
106	мере в какой	2	1
107	у нас не	1	1
108	на язык и	1	1
109	тем что в	2	1
110	все эти утверждения	1	1
111	именно в том	1	1
112	что же это	1	1
113	каждого из них	2	1
114	только то что	1	1
115	тем обстоятельством что	1	1
116	таким образом в	1	1
117	языка не может	1	1
118	и некоторые другие	1	1
119	быть даже и	1	1
120	же и в	2	1
121	всяком случае в	2	1
122	как общее правило	1	1
123	ничего общего с	3	1
124	и без того	1	1
125	может быть признана	1	1
126	т п в	3	1
127	но все эти	1	1
128	там где у	1	1
129	же это за	1	1
130	не выходя за	1	1
131	по этому поводу	2	1
132	в узком смысле	1	1
133	тем не менее	2	1
134	например в стихотворениях	1	1
135	вовсе не является	1	1
136	той мере в	1	1
137	а не в	1	1
138	как и в	2	1
139	что и в	4	1
140	отметить что в	1	1
