N	3gram	Losev_Prob_3	Formalny
1	не может быть	5	10
2	в связи с	7	10
3	с точки зрения	2	7
4	в самом деле	1	5
5	и в этом	6	5
6	с тем что	1	5
7	в то же	4	5
8	во всяком случае	6	5
9	и т д	13	5
10	как мы видели	2	4
11	того или иного	3	4
12	из всего этого	1	3
13	на самом деле	2	3
14	бы она ни	2	3
15	быть и речи	1	3
16	как раз и	4	3
17	сам по себе	6	3
18	но и в	2	3
19	может быть и	3	3
20	в том смысле	3	3
21	с другой стороны	5	3
22	так и в	1	3
23	она ни была	2	3
24	ни о каком	2	3
25	для того чтобы	1	3
26	то ни стало	1	2
27	так как они	1	2
28	на первый план	2	2
29	и то и	1	2
30	сами по себе	6	2
31	в отличие от	2	2
32	что в нем	1	2
33	то и другое	1	2
34	даже и не	4	2
35	ни о какой	1	2
36	в конце концов	3	2
37	и в этой	1	2
38	ни в чем	2	2
39	по себе а	3	2
40	мы говорим о	2	2
41	мы приходим к	1	2
42	к тому что	1	2
43	том смысле что	3	2
44	в том что	9	2
45	в этом понятии	2	2
46	художественного произведения в	1	2
47	и не в	1	2
48	что иное как	4	1
49	что же касается	4	1
50	и здесь не	1	1
51	иметь в виду	1	1
52	а вовсе не	2	1
53	теми или иными	1	1
54	нас не было	1	1
55	связи с теми	1	1
56	более или менее	1	1
57	равно как и	1	1
58	в настоящее время	2	1
59	но даже и	4	1
60	перестал бы быть	1	1
61	что он есть	2	1
62	в этом случае	5	1
63	в отрыве от	1	1
64	во что бы	1	1
65	с одной стороны	1	1
66	языка из всего	1	1
67	только в том	1	1
68	до сих пор	2	1
69	в таком случае	4	1
70	функции и в	1	1
71	что он не	1	1
72	что и там	1	1
73	во всех этих	1	1
74	из того что	1	1
75	в собственном смысле	1	1
76	но он не	1	1
77	и даже просто	1	1
78	с самим собою	1	1
79	том или ином	2	1
80	на этот вопрос	1	1
81	может быть даже	3	1
82	только тем что	1	1
83	как и от	1	1
84	во всей его	1	1
85	по крайней мере	5	1
86	является не чем	1	1
87	то или иное	2	1
88	и связанные с	1	1
89	же в таком	1	1
90	что бы то	1	1
91	при таком положении	1	1
92	же мы возьмем	1	1
93	если же мы	1	1
94	мы не можем	1	1
95	в том или	2	1
96	не чем иным	1	1
97	в данном случае	7	1
98	в том чтобы	1	1
99	тем что он	1	1
100	к вопросу о	1	1
101	и в его	3	1
102	все дело в	1	1
103	смысле этого слова	1	1
104	с другими художественными	1	1
105	в той же	1	1
106	но при этом	1	1
107	настолько велико что	1	1
108	в процессе изучения	1	1
109	столько же сколько	2	1
110	так или иначе	1	1
111	это и есть	1	1
112	все же не	1	1
113	тем же самым	1	1
114	является не только	1	1
115	бы то ни	4	1
116	чем он отличается	1	1
117	но и с	1	1
118	у нас не	2	1
119	он является если	1	1
120	выдвинуть на первый	1	1
121	то же и	2	1
122	что же такое	3	1
123	что они не	1	1
124	и во всяком	1	1
125	не было бы	3	1
126	только то что	2	1
127	есть не что	4	1
128	только в связи	1	1
129	таким образом в	1	1
130	чем иным как	1	1
131	самостоятельное значение и	3	1
132	быть даже и	1	1
133	той или другой	4	1
134	но оно не	1	1
135	же и в	1	1
136	и тем самым	2	1
137	ничего общего с	2	1
138	едва ли можно	2	1
139	в литературном произведении	1	1
140	он не есть	4	1
141	в художественном произведении	1	1
142	ровно ничего не	2	1
143	но что же	1	1
144	не может отвлечься	1	1
145	не что иное	4	1
146	сама по себе	8	1
147	тем не менее	10	1
148	вовсе не является	2	1
149	а не в	1	1
150	как и в	1	1
151	что и в	3	1
152	но и к	1	1
153	в чем не	2	1
