N	2gram	Losev_Prob_5	formyVre
1	и в	30	46
2	в этом	17	22
3	и т	1	14
4	прежде всего	6	14
5	вовсе не	8	13
6	в романе	1	13
7	и его	6	12
8	не только	18	11
9	только в	9	11
10	как бы	6	10
11	то есть	21	10
12	точки зрения	10	10
13	в том	12	10
14	но в	9	10
15	мы уже	1	9
16	не в	7	9
17	у него	11	9
18	но и	13	9
19	вместе с	7	9
20	и не	12	9
21	и для	6	9
22	мира и	2	9
23	то же	2	8
24	как и	7	8
25	с точки	8	8
26	для того	3	8
27	того чтобы	2	8
28	потому что	13	8
29	связи с	7	8
30	в его	12	8
31	из них	2	8
32	в связи	7	8
33	жизни и	2	8
34	и на	6	7
35	в главе	1	7
36	всех этих	1	7
37	так и	7	7
38	в них	2	7
39	может быть	7	7
40	времени в	1	7
41	в одном	3	7
42	то что	18	7
43	как мы	2	6
44	еще не	3	6
45	все же	9	6
46	и наконец	1	6
47	при этом	4	6
48	и с	5	6
49	его в	6	6
50	никогда не	7	6
51	те же	1	6
52	так как	6	6
53	здесь в	2	6
54	все это	1	6
55	и все	9	6
56	но не	7	5
57	с этим	1	5
58	в своем	11	5
59	все эти	2	5
60	в античном	5	5
61	он не	3	5
62	в нем	6	5
63	в то	4	5
64	в дальнейшем	7	5
65	и у	5	5
66	и др	1	5
67	в частности	4	5
68	по существу	2	5
69	в смысле	4	5
70	что в	5	5
71	отношения к	1	4
72	также и	12	4
73	человека и	4	4
74	и самое	1	4
75	и он	4	4
76	значение и	2	4
77	что они	3	4
78	как в	2	4
79	уже в	2	4
80	из этих	1	4
81	в себе	4	4
82	их в	1	4
83	тела в	1	4
84	том что	17	4
85	в котором	2	4
86	героев и	1	4
87	же время	1	4
88	к себе	1	4
89	в образе	1	4
90	в эпоху	3	4
91	с ним	3	4
92	и смерть	1	4
93	о том	12	4
94	его жизни	1	4
95	так что	11	4
96	конечно не	2	4
97	за ними	2	4
98	и их	5	4
99	а не	5	4
100	человеческой жизни	2	4
101	отнюдь не	4	4
102	с этой	2	4
103	еще более	3	4
104	же в	3	4
105	жизни в	4	4
106	ему в	1	3
107	в виду	3	3
108	того же	4	3
109	мы будем	2	3
110	отношение к	2	3
111	нет и	1	3
112	хотя и	8	3
113	и как	6	3
114	весь мир	1	3
115	в этот	1	3
116	уже не	6	3
117	в большинстве	1	3
118	имеем в	1	3
119	т д	1	3
120	при виде	1	3
121	и по	1	3
122	прежде чем	2	3
123	таким образом	13	3
124	здесь мы	1	3
125	по всему	2	3
126	на первый	1	3
127	в их	1	3
128	что было	1	3
129	не могли	1	3
130	она ни	1	3
131	кроме того	2	3
132	к тому	2	3
133	себя и	1	3
134	на основе	1	3
135	в борьбе	1	3
136	том как	1	3
137	жизнь и	3	3
138	в другом	3	3
139	а также	3	3
140	как у	1	3
141	что и	6	3
142	того что	3	3
143	тот же	3	3
144	что он	7	3
145	дана в	1	3
146	во времени	1	3
