N	3gram	Vygotskiy__3	VLabPisa
1	и т д	4	15
2	в этом отношении	1	13
3	и т п	5	9
4	с другой стороны	5	8
5	не может быть	1	8
6	по этому поводу	1	7
7	более или менее	1	6
8	в зависимости от	1	5
9	не было бы	1	4
10	можно сказать что	1	4
11	в том что	11	4
12	о том как	2	3
13	вместе с тем	2	3
14	мы видели что	2	3
15	о том что	3	3
16	хотя бы в	1	3
17	к тому что	2	3
18	как это видно	1	2
19	подобно тому как	1	2
20	с более или	1	2
21	до сих пор	5	2
22	что все эти	1	2
23	только то что	2	2
24	можно было бы	1	2
25	все это только	1	2
26	в том чтобы	1	2
27	с одной стороны	5	2
28	во всяком случае	2	2
29	в точном смысле	1	2
30	этой точки зрения	1	2
31	не только не	1	2
32	мы знаем что	1	2
33	всего сказанного выше	1	2
34	для того чтобы	8	2
35	и в другом	2	2
36	то все же	1	1
37	же самый факт	1	1
38	но только эти	1	1
39	и может быть	1	1
40	бросается в глаза	1	1
41	том смысле что	1	1
42	какой мере не	1	1
43	в прямом смысле	2	1
44	в какой мере	2	1
45	то время как	2	1
46	как один из	1	1
47	как это мы	1	1
48	о каждой из	1	1
49	в самом деле	18	1
50	что для него	1	1
51	в силу того	1	1
52	с этой точки	1	1
53	если так то	1	1
54	совершенно очевидно что	1	1
55	и во всех	2	1
56	однако все это	1	1
57	как и все	1	1
58	в одном и	1	1
59	напомним только что	1	1
60	что он не	1	1
61	только в том	2	1
62	то что в	2	1
63	по аналогии с	2	1
64	кроме того что	1	1
65	это вовсе не	1	1
66	может быть и	1	1
67	тому же выводу	1	1
68	как если бы	3	1
69	одно и то	2	1
70	же выводу приходит	1	1
71	верно и точно	1	1
72	и есть в	1	1
73	ни в какой	1	1
74	в применении к	1	1
75	на основании этих	1	1
76	в данном случае	2	1
77	таким образом и	1	1
78	из которых каждая	1	1
79	то же самое	8	1
80	и то же	2	1
81	по сравнению с	1	1
82	мы видим что	7	1
83	каждый из них	1	1
84	не в том	2	1
85	в большом количестве	1	1
86	дело так будто	1	1
87	не могло бы	1	1
88	один из его	1	1
89	а между тем	1	1
90	все то что	6	1
91	не заметить что	1	1
92	в этом плане	1	1
93	того или иного	1	1
94	а в том	1	1
95	очевидно что в	1	1
96	сих пор не	1	1
97	между этими двумя	1	1
98	прав в том	1	1
99	имеем в виду	1	1
100	в которых она	1	1
101	в то время	2	1
102	и вместе с	2	1
103	в свою очередь	2	1
104	же в стихах	1	1
105	они не только	1	1
106	по его мнению	1	1
107	никак не могут	1	1
108	ли это что	1	1
109	между собой не	1	1
110	в том смысле	2	1
111	что все они	1	1
112	с этим и	1	1
113	в стихах и	1	1
114	дело не в	1	1
115	к тому же	1	1
116	что она играет	1	1
117	не в этом	1	1
118	заключает в себе	1	1
