N	3gram	Tiupa_Lite_1	Psycholo
1	в самом деле	1	18
2	на то что	1	12
3	в том что	11	11
4	с точки зрения	2	9
5	с самого начала	1	6
6	до сих пор	1	5
7	с одной стороны	2	5
8	с другой стороны	1	5
9	и в этом	1	3
10	и то что	2	3
11	о том что	2	3
12	в русской поэзии	1	2
13	на самом деле	1	2
14	только в том	2	2
15	только то что	1	2
16	в наше время	1	2
17	в данном случае	4	2
18	в один из	1	2
19	все более и	1	2
20	во всяком случае	2	2
21	он не мог	1	2
22	в лучшем случае	1	2
23	в свою очередь	1	2
24	более и более	1	2
25	по аналогии с	3	2
26	все же в	2	2
27	но все же	1	1
28	а отнюдь не	1	1
29	как и всякое	1	1
30	и как раз	1	1
31	каждого из них	1	1
32	все та же	2	1
33	никогда не можем	1	1
34	в зависимости от	1	1
35	в отличие от	5	1
36	в этом отношении	2	1
37	при таком ее	1	1
38	несмотря на свою	1	1
39	и сидя в	1	1
40	можно было бы	1	1
41	с этой точки	3	1
42	которые могли бы	1	1
43	казалось бы не	1	1
44	в стихах и	1	1
45	состоит в том	5	1
46	как один из	1	1
47	в евгении онегине	1	1
48	а с другой	1	1
49	на второй план	1	1
50	мы никогда не	1	1
51	в целом ряде	1	1
52	не мог бы	1	1
53	этой точки зрения	3	1
54	затруднительное положение в	1	1
55	имел в виду	1	1
56	в себя и	1	1
57	к тому чтобы	1	1
58	если бы я	1	1
59	по этому поводу	1	1
60	не может быть	1	1
61	подобно тому как	2	1
62	к тому же	1	1
