N	3gram	Tiupa_Disk_2	Problemy
1	к себе самому	1	14
2	то же время	5	12
3	в то же	4	12
4	с самого начала	1	8
5	не может быть	3	6
6	по отношению к	4	5
7	и в то	1	5
8	во всяком случае	1	5
9	с точки зрения	2	4
10	бы то ни	1	4
11	то ни было	1	4
12	и прежде всего	2	4
13	в самом деле	1	3
14	по крайней мере	1	3
15	с другой стороны	1	3
16	чего бы то	1	2
17	в чем не	1	2
18	в той или	1	2
19	время от времени	1	2
20	подобно тому как	2	2
21	в этом случае	2	2
22	и не может	2	2
23	в отличие от	12	2
24	друг на друга	1	2
25	даже в пределах	1	2
26	тем что он	1	2
27	каждый из них	1	2
28	в такой же	1	2
29	о том что	3	2
30	ни в чем	1	2
31	так и в	3	2
32	той или иной	3	2
33	тем не менее	1	2
34	в большинстве случаев	1	2
35	в пределах одного	1	2
36	как и его	1	1
37	одних и тех	1	1
38	о мире как	1	1
39	и другого в	1	1
40	потому что в	1	1
41	прежде всего в	1	1
42	что же касается	2	1
43	в этом отношении	4	1
44	то что в	1	1
45	того и другого	1	1
46	но для этого	1	1
47	в другом и	1	1
48	заключает в себе	2	1
49	и тех же	1	1
50	и то что	2	1
51	человека с его	1	1
52	к одному из	1	1
53	в значительной степени	1	1
54	и столь же	1	1
55	в данном случае	6	1
56	но при этом	2	1
57	не столько в	1	1
58	в себе как	1	1
59	как будто бы	1	1
60	и как бы	2	1
61	том что первая	1	1
62	и то же	2	1
63	одно и то	2	1
64	к своему герою	1	1
65	точки зрения именно	1	1
66	отношению к самому	1	1
67	как и в	5	1
68	в этом диалоге	1	1
69	и того же	2	1
70	но все эти	1	1
71	но в этом	1	1
72	он как бы	1	1
73	героя в этом	1	1
74	можно сказать что	1	1
75	одного и того	2	1
76	на всем протяжении	1	1
77	уже как бы	1	1
78	внешней причастности к	1	1
79	лицом к лицу	1	1
80	в том что	6	1
81	обратим внимание на	1	1
