N	2gram	Bakhtin_sl_1	VerxiiNi
1	и в	41	26
2	таким образом	9	22
3	в этом	12	15
4	вместе с	1	15
5	точки зрения	16	13
6	как бы	12	12
7	в том	3	11
8	из этих	3	10
9	не только	16	10
10	и с	4	10
11	может быть	14	10
12	связи с	2	9
13	так как	3	9
14	но и	16	9
15	но не	2	8
16	в общем	1	8
17	и у	2	8
18	с другой	5	8
19	и не	16	8
20	как на	1	8
21	но в	8	7
22	связанные с	3	7
23	из них	3	7
24	том что	2	7
25	потому что	2	7
26	к нему	5	7
27	с одной	4	7
28	а с	2	7
29	одной стороны	4	7
30	того же	6	6
31	все же	7	6
32	все эти	9	6
33	в себе	3	6
34	всяком случае	5	6
35	с точки	8	6
36	в отношении	6	6
37	к тому	3	6
38	так и	11	6
39	о том	3	6
40	что и	1	6
41	несмотря на	1	6
42	и потому	4	6
43	все это	5	6
44	во всяком	7	6
45	отношение к	7	5
46	сих пор	2	5
47	и к	5	5
48	лишь в	4	5
49	или менее	3	5
50	по крайней	1	5
51	того чтобы	1	5
52	никогда не	3	5
53	с другом	2	5
54	для того	2	5
55	образом в	3	5
56	в его	13	5
57	крайней мере	1	5
58	до сих	2	5
59	а не	15	5
60	друг с	2	5
61	и для	4	5
62	так же	2	5
63	одной из	3	5
64	более или	3	5
65	в котором	2	4
66	то же	14	4
67	в течение	1	4
68	целый ряд	1	4
69	в самом	5	4
70	в этой	1	4
71	и по	2	4
72	что все	2	4
73	то есть	26	4
74	с другими	5	4
75	он не	3	4
76	далеко не	5	4
77	в которых	1	4
78	в то	14	4
79	в нем	30	4
80	а в	6	4
81	и что	1	4
82	и только	1	4
83	только в	6	4
84	к своим	1	4
85	на этот	1	4
86	ничем не	1	4
87	не может	14	4
88	в смысле	4	4
89	и от	4	4
90	в этих	2	4
91	в виде	2	4
92	же как	2	3
93	из всех	1	3
94	в своем	3	3
95	и нет	1	3
96	в которой	4	3
97	так или	1	3
98	и те	2	3
99	и если	1	3
100	при этом	6	3
101	всегда и	1	3
102	тем не	1	3
103	если бы	1	3
104	то с	1	3
105	не менее	1	3
106	к концу	1	3
