N	3gram	Tiupa_Lite_3	Myshleni
1	в том что	4	19
2	по отношению к	4	10
3	с точки зрения	3	10
4	для того чтобы	1	8
5	к тому что	1	7
6	то же самое	2	6
7	и тем самым	2	5
8	в самом начале	1	4
9	на то что	2	4
10	в этом отношении	5	3
11	из того что	2	3
12	в первую очередь	1	3
13	может быть выражено	1	3
14	отношение к предмету	1	2
15	состоит в том	2	2
16	начинается с того	1	2
17	и там где	1	2
18	именно в этом	1	2
19	вместе с тем	1	2
20	и то что	1	2
21	как раз в	1	2
22	с другой стороны	2	2
23	с того что	1	2
24	не только не	1	2
25	в связи с	1	2
26	не может быть	3	2
27	что иное как	1	1
28	то что я	2	1
29	он сам не	1	1
30	не только по	1	1
31	на самом деле	1	1
32	в том числе	3	1
33	о том как	1	1
34	друг от друга	1	1
35	только в том	1	1
36	именно то что	1	1
37	в отличие от	5	1
38	так как мы	1	1
39	лишь тогда когда	1	1
40	то что в	1	1
41	по аналогии с	1	1
42	эти два момента	1	1
43	том числе и	2	1
44	с этой точки	1	1
45	там где есть	1	1
46	едва ли не	1	1
47	содержит в себе	1	1
48	в данном случае	4	1
49	не только в	2	1
50	с одной стороны	4	1
51	в действительности же	1	1
52	а не как	2	1
53	его за собой	1	1
54	вопрос о том	1	1
55	там где мы	1	1
56	как бы в	1	1
57	как мы и	1	1
58	на вопрос что	1	1
59	этой точки зрения	1	1
60	в ряду других	1	1
61	того что у	1	1
62	которое может быть	1	1
63	не что иное	1	1
64	вообще не знает	1	1
65	а и в	2	1
66	в свою очередь	1	1
67	содержат в себе	1	1
68	но отнюдь не	1	1
69	в самом деле	2	1
70	той или иной	2	1
71	во второй половине	1	1
72	тогда когда оно	1	1
73	если бы они	1	1
74	но не в	1	1
75	исходит из того	1	1
76	тем не менее	1	1
77	они входят в	1	1
78	может быть в	1	1
79	подобно тому как	2	1
80	ничего общего с	1	1
