N	3gram	Losev_Vlad_1	Mirosoze
1	не может быть	3	8
2	не способен к	1	4
3	для того чтобы	2	4
4	что и в	2	4
5	что иное как	1	3
6	к тому что	1	3
7	и в этом	1	3
8	это и есть	1	3
9	потому что она	1	3
10	есть не что	1	3
11	не что иное	1	3
12	в чем не	1	2
13	я никогда не	1	2
14	и той же	1	2
15	также и в	1	2
16	бога и в	1	2
17	но это не	1	2
18	и никогда не	1	2
19	так как он	2	2
20	о том что	7	2
21	одной и той	1	2
22	ни в чем	1	2
23	был для него	2	2
24	в россии и	1	2
25	в бога и	1	2
26	в том что	7	2
27	том что в	3	1
28	а следовательно и	1	1
29	знаю что он	1	1
30	он так и	2	1
31	без которых невозможна	1	1
32	потому что в	1	1
33	том что он	2	1
34	так и не	1	1
35	а не к	1	1
36	было для него	1	1
37	у него есть	1	1
38	что он не	3	1
39	в этом отношении	1	1
40	своего отца и	1	1
41	у нас нет	2	1
42	на то что	4	1
43	но и мир	1	1
44	друг друга не	1	1
45	в этой борьбе	1	1
46	он никогда не	1	1
47	его жизнь в	1	1
48	со всеми его	1	1
49	не потому что	1	1
50	и он был	1	1
51	смысле этого слова	1	1
52	в обычном смысле	1	1
53	из любви к	1	1
54	что он сам	1	1
55	но и его	1	1
56	что у него	2	1
57	и всю жизнь	1	1
58	в разных местах	1	1
59	на одной и	1	1
60	он был также	1	1
61	всю мою жизнь	1	1
62	но он не	1	1
63	не верил в	1	1
64	к которой он	1	1
65	по своей основной	1	1
66	совсем не было	1	1
67	всякого человека в	1	1
68	в письме к	8	1
69	в конце концов	3	1
