N	3gram	Tiupa_Anal_3	Problema
1	по отношению к	7	19
2	в эстетический объект	1	12
3	не может быть	1	11
4	с точки зрения	2	6
5	в отличие от	2	5
6	между тем как	1	5
7	и прежде всего	2	5
8	в большинстве случаев	1	5
9	эстетического объекта в	1	5
10	позицию по отношению	1	4
11	в данном случае	3	4
12	с другой стороны	5	4
13	в конечном счете	2	4
14	на самом деле	1	3
15	в самом деле	1	3
16	в этом смысле	1	3
17	в основе своей	1	3
18	в применении к	1	3
19	далеко не всегда	1	3
20	с одной стороны	2	3
21	то же время	3	3
22	в том что	7	3
23	в то же	3	3
24	тем не менее	2	3
25	можно сказать что	2	2
26	со всех сторон	1	2
27	не только в	1	2
28	не могут быть	1	2
29	мы имеем дело	4	2
30	того или иного	1	2
31	может и не	1	2
32	так и в	1	2
33	той или иной	3	2
34	для того чтобы	1	2
35	в этом отношении	3	2
36	и может быть	1	1
37	ряду может быть	1	1
38	а между тем	1	1
39	что иное как	1	1
40	хотя и не	1	1
41	к себе самому	1	1
42	а не с	1	1
43	в свою очередь	4	1
44	не говоря уже	1	1
45	подобно тому как	2	1
46	может быть признано	1	1
47	до сих пор	1	1
48	говоря уже о	1	1
49	хотя бы и	1	1
50	до известной степени	3	1
51	борьбе за независимость	1	1
52	с самим собою	1	1
53	каждое из которых	1	1
54	отнюдь не является	1	1
55	в значительной степени	2	1
56	не что иное	1	1
57	включающее в себя	1	1
58	в равной степени	1	1
59	не есть ни	1	1
60	которые могли бы	1	1
61	который мог бы	1	1
62	и как бы	1	1
63	имеем дело с	1	1
64	не в том	1	1
65	в связи с	1	1
66	то есть не	1	1
67	тем или иным	2	1
68	не для того	1	1
69	в готовом виде	1	1
70	лицом к лицу	1	1
71	в свое время	2	1
72	ставит его в	1	1
73	факторов художественного впечатления	1	1
74	а в том	2	1
75	есть не что	1	1
76	с ними в	1	1
77	таким образом в	1	1
78	человека и его	1	1
79	свое отражение в	1	1
80	то что не	1	1
81	то есть в	1	1
82	вопрос о том	1	1
83	рассмотрение этой проблемы	1	1
84	в слове как	1	1
85	произведения в его	1	1
86	чего еще нет	1	1
87	в первом случае	1	1
88	в особенности же	1	1
89	но едва ли	1	1
90	перевод его в	1	1
91	как и в	4	1
92	не нуждается в	1	1
93	на этот вопрос	1	1
94	дело в том	2	1
95	не менее как	1	1
96	они могут быть	1	1
