N	3gram	Medvedev_F_1	formyVre
1	и т п	4	11
2	с точки зрения	13	8
3	в связи с	2	7
4	то же время	8	4
5	в то же	8	4
6	в том числе	1	3
7	и в то	1	3
8	но и в	1	3
9	и в этом	2	3
10	в большинстве случаев	2	3
11	в том что	1	3
12	и т д	8	3
13	прежде всего в	3	2
14	до сих пор	6	2
15	и во всех	1	2
16	сами по себе	2	2
17	в последнем счете	1	2
18	том числе и	1	2
19	все же в	1	2
20	может быть и	3	2
21	то что было	1	2
22	людей и вещей	1	2
23	в этом отношении	1	2
24	связи с этим	2	2
25	это значит что	1	2
26	друг от друга	2	2
27	особое место в	1	1
28	и пр и	2	1
29	жизни и вот	1	1
30	не может не	1	1
31	сводится к тому	2	1
32	т п на	1	1
33	связи со всем	1	1
34	а вовсе не	2	1
35	и наконец в	2	1
36	на самом деле	6	1
37	как и во	1	1
38	каждой из них	1	1
39	как и все	2	1
40	тот или иной	1	1
41	они вовсе не	1	1
42	в отличие от	1	1
43	как мы увидим	2	1
44	между тем как	1	1
45	по аналогии с	3	1
46	не меньше чем	1	1
47	в литературе и	1	1
48	в этом процессе	2	1
49	широком смысле слова	1	1
50	со всех сторон	1	1
51	с этой точки	1	1
52	так сказать в	1	1
53	вместе с тем	1	1
54	со всем этим	1	1
55	во всех ее	1	1
56	мы увидим дальше	1	1
57	роль в истории	1	1
58	в данном случае	1	1
59	дело идет о	2	1
60	что на самом	1	1
61	с одной стороны	4	1
62	мы здесь не	1	1
63	более не может	1	1
64	вопросов связанных с	1	1
65	можно говорить о	1	1
66	так и на	1	1
67	а также и	1	1
68	по сравнению с	1	1
69	и пр все	2	1
70	влияние как на	1	1
71	и в их	2	1
72	все более и	2	1
73	эта точка зрения	1	1
74	пр все это	1	1
75	время здесь в	1	1
76	в связи со	2	1
77	с другой стороны	1	1
78	они у него	1	1
79	вместо того чтобы	1	1
80	не может быть	5	1
81	именно в том	1	1
82	того что было	1	1
83	в соотнесении с	1	1
84	в широком смысле	1	1
85	но в то	2	1
86	этой точки зрения	1	1
87	во всех своих	1	1
88	в содержание романа	1	1
89	и как бы	1	1
90	в свою очередь	6	1
91	тем существеннее и	1	1
92	с самого начала	1	1
93	как бы ни	3	1
94	более и более	2	1
95	может показаться что	1	1
96	выходит за пределы	1	1
97	т п в	1	1
98	но все же	1	1
99	не выходит за	1	1
100	к тому что	1	1
101	всего может быть	1	1
102	тем более не	1	1
103	пр и пр	2	1
104	и др такая	1	1
105	со всеми своими	1	1
106	что и в	1	1
107	мы наблюдаем в	1	1
108	как мы видели	2	1
109	в точном смысле	1	1
110	вне связи с	1	1
