N	2gram	Berdyaev_M_1	StatiiOP
1	и в	28	29
2	том что	3	27
3	в том	6	27
4	в этом	20	21
5	не только	29	19
6	но и	25	19
7	что в	10	19
8	о том	2	17
9	в его	9	13
10	что он	10	13
11	в которой	6	11
12	то что	5	11
13	все это	6	11
14	к тому	3	10
15	т е	2	10
16	и т	1	9
17	в своем	10	9
18	он не	24	9
19	потому что	16	9
20	так и	1	9
21	и не	11	9
22	но в	7	8
23	я не	1	7
24	в ней	15	7
25	в самом	11	7
26	в своей	15	7
27	в котором	8	7
28	не столько	1	7
29	для того	2	7
30	в виду	2	7
31	с тем	9	7
32	вместе с	6	7
33	одним из	2	6
34	вопрос о	2	6
35	и на	6	6
36	все же	2	6
37	вовсе не	1	6
38	того чтобы	2	6
39	и его	9	6
40	об этом	1	6
41	и что	2	6
42	в одном	1	6
43	до сих	2	6
44	в течение	1	6
45	было бы	10	5
46	точки зрения	4	5
47	в русской	1	5
48	не знали	1	5
49	того что	7	5
50	между тем	1	5
51	прежде всего	10	5
52	а не	25	5
53	о чем	2	5
54	в той	2	5
55	как бы	2	5
56	сих пор	2	5
57	и к	2	4
58	в нем	13	4
59	и с	3	4
60	должен был	4	4
61	не в	16	4
62	еще до	1	4
63	пушкина но	1	4
64	ничего не	3	4
65	у шекспира	1	4
66	но также	1	4
67	и о	1	4
68	для него	11	4
69	действующих лиц	1	4
70	в частности	1	4
71	еще более	1	4
72	а как	2	4
73	к этому	2	4
74	вряд ли	3	3
75	самом деле	1	3
76	на самом	1	3
77	русской истории	1	3
78	в их	4	3
79	его не	3	3
80	хотя бы	3	3
81	и он	12	3
82	не был	7	3
83	но не	8	3
84	которые не	1	3
85	как в	2	3
86	с этим	3	3
87	не было	18	3
88	интересно что	1	3
89	вообще не	2	3
90	в начале	2	3
91	отношений между	1	3
92	в россии	2	3
93	не мог	3	3
94	в этих	4	3
95	но он	9	3
96	не менее	1	3
97	в обоих	1	3
98	что ему	1	3
99	одной из	1	3
100	не могло	1	3
101	никогда не	14	3
102	и по	4	3
103	тем что	4	3
104	у нас	5	3
105	у меня	1	3
106	и именно	1	3
107	оно не	1	3
108	ни у	1	3
109	в образе	1	3
110	как у	1	3
111	но это	1	3
112	так что	1	3
113	с нею	1	3
114	кажется что	1	3
115	всяком случае	1	3
116	т п	1	3
117	связан с	1	3
118	и даже	1	3
119	до конца	14	3
120	так же	1	3
121	xix века	4	3
122	давно уже	1	3
123	отношении к	2	3
124	во всяком	1	3
125	также и	2	2
126	почти все	1	2
127	с его	3	2
128	отличие от	1	2
129	нет и	5	2
130	что они	1	2
131	и я	5	2
132	в истории	2	2
133	в одной	1	2
134	и как	2	2
135	все эти	2	2
136	в этой	6	2
137	в себе	7	2
138	и те	2	2
139	как он	2	2
140	если бы	2	2
141	видел в	1	2
142	не к	4	2
143	и более	1	2
144	о мире	2	2
145	значительной степени	1	2
146	его в	3	2
147	это было	1	2
148	истории и	2	2
149	в это	1	2
150	как и	5	2
151	которую он	2	2
152	что такое	1	2
153	в отношении	1	2
154	в отличие	1	2
155	что я	1	2
156	от его	2	2
157	не раз	1	2
158	и вся	1	2
159	в то	2	2
160	не имеет	3	2
161	это еще	1	2
162	не может	28	2
163	только с	1	2
164	не до	1	2
165	в области	1	2
