N	2gram	Bakhtin_Fr_3	VLabPisa
1	таким образом	10	27
2	в этом	15	26
3	и в	40	25
4	и т	1	24
5	не только	13	22
6	может быть	9	21
7	хотя бы	2	20
8	и не	13	19
9	не может	3	17
10	в его	13	15
11	этом отношении	2	13
12	в том	8	13
13	прежде всего	16	13
14	в частности	3	12
15	как это	1	12
16	все это	4	12
17	вот что	1	11
18	с другой	2	11
19	из них	4	11
20	в художественном	1	10
21	в качестве	1	10
22	не могут	1	10
23	о том	4	10
24	то же	7	9
25	что в	12	9
26	как видим	1	9
27	об этом	3	9
28	для него	5	9
29	но и	11	9
30	и др	7	9
31	к этому	6	9
32	в своем	7	8
33	все эти	8	8
34	по словам	1	8
35	другой стороны	1	8
36	в году	5	7
37	во всех	6	7
38	по отношению	3	7
39	из этих	2	7
40	было бы	4	7
41	как и	11	7
42	том что	4	7
43	говорит о	1	7
44	не было	5	7
45	а не	5	7
46	вместе с	3	7
47	же в	1	7
48	отношению к	2	7
49	художественного произведения	1	6
50	это и	2	6
51	в себе	3	6
52	в нем	5	6
53	главным образом	1	6
54	это не	2	6
55	их в	3	6
56	том же	2	6
57	и его	17	6
58	в то	6	6
59	так и	3	6
60	между тем	3	6
61	бы и	1	6
62	у него	8	6
63	в основном	4	6
64	то что	5	6
65	одним из	2	5
66	и есть	3	5
67	в их	4	5
68	все же	2	5
69	в пределах	1	5
70	в плане	2	5
71	и при	1	5
72	не в	1	5
73	тому что	1	5
74	же время	6	5
75	связи с	6	5
76	образы и	1	5
77	на основе	2	5
78	произведения как	1	5
79	работы над	1	5
80	один из	4	5
81	художника и	1	5
82	для художника	1	5
83	он говорит	6	5
84	как бы	3	5
85	в результате	1	5
86	сказать что	3	5
87	только в	3	5
88	с его	3	4
89	в этой	3	4
90	вот как	2	4
91	перед нами	1	4
92	когда он	1	4
93	в самом	6	4
94	в целом	2	4
95	них не	1	4
96	в них	9	4
97	даже в	4	4
98	одна из	3	4
99	никогда не	1	4
100	для его	1	4
101	в ее	3	4
102	можно сказать	2	4
103	образов и	2	4
104	с ними	1	4
105	что он	2	4
106	в нашей	2	4
107	в одном	7	4
108	как раз	5	4
109	в связи	5	4
110	жорж санд	1	4
111	в романе	15	4
112	в своей	6	4
113	например в	2	3
114	в котором	2	3
115	из его	1	3
116	др в	1	3
117	и он	1	3
118	видели что	1	3
119	но как	2	3
120	нет и	1	3
121	что они	1	3
122	с этим	2	3
123	и как	3	3
124	и к	3	3
125	всех этих	3	3
126	и по	1	3
127	его в	1	3
128	далеко не	2	3
129	что не	1	3
130	с тем	1	3
131	мы видели	3	3
132	во время	8	3
133	точки зрения	2	3
134	и ее	2	3
135	это делает	1	3
136	одном из	2	3
137	как о	2	3
138	у нас	4	3
139	значительной мере	1	3
140	том как	1	3
141	образом в	2	3
142	в виду	7	3
143	никак не	3	3
144	в значительной	3	3
145	что и	3	3
146	говорит в	1	3
147	того что	1	3
148	большей или	3	3
149	и образы	1	3
150	или меньшей	3	3
151	и их	1	3
152	даже и	2	3
153	момент в	2	3
154	из приведенных	1	3
155	в конце	3	3
156	что пишет	1	3
157	именно в	2	3
