N	2gram	Losev_Prob_4	Komedia
1	и в	20	26
2	едва ли	10	14
3	и не	28	14
4	и его	10	12
5	к тому	3	12
6	так и	10	12
7	тому же	2	11
8	может быть	9	11
9	в том	20	11
10	в этом	9	10
11	но и	14	10
12	столь же	2	9
13	том что	12	9
14	если бы	8	9
15	вместе с	5	9
16	что в	3	9
17	ясно что	7	8
18	было бы	14	8
19	и на	3	7
20	не только	24	7
21	на себя	1	7
22	что и	3	7
23	из них	3	7
24	еще не	7	6
25	в своем	3	6
26	о том	5	6
27	в нем	5	6
28	таким образом	8	6
29	в то	4	6
30	того чтобы	2	6
31	потому что	15	6
32	и здесь	1	6
33	во время	1	6
34	то что	15	6
35	в которой	2	5
36	с его	2	5
37	что он	8	5
38	так что	6	5
39	в истории	3	5
40	независимо от	3	5
41	с этим	4	5
42	для того	3	5
43	ни в	17	5
44	с тем	4	5
45	и с	7	5
46	в качестве	10	5
47	по адресу	1	4
48	уже в	4	4
49	меньше всего	3	4
50	хотя и	5	4
51	в самом	2	4
52	что это	2	4
53	в целом	1	4
54	из этих	1	4
55	с их	1	4
56	это было	2	4
57	в них	5	4
58	как и	6	4
59	в этих	5	4
60	тому что	1	4
61	не менее	10	4
62	и новой	1	4
63	это слово	1	4
64	как будто	11	4
65	больше того	1	4
66	как мы	3	4
67	можно было	4	4
68	за то	1	4
69	его в	2	4
70	в его	3	4
71	только в	23	4
72	же в	4	4
73	в начале	3	4
74	так как	5	4
75	у него	1	4
76	что для	1	4
77	прежде всего	11	4
78	в частности	2	4
79	как это	3	4
80	все же	2	4
81	и для	4	4
82	и от	6	4
83	одной из	4	4
84	точки зрения	14	4
85	становится в	1	3
86	в котором	2	3
87	то же	7	3
88	в их	1	3
89	вопрос о	1	3
90	того же	2	3
91	это время	1	3
92	в ней	7	3
93	что его	4	3
94	во всех	4	3
95	но не	5	3
96	как в	5	3
97	но в	8	3
98	со своей	2	3
99	в этой	4	3
100	как он	1	3
101	но все	3	3
102	человека в	3	3
103	в каждом	1	3
104	первую очередь	1	3
105	но если	6	3
106	в обоих	2	3
107	не имеет	4	3
108	в самой	4	3
109	связи с	3	3
110	и сам	1	3
111	то время	2	3
112	в образе	1	3
113	и поэтому	1	3
114	к нему	3	3
115	дело с	2	3
116	себя в	2	3
117	для всех	3	3
118	никто не	2	3
119	представить себе	2	3
120	друг друга	2	3
121	мы можем	3	3
122	тем что	3	3
123	в первую	1	3
124	здесь в	5	3
125	не было	3	3
126	о чем	1	3
127	в связи	3	3
128	и особенно	1	3
129	из которых	3	3
130	да и	5	3
131	с этой	1	3
132	все это	9	3
133	или в	5	3
134	для нас	6	3
135	отрывки из	1	3
136	а в	4	3
137	в своей	4	3
138	жизни и	5	3
139	по поводу	1	3
140	том числе	1	3
141	не может	5	3
142	как известно	1	2
143	также что	1	2
144	и т	4	2
145	одним из	1	2
146	только потому	1	2
147	и есть	4	2
148	перед лицом	1	2
149	мы имеем	6	2
150	мы не	7	2
151	время как	2	2
152	говорить о	2	2
153	не вполне	2	2
154	то это	3	2
155	в виду	6	2
156	и был	1	2
157	он был	3	2
158	под названием	1	2
159	бы то	1	2
160	в ее	5	2
161	и другие	1	2
162	если в	1	2
163	силу этого	1	2
164	тут же	3	2
165	отнюдь не	10	2
166	что именно	2	2
167	этом же	1	2
168	достаточно ясно	2	2
169	имеет в	1	2
170	в действительности	1	2
171	и хотя	1	2
172	то ли	2	2
173	за собой	2	2
174	да еще	1	2
175	с той	1	2
176	бы и	3	2
177	сказать о	3	2
178	платон в	1	2
179	жизни так	1	2
180	в нашем	12	2
181	в греции	1	2
182	ни одна	2	2
183	и если	5	2
184	что она	4	2
185	он не	2	2
186	и еще	1	2
187	в принципе	1	2
188	в силу	1	2
189	то ни	1	2
190	об этом	6	2
191	это не	7	2
192	в традиционных	1	2
193	этом смысле	3	2
194	на сцене	1	2
195	в это	2	2
196	не всегда	1	2
197	чем в	1	2
198	когда в	1	2
199	всяком случае	4	2
200	признать что	1	2
201	которые в	1	2
202	не в	13	2
203	в конце	2	2
204	однако в	2	2
205	вовсе не	21	2
206	даже в	1	2
207	в одном	4	2
208	и после	1	2
209	не является	10	2
210	содержанию и	1	2
211	самой общей	1	2
212	всего в	1	2
213	и это	2	2
214	говоря уже	2	2
215	с самого	1	2
216	и что	2	2
217	с собой	3	2
218	общей форме	1	2
219	и во	4	2
220	и все	8	2
221	в античной	1	2
222	все время	2	2
223	по содержанию	2	2
224	тот же	2	2
225	речь о	2	2
226	с ними	2	2
227	в какой	4	2
228	и ее	4	2
229	с одной	1	2
230	и у	1	2
231	является не	2	2
232	т п	1	2
233	отношение к	1	2
234	в других	2	2
235	рядом с	1	2
236	нет и	2	2
237	и к	3	2
238	до сих	1	2
239	с другой	7	2
240	нового времени	1	2
241	одной стороны	1	2
242	для их	1	2
243	если не	3	2
244	так называемых	1	2
245	мы находим	2	2
246	уже о	1	2
247	по своему	6	2
248	в изображении	1	2
249	в той	8	2
250	как бы	4	2
251	о соотношении	1	2
252	сих пор	1	2
253	каждой из	2	2
254	вообще говоря	1	2
255	бы в	1	2
256	еще более	2	2
257	хотя бы	7	2
258	ни было	2	2
259	не говоря	3	2
260	к его	3	2
261	из этого	3	2
262	и жизнь	2	2
263	во всяком	8	2
264	социального положения	1	2
265	созданные в	1	1
266	говоря о	1	1
267	как говорят	1	1
268	самом деле	3	1
269	или к	2	1
270	говорилось выше	1	1
271	мере в	1	1
272	не обходится	3	1
273	как результат	1	1
274	о существовании	1	1
275	что эти	1	1
276	и этот	3	1
277	работах по	1	1
278	не происходит	1	1
279	обойтись без	2	1
280	то для	3	1
281	на первый	1	1
282	сравнению с	1	1
283	по объему	1	1
284	повседневной жизни	1	1
285	деле здесь	1	1
286	обходится без	2	1
287	ему в	2	1
288	и самой	1	1
289	в каждой	3	1
290	чем отличается	2	1
291	и самого	1	1
292	чем больше	1	1
293	всегда можно	1	1
294	между собой	2	1
295	которые якобы	1	1
296	все эти	16	1
297	не был	1	1
298	время в	1	1
299	в чем	2	1
300	там и	1	1
301	то мы	2	1
302	о смерти	1	1
303	значение и	1	1
304	не просто	16	1
305	от такого	1	1
306	первых десятилетий	1	1
307	из таких	1	1
308	всю эту	2	1
309	чем же	3	1
310	первый взгляд	1	1
311	общего с	2	1
312	в художественном	4	1
313	как к	1	1
314	и нет	1	1
315	в распоряжении	1	1
316	это был	1	1
317	однако не	4	1
318	не являются	2	1
319	тем же	1	1
320	более или	2	1
321	гораздо более	1	1
322	человек совершает	1	1
323	жизни в	2	1
324	для ее	2	1
325	для которого	1	1
326	себе как	1	1
327	только два	1	1
328	действительности но	1	1
329	если мы	5	1
330	остановиться на	1	1
331	в себе	12	1
332	на его	2	1
333	больше всего	1	1
334	богатым и	1	1
335	сами эти	1	1
336	никакому сомнению	1	1
337	и более	3	1
338	не могли	2	1
339	его от	1	1
340	к выводу	1	1
341	от нее	1	1
342	а вместе	2	1
343	рабского труда	1	1
344	однако едва	1	1
345	для изображения	1	1
346	в другом	3	1
347	бы быть	2	1
348	на все	2	1
349	мира сего	1	1
350	действительности в	1	1
351	за другой	1	1
352	всю свою	1	1
353	по себе	11	1
354	в жизни	3	1
355	но уже	1	1
356	с бесконечными	1	1
357	в соединении	1	1
358	и уже	1	1
359	он и	1	1
360	ни с	4	1
361	какую бы	1	1
362	как таковой	1	1
363	и тогда	2	1
364	только тем	1	1
365	или менее	2	1
366	и при	1	1
367	нас не	1	1
368	и без	6	1
369	из которой	1	1
370	себе вполне	1	1
371	было очень	1	1
372	от его	1	1
373	должны были	1	1
374	с использованием	1	1
375	сам же	1	1
376	только для	3	1
377	xx в	1	1
378	нам в	1	1
379	ее для	2	1
380	тем не	10	1
381	и меньше	1	1
382	это дело	1	1
383	бы достаточно	1	1
384	вещей и	1	1
385	том же	1	1
386	на разные	1	1
387	для нее	1	1
388	вместе со	1	1
389	и очень	5	1
390	сцене мы	1	1
391	с точки	11	1
392	не раз	2	1
393	но они	2	1
394	тем самым	4	1
395	что эта	1	1
396	лиц и	1	1
397	правда в	3	1
398	на два	1	1
399	здесь на	2	1
400	на себе	3	1
401	его внешность	1	1
402	весь этот	2	1
403	как о	3	1
404	в основе	1	1
405	от жизни	1	1
406	отношениях к	1	1
407	из их	1	1
408	иметь в	1	1
409	никогда не	1	1
410	в отношениях	1	1
411	самой жизни	3	1
412	ничего не	1	1
413	в разных	4	1
414	имеем дело	3	1
415	и является	3	1
416	буквальном смысле	2	1
417	с новой	1	1
418	этот образ	1	1
419	соотношении в	1	1
420	в области	3	1
421	в каком	6	1
422	нет ни	4	1
423	от каждого	1	1
424	мало чем	1	1
425	и вполне	5	1
426	вошли в	1	1
427	и всех	2	1
428	насилия и	1	1
429	отличается от	4	1
430	числе и	1	1
431	на известное	1	1
432	бы он	1	1
433	той или	14	1
434	для его	2	1
435	они и	2	1
436	из себя	2	1
437	рода отношения	1	1
438	для себя	2	1
439	всех случаях	1	1
440	приходит к	2	1
441	преследования его	1	1
442	это противопоставление	1	1
443	на основе	1	1
444	только при	6	1
445	представим себе	1	1
446	сильных мира	1	1
447	действия и	2	1
448	в пределах	2	1
449	на свой	1	1
450	на очень	1	1
451	торжество и	1	1
452	если они	1	1
453	нельзя сказать	1	1
454	времени и	4	1
455	реальной жизни	1	1
456	в контексте	1	1
457	здесь нет	3	1
458	мог бы	1	1
459	образы в	1	1
460	вокруг этого	1	1
461	но никак	2	1
462	веры в	1	1
463	по сравнению	1	1
464	разного рода	1	1
465	жизнь и	4	1
466	в эпоху	1	1
467	о котором	1	1
468	не будучи	1	1
469	остановимся на	2	1
470	с ним	4	1
471	в содержании	1	1
472	не меньше	1	1
473	выводу что	1	1
474	а также	6	1
475	возможна только	1	1
476	мы убеждаемся	1	1
477	внимание на	1	1
478	никак не	4	1
479	как ее	1	1
480	одного из	1	1
481	все его	1	1
482	там же	2	1
483	слова эти	1	1
484	нас в	1	1
485	этих двух	1	1
486	каждом из	1	1
487	в которую	1	1
488	при встрече	1	1
489	в два	2	1
490	его изображения	1	1
491	нуждается в	1	1
492	что же	1	1
493	быть даже	1	1
494	и ни	5	1
495	на действительность	1	1
496	своему содержанию	5	1
497	в литературе	2	1
498	по своей	1	1
499	обе эти	1	1
500	всякого рода	3	1
501	образов и	1	1
502	мы видим	1	1
503	взывает к	1	1
504	что даже	1	1
505	человека все	1	1
506	и весьма	2	1
507	даже если	3	1
508	очень много	2	1
509	свет стоит	1	1
510	мы вообще	1	1
511	то он	2	1
512	по мнению	1	1
513	они могут	2	1
514	если принять	1	1
515	по этому	2	1
516	тот или	2	1
517	чем свет	1	1
518	конечно не	3	1
519	только на	2	1
520	то и	5	1
521	ни одного	1	1
522	этого понятия	2	1
523	чем они	1	1
524	свидетельствует о	2	1
525	не все	1	1
526	в сознании	3	1
527	большинстве случаев	1	1
528	категории к	1	1
529	не так	3	1
530	для него	3	1
531	в известной	1	1
532	человека из	1	1
533	не о	1	1
534	как раз	4	1
535	ее на	1	1
536	он почти	1	1
537	само собой	3	1
538	о которых	2	1
539	в очень	1	1
540	к самому	1	1
541	соединении с	1	1
542	были бы	3	1
543	которые как	3	1
544	из двух	1	1
545	и даже	9	1
546	или иной	13	1
547	человеком а	1	1
548	не обязательно	2	1
549	ряд с	2	1
550	собой разумеется	1	1
551	на чем	1	1
552	убеждаемся в	2	1
553	относящихся к	1	1
554	что не	4	1
555	разных ее	1	1
556	говорит о	2	1
557	у нас	14	1
558	этого не	2	1
559	гомера в	1	1
560	она является	2	1
561	до конца	1	1
562	и самый	1	1
563	не на	1	1
564	который с	1	1
565	более важные	1	1
566	а не	7	1
567	однако и	1	1
