N	2gram	Bakhtin_Fr_6	formyVre
1	и в	41	46
2	в этом	12	22
3	еды и	1	19
4	у рабле	10	18
5	и питья	1	17
6	кн i	2	16
7	i гл	2	15
8	кн ii	7	14
9	прежде всего	10	14
10	вовсе не	7	13
11	в романе	2	13
12	человеческого тела	5	12
13	и его	13	12
14	ii гл	7	12
15	во всех	17	11
16	не только	10	11
17	рабле в	4	11
18	только в	3	11
19	смерти в	1	11
20	как бы	7	10
21	то есть	24	10
22	во время	9	10
23	точки зрения	2	10
24	в том	2	10
25	но в	8	10
26	мы уже	18	9
27	не в	4	9
28	у него	7	9
29	но и	13	9
30	вместе с	6	9
31	и не	3	9
32	и для	3	9
33	мира и	2	9
34	то же	5	8
35	смерть и	1	8
36	как и	7	8
37	с точки	2	8
38	для того	1	8
39	того чтобы	4	8
40	потому что	3	8
41	связи с	2	8
42	в его	7	8
43	из них	5	8
44	в связи	1	8
45	в основном	1	8
46	жизни и	3	8
47	и на	9	7
48	в главе	2	7
49	так сказать	2	7
50	всех этих	2	7
51	так и	5	7
52	в них	7	7
53	вещей и	1	7
54	в эпизоде	5	7
55	может быть	2	7
56	времени в	1	7
57	в одном	5	7
58	то что	10	7
59	картину мира	1	7
60	как мы	12	6
61	еще не	1	6
62	все же	4	6
63	и наконец	4	6
64	во рту	8	6
65	при этом	3	6
66	человека в	1	6
67	и с	16	6
68	его в	1	6
69	в основе	4	6
70	никогда не	8	6
71	те же	3	6
72	и во	2	6
73	панурга о	3	6
74	так как	10	6
75	человеческое тело	2	6
76	в особенности	7	6
77	здесь в	9	6
78	все это	11	6
79	и времени	1	6
80	и все	9	6
81	рыцарский роман	1	5
82	но не	2	5
83	с этим	3	5
84	в своем	5	5
85	все эти	11	5
86	связанные с	1	5
87	он не	2	5
88	в нем	16	5
89	в то	6	5
90	рабле и	7	5
91	в дальнейшем	2	5
92	романа рабле	1	5
93	и у	2	5
94	в пространстве	1	5
95	тела и	15	5
96	и др	10	5
97	в частности	2	5
98	в пределах	1	5
99	рабле не	1	5
100	по существу	1	5
101	телесный ряд	1	5
