N	4gram	Tiupa_Anal_2	formyVre
1	в то же время	2	6
2	одно и то же	1	3
3	одних и тех же	1	2
4	в нашем случае в	1	1
5	имеет место слияние пространственных	1	1
6	в осмысленном и конкретном	1	1
7	и временных примет в	1	1
8	пространственных и временных примет	1	1
9	примет в осмысленном и	1	1
10	осмысленном и конкретном целом	1	1
11	временных примет в осмысленном	1	1
12	во времени и пространстве	1	1
13	слияние пространственных и временных	1	1
14	место слияние пространственных и	1	1
15	в тех случаях когда	1	1
