N	3gram	Trubetskoy_1	Dialekti
1	с точки зрения	6	9
2	в том что	3	9
3	по крайней мере	5	7
4	не может быть	1	6
5	то же время	2	6
6	в то же	2	6
7	для того чтобы	5	5
8	не в том	1	4
9	это и есть	1	4
10	только тогда когда	1	4
11	то или иное	2	3
12	и в этом	2	3
13	или по крайней	1	3
14	что это есть	1	3
15	на то что	2	3
16	же что и	1	3
17	о том как	1	2
18	и в то	1	2
19	не имеет никакого	1	2
20	точно так же	3	2
21	с этой точки	2	2
22	ничего общего с	2	2
23	но в то	1	2
24	этой точки зрения	2	2
25	иметь в виду	1	2
26	по сравнению с	2	2
27	в свою очередь	1	2
28	мы видим что	1	2
29	тем не менее	3	2
30	здесь идет речь	1	1
31	не может не	1	1
32	крайней мере до	1	1
33	что в этом	1	1
34	в силу этого	1	1
35	сказать что в	1	1
36	говорить лишь о	1	1
37	из этих трех	1	1
38	в себе не	1	1
39	можно говорить лишь	1	1
40	очень много но	1	1
41	и есть то	1	1
42	одного из своих	1	1
43	в отличие от	1	1
44	можно сказать что	2	1
45	но для этого	1	1
46	с тем что	1	1
47	совершенно ясно что	1	1
48	некоторый реальный и	1	1
49	не похоже на	1	1
50	некоторые из них	2	1
51	и иной раз	1	1
52	только в силу	1	1
53	в области отдельных	1	1
54	в данном случае	1	1
55	в сфере религиозной	1	1
56	в конце концов	3	1
57	рождение и смерть	1	1
58	и в сущности	1	1
59	силу этого и	1	1
60	так или иначе	3	1
61	с тем или	1	1
62	в связи с	3	1
63	а не как	1	1
64	как бы в	1	1
65	а вместе с	1	1
66	его можно только	2	1
67	из которых каждый	1	1
68	все те же	1	1
69	но тем не	1	1
70	том что они	1	1
71	и у них	1	1
72	о том что	4	1
73	и вместе с	4	1
74	не только не	1	1
75	речь идет о	1	1
76	он как бы	1	1
77	но все же	4	1
78	не более как	1	1
79	с другой стороны	1	1
80	может и не	1	1
81	после того как	1	1
82	его уже не	1	1
83	так как самое	1	1
84	может быть в	1	1
85	который можно назвать	1	1
86	надо иметь в	1	1
87	той или иной	2	1
