N	3gram	Bakhtin_sl_2	FransuaR
1	то же время	4	9
2	в то же	4	9
3	для того чтобы	2	6
4	в том что	4	6
5	в этом отношении	3	5
6	но в то	3	5
7	в связи с	2	5
8	зрения на мир	2	4
9	а также и	2	4
10	до известной степени	1	4
11	в том числе	1	4
12	как мы видели	1	4
13	до сих пор	2	3
14	в нем не	1	3
15	точки зрения на	1	2
16	и связанные с	2	2
17	в чем же	1	2
18	в средние века	1	2
19	он не только	1	2
20	с точки зрения	3	2
21	в отличие от	12	2
22	том числе и	1	2
23	и не в	1	2
24	это очень важно	1	2
25	в xvii веке	1	2
26	и не могут	1	2
27	мы уже говорили	1	2
28	не может быть	15	2
29	нужно сказать что	1	2
30	в большинстве случаев	5	2
31	между словом и	3	2
32	также и в	1	2
33	мы дальше увидим	1	1
34	том что в	1	1
35	и в различных	1	1
36	хотя и не	1	1
37	в той или	3	1
38	даже там где	1	1
39	далеко не все	1	1
40	по отношению к	4	1
41	не только о	2	1
42	но и более	1	1
43	и все остальные	1	1
44	же время и	1	1
45	в эту игру	1	1
46	что не может	1	1
47	и до конца	1	1
48	что одним из	1	1
49	к нему не	1	1
50	сих пор не	2	1
51	в мировой литературе	2	1
52	и в то	1	1
53	реальные исторические силы	1	1
54	что он не	1	1
55	особенно важное значение	1	1
56	между тем как	1	1
57	этом отношении он	1	1
58	мы видели что	1	1
59	подчеркнуть что в	1	1
60	во всех областях	4	1
61	может быть и	2	1
62	в значительной степени	6	1
63	и в значительной	1	1
64	в ту же	1	1
65	как мы сказали	2	1
66	как мы дальше	1	1
67	века и в	1	1
68	во всех этих	1	1
69	для этой цели	1	1
70	и даже по	1	1
71	языках и в	1	1
72	очень важно для	1	1
73	то перед нами	1	1
74	то есть чисто	1	1
75	в его целом	1	1
76	в нем есть	1	1
77	все то что	1	1
78	по ту сторону	1	1
79	мы не можем	1	1
80	вообще не знает	1	1
81	мы уже сказали	1	1
82	так и в	3	1
83	как и в	1	1
84	в свою очередь	2	1
85	мира с его	1	1
86	в истории литературы	2	1
87	о том что	1	1
88	включает в себя	2	1
89	той или иной	5	1
90	средние века и	1	1
91	один из важнейших	2	1
92	дошедшие до нас	1	1
93	нем не только	1	1
94	в другом случае	1	1
95	как мы уже	2	1
96	ту же эпоху	1	1
97	конечно не в	1	1
98	тем не менее	1	1
99	одна из самых	1	1
100	во всех формах	1	1
101	тем как в	1	1
