N	3gram	Vinokur_Ku_1	Problema
1	в настоящее время	1	16
2	о том что	5	14
3	тем не менее	4	12
4	во всяком случае	5	10
5	вовсе не есть	1	10
6	в этом случае	2	7
7	по крайней мере	5	6
8	так или иначе	2	6
9	и т д	14	6
10	в этом смысле	3	5
11	с одной стороны	1	5
12	в связи с	3	5
13	того или иного	3	5
14	с другой стороны	6	5
15	более или менее	3	4
16	как раз и	1	4
17	только в том	3	4
18	до сих пор	4	4
19	тот или иной	1	4
20	ни в каком	1	4
21	и вовсе не	2	4
22	на то что	2	4
23	в то же	2	4
24	в том что	15	4
25	не говоря уже	1	4
26	что иное как	1	3
27	хотя бы и	2	3
28	точно так же	1	3
29	не может быть	3	3
30	те или иные	1	3
31	не что иное	1	3
32	только тогда когда	1	3
33	должны были бы	1	2
34	крайней мере в	1	2
35	как только мы	1	2
36	то это значит	1	2
37	то во всяком	1	2
38	на самом деле	2	2
39	в самом деле	7	2
40	так что в	1	2
41	никак не может	1	2
42	имеется в виду	1	2
43	сами по себе	1	2
44	можно говорить о	1	2
45	а может быть	1	2
46	можно было бы	3	2
47	в том случае	1	2
48	для того чтобы	15	2
49	не только в	1	2
50	само по себе	1	2
51	имеем в виду	1	2
52	когда мы говорим	1	2
53	того или другого	1	2
54	заключается в том	2	2
55	та или иная	1	2
56	ничего общего с	1	2
57	друг от друга	1	2
58	на том что	1	1
59	несколько слов о	2	1
60	и вовсе уже	1	1
61	что в этом	1	1
62	только потому что	6	1
63	в какой мере	1	1
64	того что в	2	1
65	чтобы можно было	1	1
66	иметь в виду	1	1
67	а вовсе не	1	1
68	это было бы	1	1
69	что в данном	1	1
70	внимание на то	2	1
71	свидетельствует о том	1	1
72	о том как	3	1
73	а в том	2	1
74	в языке есть	1	1
75	где как раз	1	1
76	в живой речи	1	1
77	потому что не	2	1
78	и если мы	1	1
79	с этим мы	1	1
80	и во многих	1	1
81	том случае если	1	1
82	в зависимости от	5	1
83	вовсе не потому	1	1
84	же звук который	1	1
85	по своему содержанию	1	1
86	о языке вообще	1	1
87	между тем как	1	1
88	в этом отношении	5	1
89	с тем чтобы	1	1
90	в собственном смысле	1	1
91	к тому чтобы	1	1
92	содержание и что	1	1
93	том что не	1	1
94	может быть проще	1	1
95	что все это	1	1
96	вместе с тем	3	1
97	не то что	1	1
98	в известной мере	1	1
99	ни в какой	1	1
100	и в то	1	1
101	в целом и	2	1
102	можно ли в	1	1
103	пользуясь своим языком	1	1
104	так же как	1	1
105	того что он	1	1
106	все равно не	1	1
107	вовсе уже не	1	1
108	с его значением	1	1
109	если бы в	1	1
110	несет на себе	1	1
111	и то же	1	1
112	в общем смысле	1	1
113	вовсе не то	1	1
114	тот же звук	2	1
115	ли в этом	1	1
116	а с другой	3	1
117	придают большое значение	2	1
118	и ничего не	1	1
119	она все же	1	1
120	он несет на	1	1
121	только в его	1	1
122	идет у нас	1	1
123	а только в	2	1
124	только о том	1	1
125	вовсе еще не	1	1
126	потому что они	1	1
127	вовсе не только	1	1
128	т д это	1	1
129	что в языке	1	1
130	не есть нечто	1	1
131	то обстоятельство что	8	1
132	от того что	1	1
133	в подлинном смысле	1	1
134	не потому что	3	1
135	то ни другое	1	1
136	так и в	2	1
137	язык как система	1	1
138	хотя бы в	4	1
139	и тем самым	1	1
140	слова как они	1	1
141	что представление о	1	1
142	языка как такового	1	1
143	той или иной	1	1
144	но все же	2	1
145	то оно не	1	1
146	мы имеем в	1	1
147	является то обстоятельство	1	1
148	что нет ничего	1	1
149	ни то ни	1	1
150	в этих случаях	1	1
151	в каждом из	2	1
152	нужно было бы	2	1
153	у нас только	1	1
154	и в его	1	1
155	что слово есть	1	1
156	не имел бы	1	1
157	из области не	1	1
158	в свое время	2	1
