N	2gram	Losev_Prob_2	Istorich
1	и т	6	27
2	и в	35	26
3	т д	6	24
4	так же	5	18
5	т е	1	18
6	то что	38	16
7	не только	24	15
8	может быть	18	14
9	что в	11	14
10	же как	1	13
11	но и	16	12
12	так и	7	10
13	таким образом	4	10
14	и его	1	10
15	что он	4	10
16	при помощи	8	10
17	все же	8	9
18	его в	3	9
19	что и	2	9
20	так как	7	9
21	и не	37	9
22	то же	5	8
23	этих случаях	1	8
24	а в	4	8
25	мы имеем	1	7
26	в этом	17	7
27	он не	2	7
28	об этом	2	7
29	как и	5	7
30	в этих	4	7
31	во время	1	7
32	их в	4	7
33	нас к	1	7
34	как в	1	7
35	что здесь	1	7
36	в качестве	2	7
37	превращается в	1	7
38	и то	10	6
39	еще не	10	6
40	что они	3	6
41	мы можем	6	6
42	в дальнейшем	1	6
43	к нему	2	6
44	потому что	13	6
45	а не	10	6
46	не может	13	6
47	вместе с	2	6
48	это и	3	5
49	мы уже	3	5
50	то это	3	5
51	но не	4	5
52	эта связь	2	5
53	и как	4	5
54	но в	6	5
55	уже не	8	5
56	и только	4	5
57	в силу	1	5
58	и по	3	5
59	с собой	1	5
60	но все	2	5
61	в другом	1	5
62	и с	10	5
63	это не	1	5
64	не в	2	5
65	точно так	3	5
66	ничего не	10	5
67	как мы	5	5
68	на нем	2	5
69	и здесь	4	5
70	и что	13	5
71	в его	7	5
72	в одном	1	5
73	тем что	4	5
74	имеется у	1	5
75	до сих	4	5
76	и др	2	5
77	из которых	2	5
78	сих пор	4	5
79	мы должны	3	5
80	к этому	1	5
81	вопрос о	3	4
82	на себя	1	4
83	в которых	1	4
84	не просто	11	4
85	его на	1	4
86	дает нам	1	4
87	не годится	2	4
88	с водой	1	4
89	но эта	3	4
90	даже в	2	4
91	указывает на	5	4
92	здесь не	2	4
93	о том	18	4
94	и даже	11	4
95	вовсе не	37	4
96	с другой	6	4
97	а на	1	4
98	все что	3	4
99	в тех	2	4
100	в человеческом	1	4
101	другой стороны	5	4
102	из трех	2	3
103	что иное	3	3
104	и действительно	2	3
105	из этих	3	3
106	только тогда	3	3
107	относится к	6	3
108	перед нами	2	3
109	все эти	7	3
110	одном случае	1	3
111	и и	1	3
112	на то	6	3
113	и если	3	3
114	что она	4	3
115	при этом	3	3
116	что у	1	3
117	на земле	1	3
118	что ни	1	3
119	должен был	1	3
120	не мог	1	3
121	том что	19	3
122	и при	2	3
123	и более	5	3
124	как это	1	3
125	что эта	1	3
126	не имеет	7	3
127	на него	2	3
128	связи с	5	3
129	есть только	8	3
130	все еще	4	3
131	она не	3	3
132	данном случае	5	3
