N	3gram	Medvedev_V_1	Myshleni
1	в том что	5	21
2	для того чтобы	3	10
3	с одной стороны	2	7
4	в зависимости от	5	6
5	в связи с	3	6
6	во всяком случае	1	6
7	не может быть	8	6
8	по отношению к	7	5
9	можно было бы	2	5
10	на этот вопрос	1	5
11	по сравнению с	1	5
12	в самом деле	1	4
13	не удивительно поэтому	1	4
14	в том чтобы	2	4
15	о том что	3	4
16	в конечном счете	5	4
17	удивительно поэтому что	1	4
18	в том числе	2	3
19	том числе и	2	3
20	в данном случае	1	3
21	лежит в основе	1	3
22	мы видели что	3	3
23	по этому поводу	7	3
24	в этом отношении	13	3
25	в другом месте	2	2
26	более или менее	6	2
27	подобно тому как	2	2
28	в этом смысле	1	2
29	в том же	1	2
30	одной стороны и	2	2
31	хотя бы и	5	2
32	что он не	1	2
33	как увидим ниже	1	2
34	в целом но	1	2
35	то же самое	1	2
36	прав в том	1	2
37	вопрос о том	1	2
38	сама по себе	1	2
39	только тогда когда	1	2
40	приведенных выше данных	1	1
41	если бы он	1	1
42	этой проблемы в	1	1
43	не может не	2	1
44	но ни в	1	1
45	в той или	1	1
46	в силу этого	4	1
47	этой точки зрения	2	1
48	иметь в виду	2	1
49	что перед нами	1	1
50	имеем в виду	1	1
51	явлений и процессов	2	1
52	и в качестве	1	1
53	о том как	3	1
54	в течение многих	1	1
55	до сих пор	1	1
56	или иной мере	1	1
57	как и все	1	1
58	тот или иной	1	1
59	в самых ранних	1	1
60	то же говорит	2	1
61	из которых он	1	1
62	не могло бы	1	1
63	и плана в	1	1
64	только то что	2	1
65	то что в	1	1
66	а вместе с	1	1
67	фантазии от жизни	1	1
68	вот это представление	1	1
69	что в них	1	1
70	в частности к	1	1
71	в этом процессе	2	1
72	как если бы	1	1
73	именно в этом	1	1
74	в том случае	1	1
75	в целом и	1	1
76	и их роли	1	1
77	в применении к	1	1
78	в процессе своей	1	1
79	не в том	2	1
80	сами по себе	1	1
81	на основе учения	1	1
82	таким образом и	1	1
83	и это самое	1	1
84	могут привести к	1	1
85	как сказал бы	1	1
86	не могут быть	1	1
87	приводит к тому	1	1
88	дело не в	1	1
89	вещь в себе	1	1
90	в действительной жизни	1	1
91	нельзя не признать	1	1
92	ответ на этот	1	1
93	с другой стороны	8	1
94	так же как	1	1
95	не отличается от	1	1
96	не могут иметь	1	1
97	в частности в	2	1
98	у него в	1	1
99	том смысле что	1	1
100	хотим сказать что	1	1
101	том случае если	1	1
102	никогда не может	1	1
103	смысле слова с	1	1
104	ничего общего с	1	1
105	не только не	2	1
106	и лежит в	1	1
107	является для него	1	1
108	по его мнению	1	1
109	той или иной	1	1
110	можно сказать что	4	1
111	но ведь это	1	1
112	только в том	2	1
113	отлета фантазии от	1	1
114	после того как	1	1
115	в том смысле	1	1
116	для самого себя	1	1
117	и процессов в	1	1
118	и в конечном	1	1
119	по этому вопросу	1	1
120	об одном и	1	1
121	это представление что	1	1
122	все это не	1	1
123	к тому же	1	1
124	высказывается по этому	1	1
