N	3gram	Tiupa_Hudo_1	KulturaY
1	с точки зрения	3	16
2	для того чтобы	2	11
3	тем не менее	3	9
4	в том что	7	8
5	той или иной	4	5
6	в этом случае	1	4
7	в том случае	1	4
8	с одной стороны	2	4
9	в связи с	1	4
10	и в самом	1	4
11	того или иного	3	3
12	можно говорить о	1	3
13	а с другой	2	3
14	с другой стороны	5	3
15	не может быть	3	3
16	о том что	1	3
17	в той или	2	2
18	и того же	2	2
19	по отношению к	9	2
20	в том числе	2	2
21	в таком случае	1	2
22	в отличие от	7	2
23	при этом что	1	2
24	только то что	1	2
25	в известном смысле	1	2
26	не могут быть	1	2
27	в русском языке	1	2
28	более или менее	5	2
29	то или иное	1	2
30	одного и того	2	2
31	сама по себе	2	2
32	эти могут быть	1	2
33	дело не в	1	2
34	тот или иной	2	2
35	к тому же	1	2
36	если он не	1	1
37	мере в какой	1	1
38	прежде всего в	1	1
39	не более чем	1	1
40	в этом смысле	3	1
41	то же самое	1	1
42	он мог бы	1	1
43	в одной из	1	1
44	и в то	1	1
45	в иных случаях	1	1
46	а также в	1	1
47	ни в коем	2	1
48	что он не	1	1
49	бы то ни	1	1
50	лингвистической точки зрения	1	1
51	из того что	1	1
52	по крайней мере	1	1
53	в той мере	1	1
54	значении этого слова	2	1
55	и роман и	1	1
56	с этой точки	1	1
57	что даже в	1	1
58	на время в	1	1
59	может быть и	2	1
60	а тем более	1	1
61	в коем случае	2	1
62	ту или иную	1	1
63	войне и мире	2	1
64	этом смысле можно	1	1
65	в то время	1	1
66	на наших глазах	2	1
67	так же как	1	1
68	в виду не	3	1
69	прошлом и тем	1	1
70	заключается в том	1	1
71	все без исключения	1	1
72	в стилистическом отношении	2	1
73	в каждом человеке	1	1
74	в одном случае	1	1
75	в противном случае	2	1
76	по себе еще	1	1
77	которые в совокупности	1	1
78	а не с	1	1
79	или иной форме	1	1
80	тем или иным	1	1
81	в том отношении	1	1
82	только о том	1	1
83	лишь в самом	1	1
84	этой точки зрения	1	1
85	а в том	1	1
86	то же время	5	1
87	который может быть	1	1
88	в войне и	2	1
89	не говорит что	1	1
90	в свою очередь	2	1
91	в конечном счете	5	1
92	и прежде всего	1	1
93	имеет в своем	1	1
94	том отношении что	1	1
95	мы говорим о	1	1
96	мы имеем в	3	1
97	в данном отношении	1	1
98	а в ее	1	1
99	в то же	5	1
100	в рамках одного	1	1
101	к тому что	2	1
102	друг от друга	1	1
103	той мере в	1	1
104	тех или иных	2	1
105	себе еще не	1	1
106	быть не может	1	1
107	искусства тем что	1	1
108	именно потому что	1	1
