N	3gram	Bakhtin_Pr_2	Mirosoze
1	не может быть	6	17
2	записок из подполья	1	5
3	не было бы	1	5
4	у достоевского есть	1	5
5	в творчестве достоевского	1	4
6	у достоевского нет	1	4
7	и потому не	1	3
8	и в самом	2	3
9	в братьях карамазовых	2	3
10	и ивана карамазова	1	2
11	в своей записной	1	2
12	прежде всего в	1	2
13	по отношению к	8	2
14	уже не только	1	2
15	к учению о	1	2
16	он не может	1	2
17	до сих пор	2	2
18	и не может	2	2
19	хотя бы и	2	2
20	достоевский прежде всего	2	2
21	что он не	1	2
22	в его романах	4	2
23	но он не	1	2
24	к нему все	1	2
25	в центре его	1	2
26	в том смысле	1	2
27	то время как	1	2
28	не только в	1	2
29	в конце концов	3	2
30	это не значит	1	2
31	идеи у достоевского	3	2
32	в дневнике писателя	1	2
33	а не только	2	2
34	в то время	1	2
35	никогда не может	2	2
36	ивана карамазова и	1	2
37	своей записной книжке	1	2
38	для того чтобы	1	2
39	в высшей степени	1	2
40	он не только	2	2
41	для него не	1	1
42	все в нем	1	1
43	нет и не	1	1
44	прежде всего видит	1	1
45	в образе христа	1	1
46	не значит конечно	1	1
47	значит конечно что	1	1
48	он видел в	1	1
49	с одним из	1	1
50	имеем в виду	2	1
51	в самом деле	3	1
52	уже в конце	1	1
53	своего творческого пути	1	1
54	будет ли она	1	1
55	потому что не	1	1
56	своем художественном творчестве	1	1
57	бы он ни	1	1
58	что в мире	1	1
59	к нему не	1	1
60	достоевский в своем	1	1
61	мир в котором	1	1
62	в мою душу	1	1
63	в своей книге	1	1
64	и действительно в	1	1
65	правда у достоевского	1	1
66	в зависимости от	3	1
67	только может быть	1	1
68	в отличие от	1	1
69	в романах достоевского	5	1
70	у него не	1	1
71	в наше время	1	1
72	свободы и необходимости	1	1
73	униженных и оскорбленных	1	1
74	у достоевского все	1	1
75	все это лишь	1	1
76	человеческих отношений и	1	1
77	он ни был	1	1
78	и у него	1	1
79	достоевский был не	1	1
80	в нем нет	1	1
81	у него нет	2	1
82	нему как к	1	1
83	жизни и в	1	1
84	идея о том	1	1
85	был бы не	1	1
86	в своем художественном	1	1
87	котором не было	1	1
88	слова а не	1	1
89	достоевский никогда не	5	1
90	был не только	1	1
91	о человеке в	1	1
92	отношению к нему	1	1
93	униженным и оскорбленным	1	1
94	по сравнению с	2	1
95	в котором не	1	1
96	по природе своей	1	1
97	всего творчества достоевского	1	1
98	в этих словах	1	1
99	и не знают	1	1
100	видел в ней	1	1
101	человека в человеке	2	1
102	друг к другу	3	1
103	но не только	1	1
104	как бы в	2	1
105	как у достоевского	1	1
106	или лучше сказать	1	1
107	быть до конца	1	1
108	достоевского как и	1	1
109	достоевского не было	1	1
110	и в том	2	1
111	к униженным и	1	1
112	к нему как	2	1
113	в него как	1	1
114	уже в иной	1	1
115	у меня была	1	1
116	преступления и наказания	1	1
117	всего того что	1	1
118	на протяжении всего	2	1
119	творчества достоевского как	1	1
120	нужно сказать что	1	1
121	мы имеем в	2	1
122	о том что	3	1
123	да или нет	1	1
124	герой записок из	1	1
125	но не в	2	1
126	можно было бы	1	1
127	в том что	4	1
128	была для него	2	1
129	достоевского в этом	2	1
130	она не может	2	1
131	не так как	1	1
132	в мир его	1	1
133	центре его творчества	1	1
