N	3gram	Tiupa_Anal_1	formyVre
1	и т п	3	11
2	с точки зрения	4	8
3	в связи с	1	7
4	для того чтобы	3	7
5	не только в	1	5
6	в том же	1	4
7	то же время	6	4
8	в то же	8	4
9	друг с другом	1	4
10	имеем в виду	1	3
11	в том числе	3	3
12	о том как	1	3
13	но и в	2	3
14	в том что	9	3
15	прежде всего в	1	2
16	равно как и	1	2
17	то же самое	2	2
18	до сих пор	1	2
19	сами по себе	2	2
20	и та же	1	2
21	том числе и	1	2
22	и должно быть	1	2
23	одна и та	1	2
24	в этом отношении	2	2
25	в этом ряду	2	2
26	мы имеем в	1	2
27	и того же	2	1
28	в той или	3	1
29	и в сущности	1	1
30	а отнюдь не	1	1
31	а вовсе не	1	1
32	как и во	1	1
33	том что он	2	1
34	только в том	1	1
35	более того в	1	1
36	в отличие от	6	1
37	как мы увидим	1	1
38	по своему содержанию	1	1
39	с ним в	1	1
40	между тем как	1	1
41	на каждом из	2	1
42	же самое время	2	1
43	по аналогии с	1	1
44	значении этого слова	6	1
45	но и как	1	1
46	с этой точки	1	1
47	вместе с тем	1	1
48	только для того	1	1
49	в эпосе в	1	1
50	одно и то	1	1
51	точки зрения в	1	1
52	как и в	1	1
53	в данном случае	2	1
54	для того и	1	1
55	с одной стороны	3	1
56	принимают участие в	1	1
57	на первый взгляд	1	1
58	и то же	1	1
59	или иной форме	1	1
60	с другой стороны	2	1
61	не может быть	16	1
62	в широком смысле	2	1
63	но в то	2	1
64	его жизни с	1	1
65	этой точки зрения	1	1
66	во всех своих	1	1
67	и как бы	1	1
68	первой из них	1	1
69	и вместе с	1	1
70	в свою очередь	1	1
71	о том что	3	1
72	времени и пространстве	4	1
73	себя в них	1	1
74	выходит за пределы	1	1
75	также и в	1	1
76	одного и того	2	1
77	а вместе с	1	1
78	к тому что	1	1
79	всего может быть	1	1
80	в себе в	1	1
81	всех этих актов	1	1
82	форма в которой	1	1
83	при взгляде на	1	1
84	той или иной	6	1
