N	2gram	Propp_Isto_2	Marksizm
1	может быть	17	26
2	и не	11	26
3	не может	5	24
4	и в	15	19
5	и его	3	19
6	таким образом	7	17
7	в этом	11	16
8	как бы	6	15
9	в процессе	1	14
10	как мы	1	13
11	прежде всего	5	13
12	как и	2	12
13	и пр	7	12
14	если мы	1	11
15	так и	5	11
16	связи с	8	11
17	и для	2	11
18	самом деле	2	10
19	в нем	7	10
20	в самом	1	10
21	только в	6	9
22	в результате	1	9
23	все же	9	8
24	не только	18	8
25	при этом	4	8
26	друг друга	1	8
27	до сих	6	8
28	но и	14	8
29	сих пор	7	8
30	то что	12	8
31	во всех	2	7
32	но в	6	7
33	все эти	4	7
34	то же	10	7
35	а не	5	7
36	в связи	5	7
37	так же	13	7
38	отнюдь не	1	6
39	кроме того	2	6
40	так сказать	2	6
41	мы не	3	6
42	в науке	1	6
43	ничего не	7	6
44	в пределах	1	6
45	и здесь	9	6
46	в его	6	6
47	в том	6	6
48	является не	2	6
49	в основном	2	6
50	другой стороны	2	6
51	отличие от	1	5
52	входит в	1	5
53	в отличие	1	5
54	не в	7	5
55	того чтобы	2	5
56	совершается в	2	5
57	этот вопрос	1	5
58	вовсе не	1	5
59	с другой	2	5
60	именно в	2	5
61	до конца	1	5
62	мы знаем	11	5
63	и потому	1	5
64	хотя бы	2	5
65	к этому	1	5
66	вопрос о	4	4
67	и на	4	4
68	как в	5	4
69	не будем	4	4
70	и тот	1	4
71	к одному	1	4
72	здесь мы	3	4
73	не будет	1	4
74	было бы	5	4
75	не столько	2	4
76	не менее	1	4
77	по себе	1	4
78	самого начала	2	4
79	в ней	4	4
80	с самого	2	4
81	еще не	9	4
82	только на	1	4
83	далеко не	1	4
84	и между	1	4
85	с этим	5	4
86	что же	1	4
87	тот же	1	4
88	а в	12	4
89	и эта	1	4
90	сказать что	2	4
91	что в	12	4
92	на самом	2	3
93	он может	1	3
94	и есть	5	3
95	не имеют	1	3
96	высшей степени	1	3
97	а как	1	3
98	теперь мы	1	3
99	имеет свою	1	3
100	в сущности	2	3
101	по отношению	3	3
102	в истории	1	3
103	и как	1	3
104	и к	1	3
105	в которой	2	3
106	но все	5	3
107	его в	10	3
108	он не	8	3
109	он является	2	3
110	в высшей	1	3
111	том что	7	3
112	в своей	1	3
113	и ее	2	3
114	в котором	5	3
115	является в	1	3
116	войти в	1	3
117	в то	1	3
118	к этим	1	3
119	мы подробнее	1	3
120	не могут	1	3
121	и это	3	3
122	только при	1	3
123	в дальнейшем	1	3
124	сводится к	1	3
125	одного из	1	3
126	в материале	1	3
127	с другими	2	3
128	здесь в	2	3
129	и следовательно	1	3
130	того что	3	3
131	быть и	1	3
132	одной из	4	3
