N	2gram	Losev_Prob_5	DiskursI
1	в качестве	4	34
2	не только	18	28
3	в том	12	23
4	а не	5	22
5	то есть	21	20
6	том что	17	19
7	может быть	7	17
8	как и	7	16
9	и в	30	16
10	в этом	17	15
11	еще не	3	14
12	но и	13	14
13	при этом	4	13
14	по своей	2	11
15	но не	7	11
16	прежде всего	6	11
17	и не	12	11
18	как в	2	10
19	далеко не	4	10
20	с другой	6	10
21	по отношению	2	9
22	в нем	6	9
23	не может	5	9
24	состоит в	1	9
25	с одной	3	9
26	одной стороны	3	9
27	в частности	4	9
28	отношению к	2	9
29	отнюдь не	4	8
30	но в	9	8
31	своего рода	1	8
32	о том	12	8
33	так и	7	8
34	а также	3	8
35	не было	1	7
36	в себе	4	7
37	то же	2	7
38	не в	7	7
39	со стороны	1	7
40	в его	12	7
41	только в	9	7
42	в своем	11	6
43	и как	6	6
44	в составе	1	5
45	и на	6	5
46	тому же	1	5
47	в силу	5	5
48	в котором	2	5
49	в их	1	5
50	сводится к	1	5
51	по природе	1	5
52	в эпоху	3	5
53	или иной	1	5
54	можно сказать	6	5
55	а с	4	5
56	в данном	2	5
57	как бы	6	5
58	к тому	2	5
59	а в	6	5
60	то что	18	5
61	в своей	22	5
62	и о	5	4
63	с его	1	4
64	отношение к	2	4
65	и к	4	4
66	уже не	6	4
67	на его	2	4
68	не как	1	4
69	в них	2	4
70	потому что	13	4
71	могут быть	1	4
72	для себя	5	4
73	внимание на	3	4
74	же время	1	4
75	между тем	2	4
76	во втором	2	4
77	одной из	1	4
78	что он	7	4
79	что не	2	4
80	связи с	7	4
81	такого рода	2	4
82	что в	5	4
83	также и	12	3
84	того же	4	3
85	и потому	1	3
86	во мне	1	3
87	той или	1	3
88	в одной	2	3
89	с этим	1	3
90	перед нами	1	3
91	в самом	5	3
92	из жизни	1	3
93	это не	2	3
94	по мысли	2	3
95	точки зрения	10	3
96	в своих	1	3
97	однако в	3	3
98	по себе	2	3
99	в то	4	3
100	он мог	1	3
101	таким образом	13	3
102	ли не	2	3
103	в ее	3	3
104	времени и	1	3
105	еще в	5	3
106	и даже	14	3
107	или на	1	3
108	имея в	1	3
109	что и	6	3
110	хотя бы	2	3
111	являет собой	1	3
112	в сказании	1	3
113	из них	2	3
114	к ним	1	3
115	тем что	2	3
116	именно в	3	3
117	мира в	3	3
118	того что	3	3
119	один из	2	3
120	все же	9	3
121	мог быть	2	3
122	в свою	2	3
123	сказать что	9	3
124	другой стороны	6	3
125	отношения к	1	2
126	и есть	1	2
127	к другому	1	2
128	едва ли	4	2
129	в году	5	2
130	мы имеем	2	2
131	преданий о	1	2
132	на себя	1	2
133	ему в	1	2
134	в виду	3	2
135	в новом	1	2
136	что касается	3	2
137	хотя и	8	2
138	когда он	2	2
139	однако на	2	2
140	в противоположность	3	2
141	в тех	1	2
142	поскольку в	3	2
143	в этой	10	2
144	стороны это	2	2
145	всей его	1	2
146	по словам	2	2
147	он ни	1	2
148	том чтобы	1	2
149	и по	1	2
150	так например	1	2
151	об этом	4	2
152	того или	1	2
153	и тем	3	2
154	не всегда	3	2
155	в г	1	2
156	и без	2	2
157	не от	1	2
158	однако уже	1	2
159	по крайней	4	2
160	происходит от	1	2
161	не менее	5	2
162	в науке	2	2
163	а о	1	2
164	можно усмотреть	1	2
165	в наше	1	2
166	и его	6	2
167	крайней мере	4	2
168	уже о	1	2
169	к себе	1	2
170	числе и	1	2
171	и он	4	2
172	в едином	1	2
173	как мы	2	2
174	с ее	1	2
175	говоря уже	1	2
176	говорит и	1	2
177	данном случае	2	2
178	но зато	1	2
179	в другом	3	2
180	разного рода	4	2
181	и вообще	9	2
182	а по	1	2
183	во всяком	2	2
184	и что	6	2
185	в значительной	2	2
186	времени в	1	2
187	народного творчества	1	2
188	в форме	1	2
189	котором он	1	2
190	в античной	2	2
191	в литературе	1	2
192	в какой	2	2
193	наше время	1	2
194	и ее	1	2
195	есть в	2	2
196	уже в	2	2
197	свидетельствует о	2	2
198	по выражению	1	2
199	в одном	3	2
200	как его	1	2
201	заметить что	1	2
202	никогда не	7	2
203	из двух	1	2
204	здесь в	2	2
205	чем он	1	2
206	и др	1	2
