N	2gram	Propp_Russ_1	Myshleni
1	и в	36	25
2	в развитии	1	24
3	в том	17	23
4	на основе	1	22
5	том что	19	20
6	таким образом	6	17
7	так же	3	17
8	что в	19	17
9	с тем	8	16
10	в основе	1	16
11	как и	10	15
12	в его	2	15
13	то что	6	15
14	в этом	12	14
15	вместе с	10	14
16	между собой	2	13
17	может быть	8	13
18	в целом	2	13
19	так как	15	12
20	в качестве	3	12
21	на основании	1	11
22	по своему	1	11
23	что они	7	10
24	перед нами	1	10
25	и что	4	10
26	что и	7	10
27	было бы	1	10
28	того что	4	10
29	только в	4	10
30	как бы	5	10
31	и не	6	10
32	мы не	6	9
33	связи с	4	9
34	ни в	1	9
35	как в	5	9
36	как мы	10	8
37	тем что	4	8
38	показывает что	5	8
39	не является	1	8
40	все эти	2	7
41	в области	3	7
42	уже в	1	7
43	мы можем	2	7
44	что мы	1	7
45	как это	8	7
46	формы мышления	1	7
47	же как	1	6
48	того же	1	6
49	зависимости от	1	6
50	и на	10	6
51	но не	2	6
52	потому что	10	6
53	как уже	4	6
54	от этого	1	6
55	представляет собой	4	6
56	не только	22	6
57	собственном смысле	1	6
58	в силу	2	6
59	не может	4	6
60	мы видели	1	6
61	точки зрения	3	6
62	в отличие	1	6
63	в животном	1	6
64	не менее	3	6
65	приходит к	1	6
66	в собственном	1	6
67	можно было	1	6
68	один из	8	6
69	что он	1	6
70	отличие от	1	6
71	и у	5	6
72	в связи	4	6
73	в основном	3	6
74	все это	6	6
75	все же	5	6
76	мы должны	2	6
77	мы уже	1	5
78	которую мы	1	5
79	животном мире	1	5
80	отличаются от	1	5
81	и как	2	5
82	и к	3	5
83	что это	3	5
84	что она	2	5
85	при этом	6	5
86	и по	8	5
87	на этой	2	5
88	тем не	3	5
89	но это	4	5
90	с другом	1	5
91	могут быть	2	5
92	о том	8	5
93	значения и	2	5
94	так и	7	5
95	если бы	1	5
96	в этой	1	5
97	по типу	1	5
98	показывают что	2	5
99	входит в	4	5
100	из которых	1	5
101	друг с	1	5
102	тем же	1	4
103	мы имеем	4	4
104	еще не	4	4
105	которые не	3	4
106	отнюдь не	2	4
107	так называемая	1	4
108	в своем	3	4
109	из этих	4	4
110	на то	1	4
111	он не	1	4
112	совпадают с	3	4
113	и того	1	4
114	одного и	1	4
115	не столько	1	4
116	значение слова	1	4
117	в то	1	4
118	тогда когда	1	4
119	этого слова	3	4
120	то и	1	4
121	не могут	1	4
122	к тому	4	4
123	и это	1	4
124	то время	1	4
125	приводит к	3	4
126	с ним	2	4
127	выводу что	2	4
128	связь между	2	4
129	значит что	2	4
130	в какой	2	4
131	всяком случае	1	4
132	какой степени	2	4
133	рассматриваться как	1	4
134	из них	8	4
135	мы знаем	1	4
136	от того	1	4
137	но и	16	4
138	там где	2	4
139	нет никаких	1	4
140	независимо от	2	4
141	с этим	2	4
142	тем и	2	4
143	и все	1	4
144	а в	9	4
