N	2gram	Voloshinov_1	Psycholo
1	и в	13	38
2	то что	6	35
3	все время	1	30
4	в самом	2	25
5	в том	2	25
6	самом деле	3	21
7	что в	3	20
8	может быть	8	19
9	и что	1	18
10	точки зрения	7	16
11	на то	1	16
12	что она	1	16
13	в ней	2	15
14	потому что	1	14
15	если бы	2	14
16	как бы	6	14
17	том что	2	14
18	в этом	2	13
19	в этой	1	13
20	таким образом	6	12
21	мы видим	2	12
22	не только	6	12
23	не в	3	12
24	было бы	4	12
25	что он	1	11
26	и не	8	10
27	и все	3	10
28	то же	4	10
29	же самое	1	10
30	о которых	1	9
31	в двух	4	9
32	того чтобы	1	9
33	с точки	5	9
34	и как	1	8
35	все же	5	8
36	вовсе не	2	8
37	в одном	3	8
38	как и	3	8
39	с этим	3	8
40	и это	1	8
41	для того	1	8
42	и то	3	8
43	с другой	2	7
44	не может	8	7
45	все то	1	7
46	между тем	2	7
47	мы уже	2	7
48	в ее	3	7
49	мы можем	4	7
50	а в	2	7
51	а не	2	7
52	заключается в	1	7
53	и здесь	1	6
54	там где	2	6
55	уже из	1	6
56	как это	1	6
57	с одной	2	6
58	к тому	2	6
59	не имеет	2	6
60	и его	12	6
61	один из	1	6
62	тому что	1	6
63	и если	1	6
64	с самого	2	6
65	в которых	1	6
66	он говорит	1	6
67	так как	3	6
68	самого начала	2	6
69	в которой	3	5
70	в другом	2	5
71	или в	1	5
72	одной стороны	2	5
73	мы не	4	5
74	в своей	4	5
75	время в	1	5
76	вместе с	1	5
77	но и	3	5
78	другой стороны	2	5
79	в его	7	5
80	на этом	1	5
81	несмотря на	2	5
82	в своем	1	5
83	все эти	2	4
84	в себе	3	4
85	мысль что	1	4
86	в целом	2	4
87	что они	2	4
88	одна из	1	4
89	при этом	2	4
90	и для	3	4
91	в нем	2	4
92	в тех	2	4
93	что эта	2	4
94	если он	1	4
95	и другое	1	4
96	не мог	2	4
97	здесь мы	3	4
98	но если	1	4
99	никогда не	3	4
100	образом мы	1	4
101	как в	2	4
102	в самой	1	4
103	ее в	2	4
104	сказать что	1	4
105	в течение	2	4
106	только в	6	4
107	из него	1	4
108	мы все	1	4
109	обратиться к	1	4
110	в своих	2	4
111	когда в	1	4
112	которую мы	1	4
113	конечно не	1	4
114	не можем	1	4
115	в виду	1	4
116	и этот	2	3
117	весь этот	1	3
118	до такой	1	3
119	и тем	2	3
120	одно и	3	3
121	того же	1	3
122	в них	2	3
123	больше и	1	3
124	которое мы	2	3
125	который мы	2	3
126	его в	1	3
127	бы в	2	3
128	конечно в	2	3
129	совсем не	1	3
130	на словах	1	3
131	и о	1	3
132	и к	2	3
133	тот же	2	3
134	в то	1	3
135	к тем	1	3
136	едва ли	1	3
137	из одного	1	3
138	тем что	2	3
139	того как	1	3
140	далеко не	1	3
141	указать на	1	3
142	в такой	1	3
143	но в	4	3
144	все это	4	3
145	к этому	1	3
146	со всей	3	3
147	в основе	1	3
148	состоит в	1	3
149	где она	1	3
150	такой степени	1	3
151	но это	1	3
152	в полном	2	2
153	для всех	1	2
154	когда мы	1	2
155	мы слышим	1	2
156	и наконец	5	2
157	данном случае	2	2
158	и который	1	2
159	в виде	1	2
160	так же	2	2
161	еще и	4	2
162	думать что	2	2
163	находятся в	1	2
164	и вместе	1	2
165	но мы	4	2
166	хотя бы	5	2
167	в конце	1	2
168	же самый	1	2
169	только то	1	2
170	не знаем	1	2
171	и часто	1	2
172	одно из	1	2
173	со всеми	1	2
174	эти слова	1	2
175	он действительно	1	2
176	и вот	1	2
177	что же	3	2
178	с этой	2	2
179	например в	1	2
180	для него	2	2
181	быть не	1	2
182	на самом	1	2
183	не имеют	1	2
184	он все	1	2
185	только что	1	2
186	материалом для	2	2
187	они не	1	2
188	в совершенно	1	2
189	которые с	1	2
190	как все	1	2
191	с ее	1	2
192	отнюдь не	1	2
193	слов и	4	2
194	и чем	1	2
195	же точно	1	2
196	мы в	1	2
197	остановиться на	1	2
198	автора и	1	2
199	не должна	1	2
200	в одной	1	2
201	имеет место	2	2
202	в истории	1	2
203	при таком	1	2
204	от своего	2	2
205	как же	1	2
206	то это	1	2
207	лежит в	1	2
208	для этого	1	2
209	а у	1	2
210	сам собой	1	2
211	внимание на	1	2
212	этого слова	1	2
213	из нее	1	2
214	поэзии в	1	2
215	на всю	1	2
216	а вовсе	1	2
217	нам удалось	1	2
218	и следовательно	2	2
219	себя как	1	2
220	такой же	1	2
221	очень трудно	1	2
222	внимание к	1	2
223	до конца	1	2
224	как к	1	2
225	и дает	1	2
226	их в	1	2
227	и столь	1	2
228	в которую	2	2
229	в общем	2	2
230	нет никакого	1	2
231	столь же	1	2
232	но что	1	2
233	это является	1	2
234	даже у	1	2
235	и ее	2	2
236	и может	2	2
237	и уже	3	2
238	и более	1	2
239	его к	1	2
240	не могу	1	2
241	в данном	2	2
242	ну что	1	1
243	в свои	1	1
244	то мы	1	1
245	в определении	1	1
246	и там	1	1
247	каждый из	1	1
248	каждое слово	2	1
249	бы по	1	1
250	и назначение	1	1
251	в несколько	1	1
252	и глубоко	1	1
253	бы быть	1	1
254	еще не	1	1
255	в пении	1	1
256	от всех	2	1
257	в собственном	1	1
258	к речи	1	1
259	и оно	1	1
260	в достаточной	1	1
261	и самый	1	1
262	от этого	2	1
263	моменты в	1	1
264	и языка	1	1
265	зависимости от	2	1
266	на эту	1	1
267	в поэзии	5	1
268	словесного искусства	1	1
269	по мере	1	1
270	это слово	1	1
271	событий и	1	1
272	соединяются в	1	1
273	для них	1	1
274	но при	1	1
275	в музыке	5	1
276	в поэтическом	1	1
277	и их	7	1
278	не было	1	1
279	и тот	1	1
280	он прекрасно	1	1
281	по которым	1	1
282	бы что	1	1
283	или как	1	1
284	вслед за	2	1
285	к поэтическому	1	1
286	не исчерпывается	2	1
287	утверждаю что	1	1
288	уже видели	1	1
289	вступает в	1	1
290	к которому	1	1
291	в поэтический	1	1
292	произведения его	1	1
293	через известный	1	1
294	в некоторых	1	1
295	в понимании	1	1
296	любопытный и	1	1
297	уже на	1	1
298	от него	1	1
299	а на	1	1
300	которые не	1	1
301	это конечно	1	1
302	в другой	1	1
303	ничего общего	3	1
304	если платон	1	1
305	в их	3	1
306	виде это	1	1
307	того или	2	1
308	в зависимости	2	1
309	и он	1	1
310	и становится	1	1
311	те же	2	1
312	если не	1	1
313	стиля в	1	1
314	утверждая что	1	1
315	или иного	2	1
316	но не	1	1
317	художественное произведение	2	1
318	в начале	1	1
319	есть не	2	1
320	или же	1	1
321	один и	1	1
322	превращается в	3	1
323	отношение к	1	1
324	нам кажется	1	1
325	словами и	1	1
326	разница в	1	1
327	кажется что	2	1
328	в себя	1	1
329	своего времени	1	1
330	здесь нет	1	1
331	это все	1	1
332	ее жизни	1	1
333	него не	1	1
334	в нашей	1	1
335	строя и	1	1
336	речи здесь	1	1
337	свои права	1	1
338	именно с	1	1
339	между единичным	1	1
340	чем сложнее	1	1
341	для понимания	1	1
342	и других	1	1
343	наш анализ	1	1
344	всей своей	2	1
345	мысли в	1	1
346	мысли и	1	1
347	в отличие	1	1
348	мог бы	2	1
349	и при	2	1
350	мы обязаны	1	1
351	в предисловии	1	1
352	отличие от	1	1
353	это и	1	1
354	применяется к	1	1
355	только одно	1	1
356	поэтическому произведению	1	1
357	что без	1	1
358	никакого отношения	1	1
359	с историей	2	1
