N	3gram	Tiupa_Disk_1	StatiiOP
1	в том что	13	11
2	не может быть	3	5
3	в этом смысле	1	4
4	по крайней мере	2	4
5	с точки зрения	1	4
6	в этом отношении	1	4
7	во всяком случае	1	4
8	с другой стороны	3	4
9	о том что	5	4
10	состоит в том	2	3
11	прежде всего в	1	3
12	не в том	3	3
13	в связи с	1	3
14	то же время	4	3
15	не только в	2	3
16	на то что	1	3
17	в то же	3	3
18	до сих пор	1	2
19	в том чтобы	2	2
20	тем что он	1	2
21	с одной стороны	9	2
22	во всех этих	1	2
23	заключается в том	1	2
24	с самого начала	1	2
25	но все же	1	2
26	а с другой	3	2
27	тем не менее	1	2
28	можно сказать что	2	1
29	и может быть	1	1
30	однако и оно	1	1
31	под углом зрения	1	1
32	а иногда и	1	1
33	потому что в	1	1
34	а не в	2	1
35	более или менее	2	1
36	на самом деле	1	1
37	в одной из	2	1
38	что же касается	2	1
39	то же самое	2	1
40	он не может	1	1
41	не было и	1	1
42	и времени в	1	1
43	том что он	1	1
44	тот или иной	2	1
45	говоря уже о	2	1
46	сам по себе	1	1
47	вместе с тем	1	1
48	на почве которого	1	1
49	почти одновременно с	1	1
50	в наше время	2	1
51	что в них	1	1
52	том что не	1	1
53	говорит о том	1	1
54	на мой взгляд	2	1
55	и мн др	1	1
56	в известном смысле	1	1
57	как и вообще	1	1
58	в этом направлении	1	1
59	тем или иным	1	1
60	хотя бы на	1	1
61	в этом же	1	1
62	на этом пути	1	1
63	в свое время	1	1
64	до наших дней	1	1
65	это было отмечено	1	1
66	но одновременно и	1	1
67	одной стороны он	1	1
68	он говорит и	1	1
69	в этом жанре	1	1
70	в свою очередь	3	1
71	в этих жанрах	1	1
72	к этому времени	1	1
73	той или иной	3	1
74	речь идет о	1	1
75	к м годам	1	1
76	в известной степени	1	1
77	в данном отношении	1	1
78	о чем говорят	1	1
79	тому как мы	1	1
80	в другом случае	1	1
81	к такому состоянию	1	1
82	по мере его	1	1
83	дело не в	1	1
84	значении этого термина	2	1
85	не встречается в	1	1
86	как мы видели	1	1
87	не заметить что	1	1
88	не говоря уже	2	1
89	и в другом	1	1
