N	3gram	Voloshinov_1	Psycholo
1	в том что	4	17
2	в самом деле	1	11
3	с точки зрения	2	10
4	не может быть	7	8
5	совершенно ясно что	1	6
6	то же самое	2	6
7	на самом деле	2	5
8	до сих пор	3	5
9	в этом отношении	1	5
10	в художественном произведении	3	5
11	сам по себе	1	4
12	можно было бы	1	4
13	так же как	1	4
14	в данном случае	2	4
15	тем не менее	3	4
16	о том что	1	4
17	сами по себе	1	3
18	в то время	1	3
19	в конечном счете	1	3
20	в отношении к	2	3
21	том что в	1	2
22	имеет дело с	1	2
23	так как в	1	2
24	подобно тому как	1	2
25	в том и	1	2
26	при таком понимании	1	2
27	и не может	3	2
28	как и в	1	2
29	ли из этого	1	2
30	то время как	1	2
31	все более и	1	2
32	бы то ни	3	2
33	во всяком случае	1	2
34	этой точки зрения	3	2
35	и таким образом	1	2
36	то же время	1	2
37	в свою очередь	1	2
38	из этого что	1	2
39	с другой стороны	2	2
40	в жизни и	2	2
41	в то же	1	2
42	более и более	1	2
43	том что поэт	1	1
44	и в поэзии	1	1
45	а между тем	1	1
46	с искусством и	1	1
47	это на примере	1	1
48	в этих двух	2	1
49	сказать то что	1	1
50	мы никогда не	2	1
51	имеем в виду	2	1
52	еще не вполне	1	1
53	в этом смысле	1	1
54	один и тот	1	1
55	при помощи материала	1	1
56	же как и	1	1
57	а не к	1	1
58	имеет в виду	3	1
59	в зависимости от	2	1
60	же для обоих	1	1
61	чрезвычайно важный для	1	1
62	но и в	1	1
63	и та же	1	1
64	только то что	1	1
65	что не только	1	1
66	тогда когда он	1	1
67	смысл и значение	2	1
68	в основе своей	1	1
69	прежде всего тем	1	1
70	в противном случае	1	1
71	находят свое выражение	1	1
72	по крайней мере	1	1
73	как если бы	4	1
74	по аналогии с	1	1
75	художественную форму как	2	1
76	нельзя все же	1	1
77	одно и то	2	1
78	и в частности	1	1
79	так и было	1	1
80	то ни было	3	1
81	чтобы убедиться в	1	1
82	по самому существу	1	1
83	в ритме в	1	1
84	то что для	1	1
85	дело с чрезвычайно	1	1
86	с одной стороны	2	1
87	с другими формами	1	1
88	и тот же	1	1
89	зависимости от того	1	1
90	и то же	2	1
91	имеем дело с	1	1
92	все же не	1	1
93	одна и та	1	1
94	бы не было	1	1
95	по себе не	1	1
96	художественного произведения и	2	1
97	все в искусстве	1	1
98	более или менее	1	1
99	то что мы	1	1
100	мы имеем в	1	1
101	на этом основании	1	1
102	ничего общего с	1	1
103	мы не найдем	1	1
104	с самого начала	1	1
105	неодушевленные предметы и	1	1
106	можно сказать что	5	1
107	том что все	1	1
108	если бы не	1	1
109	все зависит от	1	1
110	относится не к	1	1
111	в высшей степени	1	1
112	мы увидим что	1	1
113	формы и содержания	2	1
