N	3gram	Tiupa_Disk_2	Istorich
1	не может быть	3	7
2	тем не менее	1	6
3	с другой стороны	1	5
4	в большинстве случаев	1	4
5	с одной стороны	4	4
6	в том что	6	4
7	дело в том	2	3
8	по отношению к	4	3
9	о том что	3	3
10	там и не	1	2
11	бы то ни	1	2
12	то что в	1	2
13	то ни было	1	2
14	на первый взгляд	2	2
15	как будто бы	1	2
16	в отличие от	12	2
17	с самого начала	1	2
18	прошлого и в	1	2
19	в другом месте	1	1
20	все дело в	1	1
21	мы имеем дело	1	1
22	прежде всего в	1	1
23	равно как и	1	1
24	не говоря уже	1	1
25	подобно тому как	2	1
26	в соответствии с	2	1
27	в этом случае	2	1
28	одной стороны и	2	1
29	можно говорить о	1	1
30	друг на друга	1	1
31	имеем дело не	1	1
32	о смерти а	1	1
33	только то что	1	1
34	говоря уже о	1	1
35	в этом утверждении	1	1
36	еще не есть	1	1
37	в значительной степени	1	1
38	в это время	1	1
39	между ним и	1	1
40	в иных случаях	1	1
41	дело не с	1	1
42	также может быть	1	1
43	и в пределах	1	1
44	в себе как	1	1
45	и должно было	1	1
46	так и с	1	1
47	а не как	1	1
48	это своего рода	1	1
49	не в том	1	1
50	не могут быть	1	1
51	может быть названо	1	1
52	того или иного	1	1
53	в одном из	1	1
54	это отнюдь не	1	1
55	он как бы	1	1
56	но и здесь	1	1
57	содержит в себе	2	1
58	легко может быть	2	1
59	в самых общих	1	1
60	том что и	1	1
61	в этом отношении	4	1
62	до известной степени	1	1
