N	2gram	Medvedev_F_2	Komedia
1	и в	38	22
2	и не	20	21
3	т е	26	16
4	том что	2	13
5	таким образом	20	12
6	в том	11	12
7	так как	4	11
8	со стороны	2	11
9	ни в	2	10
10	потому что	2	10
11	в самом	16	9
12	до сих	1	9
13	вместе с	6	9
14	сих пор	1	9
15	в этом	27	8
16	его в	3	8
17	в своем	1	8
18	к ней	1	8
19	о том	1	8
20	если бы	5	8
21	в его	10	8
22	что и	8	8
23	что он	5	8
24	едва ли	2	7
25	то же	6	7
26	при этом	9	7
27	не по	2	7
28	в конце	2	7
29	о чем	1	7
30	а в	6	7
31	в свою	1	7
32	того же	1	6
33	самом деле	8	6
34	так что	1	6
35	в то	5	6
36	и его	21	6
37	к тому	4	6
38	того чтобы	3	6
39	свою очередь	1	6
40	ясно что	1	6
41	для того	3	6
42	может быть	23	6
43	как раз	6	6
44	к этому	4	6
45	что его	1	5
46	отношение к	2	5
47	но в	4	5
48	не только	9	5
49	он не	6	5
50	в своей	7	5
51	то это	3	5
52	не менее	1	5
53	же время	5	5
54	связи с	13	5
55	и сам	1	5
56	хотя и	3	5
57	с ним	2	5
58	к нему	3	5
59	что в	7	5
60	из них	4	5
61	тем что	8	5
62	прежде всего	15	5
63	как это	2	5
64	все это	3	5
65	и т	14	4
66	в ней	6	4
67	он был	2	4
68	с другой	3	4
69	и речи	5	4
70	отнюдь не	8	4
71	все же	8	4
72	то что	6	4
73	что к	1	4
74	в себе	1	4
75	но все	3	4
76	и с	9	4
77	должен был	2	4
78	с тем	11	4
79	несмотря на	1	4
80	точки зрения	8	4
81	не в	15	4
82	самого начала	2	4
83	на него	1	4
84	и здесь	3	4
85	с самого	2	4
86	так и	8	4
87	и поэтому	1	4
88	с помощью	10	4
89	не дает	1	4
90	т п	9	4
91	вовсе не	11	4
92	но и	13	4
93	до конца	2	4
94	ничем не	2	4
95	а не	6	4
96	в связи	10	4
97	не является	3	4
98	и для	5	4
99	бы в	5	4
100	хотя бы	6	4
101	так же	1	4
102	идет о	2	3
103	говорить о	5	3
104	из того	1	3
105	на них	1	3
106	столь же	2	3
107	с его	11	3
108	в ее	2	3
109	с этим	5	3
110	и к	4	3
111	тем же	3	3
112	и этим	2	3
113	в которой	2	3
114	в этой	6	3
115	и тот	1	3
116	как он	1	3
117	на то	1	3
118	не могла	1	3
119	в нем	13	3
120	приводит к	2	3
