N	3gram	Bakhtin_Fr_3	Psycholo
1	для того чтобы	3	19
2	в том что	1	12
3	все то что	2	11
4	о том что	2	10
5	что в нем	1	5
6	на самом деле	3	5
7	с самого начала	1	5
8	с точки зрения	1	4
9	можно было бы	2	4
10	как раз в	2	4
11	в том чтобы	1	3
12	смысле этого слова	1	3
13	и в этом	1	3
14	то что он	1	3
15	во всяком случае	1	3
16	заключается в том	1	3
17	это и есть	1	3
18	до сих пор	4	3
19	за то что	1	3
20	о том как	1	2
21	как это делает	1	2
22	во всех этих	1	2
23	которая могла бы	1	2
24	и в частности	1	2
25	с другой стороны	1	2
26	мы все время	1	2
27	и той же	2	2
28	вместо того чтобы	1	2
29	что может быть	1	2
30	что в ней	1	2
31	он не понимает	1	2
32	и в самом	1	2
33	мы видим что	1	2
34	одной и той	2	2
35	те же самые	1	2
36	так много в	2	1
37	этот рассказ об	1	1
38	и в сущности	1	1
39	весь этот материал	1	1
40	мы знаем что	1	1
41	что иное как	1	1
42	мы уже говорили	3	1
43	все дело в	1	1
44	прежде всего на	1	1
45	какой бы то	1	1
46	по отношению к	2	1
47	подобно тому как	1	1
48	также и в	1	1
49	потому что не	1	1
50	или во всяком	1	1
51	имеет в виду	2	1
52	в той же	4	1
53	жизни и смерти	2	1
54	бы то ни	1	1
55	только то что	1	1
56	того чтобы превратить	1	1
57	в другом контексте	1	1
58	то же время	6	1
59	и не может	1	1
60	так например в	1	1
61	прежде всего тем	1	1
62	что оно может	1	1
63	то что может	1	1
64	то ни было	1	1
65	и эпизод с	1	1
66	всего тем что	1	1
67	а также и	3	1
68	и не было	2	1
69	и в этой	1	1
70	в свою очередь	1	1
71	дело в том	1	1
72	в точном смысле	1	1
73	для правильного понимания	1	1
74	оно может быть	1	1
75	в своем роде	1	1
76	это остается совершенно	1	1
77	не может быть	2	1
78	вовсе не в	1	1
79	не что иное	1	1
80	и вместе с	1	1
81	вот и все	1	1
82	но никак не	1	1
83	можно сказать что	2	1
84	на глазах и	1	1
85	здесь вовсе не	1	1
86	в то же	6	1
87	как мы уже	5	1
88	это как бы	1	1
89	что этот образ	1	1
90	мы встречаемся с	1	1
91	в средние века	1	1
92	в согласии с	1	1
93	может быть в	2	1
94	что и в	1	1
95	на одном из	1	1
