N	2gram	Berdyaev_M_2	Hudozhes
1	и в	46	28
2	том что	4	19
3	в ее	1	18
4	и не	18	18
5	своего рода	1	16
6	в том	3	15
7	а не	13	14
8	в этом	20	13
9	не в	9	13
10	о том	3	12
11	не только	18	11
12	как и	13	11
13	в его	5	11
14	у нее	1	10
15	уже не	4	10
16	не случайно	2	10
17	в себе	10	9
18	но и	15	9
19	так и	4	8
20	между тем	2	8
21	что он	7	8
22	себя в	4	8
23	в жизни	4	8
24	может быть	21	8
25	о чем	1	8
26	я не	5	7
27	по отношению	2	7
28	что она	5	7
29	в мире	7	7
30	об этом	1	7
31	к тому	5	7
32	и все	5	7
33	с ним	3	7
34	жизни в	3	7
35	отношению к	2	7
36	я и	2	6
37	в котором	1	6
38	то же	5	6
39	не было	11	6
40	и с	3	6
41	в своей	5	6
42	тем что	3	6
43	для себя	1	6
44	если бы	3	6
45	это не	5	6
46	человеческой жизни	2	6
47	а в	2	6
48	то что	5	6
49	жизни и	6	6
50	с его	4	5
51	в этой	7	5
52	как в	7	5
53	в самом	5	5
54	что это	6	5
55	в своем	8	5
56	у него	22	5
57	никогда не	18	5
58	ничего не	2	5
59	и его	5	5
60	она не	8	5
61	и сам	1	5
62	для него	18	5
63	как бы	8	5
64	да и	2	5
65	что в	4	5
66	а между	1	4
67	то в	2	4
68	подобно тому	2	4
69	человека в	14	4
70	он не	10	4
71	и уже	1	4
72	тому что	4	4
73	как будто	2	4
74	того чтобы	4	4
75	вслед за	1	4
76	что они	3	4
77	только в	3	4
78	что и	4	4
79	для того	5	4
80	превращается в	2	4
81	не может	15	4
82	тому как	2	4
83	бы и	5	4
84	была бы	1	3
85	чтобы не	3	3
86	человека и	7	3
87	по преимуществу	5	3
88	на себя	1	3
89	и он	11	3
90	в ней	11	3
91	и на	3	3
92	всякий раз	1	3
93	не все	1	3
94	бы не	2	3
95	раз в	1	3
96	как он	3	3
97	в нем	22	3
98	можно было	2	3
99	жить в	1	3
100	что все	5	3
101	было бы	1	3
102	в них	3	3
103	в этих	2	3
104	что было	3	3
105	личность в	1	3
106	чувствовала себя	1	3
107	любви и	3	3
108	как о	1	3
109	отдельного человека	1	3
110	со своим	2	3
111	личности в	2	3
112	своего я	1	3
113	к себе	2	3
114	в человеке	2	3
115	и это	5	3
116	не могу	6	3
117	личного бытия	2	3
118	что у	4	3
119	когда в	1	3
120	и ему	1	3
121	это была	2	3
122	к нему	2	3
123	и ее	1	3
124	что на	1	3
125	с другой	1	3
126	все время	2	3
127	а с	1	3
128	прежде всего	12	3
129	человек в	3	3
130	у всех	2	3
131	так же	6	3
132	все это	1	3
133	всего лишь	1	3
134	все они	1	3
135	есть и	3	3
136	по поводу	1	3
137	самом деле	1	3
138	все что	4	3
139	же как	3	2
140	и то	1	2
141	о любви	1	2
142	жизни героя	1	2
143	той же	3	2
144	он знает	1	2
145	который был	2	2
146	говорить о	1	2
147	а для	2	2
148	они были	3	2
149	личности с	1	2
150	о боге	1	2
151	он сам	6	2
152	тем как	1	2
153	если в	1	2
154	отношение к	8	2
155	за человека	1	2
156	более чем	2	2
157	в мыслях	1	2
158	и к	7	2
159	но в	10	2
160	со своей	1	2
161	та же	10	2
162	в нашем	7	2
163	и становится	1	2
164	на этом	2	2
165	оно не	2	2
166	не будет	3	2
167	же не	1	2
168	мире не	1	2
169	не с	1	2
170	лишь в	2	2
171	его в	3	2
172	личности не	1	2
173	эти люди	1	2
174	в церкви	2	2
175	и тогда	3	2
176	же я	1	2
177	место в	2	2
178	от своего	1	2
179	с точки	1	2
180	она в	1	2
181	жизни с	1	2
182	нельзя было	2	2
183	сам он	2	2
184	жизни то	1	2
185	из нас	1	2
186	того как	3	2
187	не по	1	2
188	к ней	2	2
189	в основе	2	2
190	представляется нам	1	2
191	мысли о	1	2
192	они и	4	2
193	приходит к	2	2
194	людей в	2	2
195	самим собою	2	2
196	мысль о	2	2
197	приводит к	1	2
198	роль в	1	2
199	с собой	2	2
200	те же	5	2
201	с самим	3	2
202	которая была	1	2
203	до сих	3	2
204	во второй	1	2
205	в последней	2	2
206	все те	1	2
207	поэтому она	1	2
208	жизни не	2	2
209	в другом	1	2
210	а также	1	2
211	любви к	7	2
212	с анной	1	2
213	жизни он	3	2
214	во втором	1	2
215	и только	1	2
216	способность к	2	2
217	и об	1	2
218	один из	5	2
219	ли он	1	2
220	он уже	2	2
221	она лишь	1	2
222	же и	2	2
223	и у	1	2
224	ни одного	2	2
225	его и	1	2
226	себе в	2	2
227	он свободен	1	2
228	ее на	1	2
229	в любви	8	2
230	сих пор	3	2
231	в финале	1	2
232	или иной	2	2
233	как у	2	2
234	себя и	3	2
235	что не	2	2
236	а за	2	2
237	жизнь в	6	2
238	нет ничего	3	2
239	вместе с	2	2
240	что личность	2	2
241	жизнь есть	1	2
242	в духе	5	2
243	этот смысл	1	2
244	видит в	1	2
245	с такой	1	2
246	сам не	2	2
247	что же	2	2
248	и от	3	2
249	это был	1	2
250	и для	7	2
251	за него	1	2
252	потому что	12	2
253	хотя бы	7	2
254	точки зрения	2	2
255	а о	1	2
256	личности и	2	2
257	между ними	1	2
258	и эта	2	2
259	сказать что	3	2
260	т е	4	2
261	как на	1	2
262	тайны и	1	2
263	одних и	1	1
264	отношения к	2	1
265	в сфере	2	1
266	устремлена в	1	1
267	к духовной	1	1
268	это и	3	1
269	бы для	1	1
270	с какой-то	1	1
271	любовь не	7	1
272	к небытию	2	1
273	на деле	4	1
274	перед лицом	1	1
275	свою жену	1	1
276	иное место	1	1
277	к другому	3	1
278	с изображением	1	1
279	высшей степени	3	1
280	когда это	1	1
281	смерти отца	1	1
282	также и	4	1
283	всех окружающих	1	1
284	самое замечательное	1	1
285	мы не	1	1
286	что если	1	1
287	истины и	1	1
288	ответить на	1	1
289	обречена на	1	1
290	не была	1	1
291	в сущности	2	1
292	принадлежит к	2	1
293	в будущем	1	1
294	жизни это	4	1
295	не чуждо	1	1
296	и самого	3	1
297	в xix	1	1
298	он был	9	1
299	на них	1	1
300	неспособность к	1	1
301	со словами	1	1
302	во всех	2	1
303	оправдать все	1	1
304	то он	2	1
305	себе он	1	1
306	к которой	3	1
307	к богу	2	1
308	с отцом	1	1
309	его во	1	1
310	личность для	1	1
311	поскольку в	1	1
312	него с	1	1
313	себе и	2	1
314	нет и	1	1
315	в свои	1	1
316	когда тот	1	1
317	за пределы	1	1
318	его я	1	1
319	в той	1	1
320	под этой	1	1
321	сострадания и	1	1
322	как к	2	1
323	и нет	3	1
324	хотя и	2	1
325	когда он	1	1
326	сознания в	1	1
327	и счастье	1	1
328	я должен	1	1
329	но для	2	1
330	его к	1	1
331	нас все	1	1
332	от этого	2	1
333	от своей	2	1
334	добро и	2	1
335	человеческая жизнь	2	1
336	бы у	1	1
337	для которого	1	1
338	в которой	2	1
339	из жизни	1	1
340	сострадание к	2	1
341	ни один	1	1
342	счастья и	1	1
343	он в	3	1
344	все эти	1	1
345	не оставляет	1	1
346	этого человеческого	1	1
