N	2gram	Losev_Prob_4	KulturaY
1	т е	1	38
2	и т	4	33
3	в том	20	30
4	и в	20	24
5	потому что	15	23
6	том что	12	21
7	т п	1	18
8	что в	3	17
9	того чтобы	2	17
10	для того	3	16
11	было бы	14	15
12	в этом	9	14
13	т д	3	14
14	точки зрения	14	14
15	может быть	9	13
16	все же	2	12
17	таким образом	8	12
18	и не	28	12
19	в его	3	12
20	не в	13	11
21	только в	23	11
22	хотя бы	7	10
23	в самом	2	10
24	не только	24	10
25	в силу	1	10
26	у нас	14	10
27	вовсе не	21	10
28	самом деле	3	9
29	с точки	11	9
30	так как	5	9
31	если бы	8	9
32	о том	5	9
33	того что	1	9
34	прежде всего	11	9
35	то что	15	9
36	а только	6	8
37	уже не	5	8
38	то же	7	8
39	том чтобы	2	8
40	тем что	3	8
41	как раз	4	8
42	а не	7	8
43	не может	5	7
44	это не	7	7
45	в них	5	7
46	не менее	10	7
47	связи с	3	7
48	в области	3	7
49	так и	10	7
50	бы в	1	7
51	в качестве	10	7
52	с другой	7	7
53	как бы	4	7
54	вместе с	5	7
55	только потому	1	6
56	мере в	1	6
57	мы имеем	6	6
58	на себе	3	6
59	зависимости от	3	6
60	в ней	7	6
61	однако не	4	6
62	в которой	2	6
63	все эти	16	6
64	при этом	6	6
65	не случайно	1	6
66	можно было	4	6
67	что он	8	6
68	в какой	4	6
69	но и	14	6
70	именно в	7	6
71	что же	1	6
72	все это	9	6
73	другой стороны	6	6
74	в зависимости	3	5
75	еще не	7	5
76	xix века	2	5
77	но не	5	5
78	не просто	16	5
79	что это	2	5
80	и с	7	5
81	но уже	1	5
82	рядом с	1	5
83	с тем	4	5
84	по крайней	6	5
85	и его	10	5
86	к тому	3	5
87	в виду	6	5
88	с ним	4	5
89	и что	2	5
90	крайней мере	6	5
91	еще и	3	5
92	всяком случае	4	5
93	что не	4	5
94	в той	8	5
95	в результате	8	5
96	а в	4	5
97	во всяком	8	5
98	того же	2	4
99	это и	4	4
100	что эти	1	4
101	и на	3	4
102	с его	2	4
103	что они	2	4
104	как в	5	4
105	в целом	1	4
106	из этих	1	4
107	учение о	3	4
108	на то	1	4
109	в нем	5	4
110	в первую	1	4
111	же касается	1	4
112	того или	3	4
113	в данном	6	4
114	и тогда	2	4
115	тем не	10	4
116	тем самым	4	4
117	и является	3	4
118	в пределах	2	4
119	не на	1	4
120	в самой	4	4
121	внимание на	1	4
122	что и	3	4
123	с ними	2	4
124	так что	6	4
125	есть в	7	4
126	не есть	12	4
127	из них	3	4
128	до сих	1	4
129	в частности	2	4
130	и потому	7	4
131	с этим	4	4
132	слова и	1	4
133	сих пор	1	4
134	же в	4	4
135	в этих	5	4
136	так же	5	4
137	и то	2	3
138	в котором	2	3
139	на себя	1	3
140	то это	3	3
141	так называемые	1	3
142	и он	2	3
143	то мы	2	3
144	в истории	3	3
145	в связи	3	3
146	в своем	3	3
147	хотя и	5	3
148	когда он	1	3
149	более или	2	3
150	в этой	4	3
151	с их	1	3
152	в себе	12	3
153	и если	5	3
154	на его	2	3
155	на том	1	3
156	что она	4	3
157	и может	2	3
158	он есть	1	3
159	а это	3	3
160	несмотря на	4	3
161	должно быть	1	3
162	нисколько не	1	3
163	или менее	2	3
164	в их	1	3
165	несут на	1	3
166	даже в	1	3
167	тому что	1	3
168	казалось бы	3	3
169	только и	5	3
170	это слово	1	3
171	что оно	1	3
172	свою очередь	1	3
173	здесь не	7	3
174	ясно что	7	3
175	том как	2	3
176	это только	1	3
177	для этого	2	3
178	и здесь	1	3
179	можно сказать	5	3
180	нуждается в	1	3
181	этом смысле	3	3
182	обе эти	1	3
183	культурного развития	1	3
184	уже в	4	3
185	себе в	3	3
186	в одном	4	3
187	уже и	3	3
188	даже и	13	3
189	не было	3	3
190	и даже	9	3
191	или иной	13	3
192	в свою	1	3
193	под влиянием	1	3
194	если не	3	3
195	как это	3	3
196	а если	3	3
197	была бы	2	3
198	или иного	3	3
199	как на	1	3
200	в таком	6	3
201	гораздо более	1	3
202	можно говорить	1	2
203	одним из	1	2
204	также и	13	2
205	и есть	4	2
206	очень много	2	2
207	по преимуществу	2	2
208	что если	1	2
209	бы и	3	2
210	что можно	1	2
211	которое в	2	2
212	иное как	2	2
213	что его	4	2
214	на самом	5	2
215	значение и	1	2
216	не все	1	2
217	если в	1	2
218	себе и	3	2
219	относится к	2	2
220	меньше всего	3	2
221	так называемая	2	2
222	могли бы	1	2
223	даже так	1	2
224	и как	3	2
225	но в	8	2
226	и говорит	2	2
227	а во-вторых	1	2
228	для которых	1	2
229	но ведь	1	2
230	больше всего	1	2
231	он не	2	2
232	но все	3	2
233	в каждом	1	2
234	как они	2	2
235	заключается в	2	2
236	первую очередь	1	2
237	с основной	2	2
238	и тем	7	2
239	ни в	17	2
240	для них	2	2
241	все равно	3	2
242	этого не	2	2
243	как и	6	2
244	между собою	2	2
245	как таковой	1	2
246	и еще	1	2
247	но если	6	2
248	и при	1	2
249	в своей	4	2
250	вопрос о	1	2
251	и более	3	2
252	том же	1	2
253	вместе со	1	2
254	по себе	11	2
255	можно ли	3	2
256	до конца	1	2
257	иной раз	1	2
258	в то	4	2
259	как о	3	2
260	не имеет	4	2
261	ничего не	1	2
262	дело не	3	2
263	был в	2	2
264	никогда не	1	2
265	такова что	1	2
266	свидетельствуют о	2	2
267	до того	2	2
268	если его	1	2
269	не является	10	2
270	не могут	1	2
271	когда мы	5	2
272	во все	2	2
273	слова но	3	2
274	ли в	1	2
275	к жизни	1	2
276	если мы	5	2
277	что все	1	2
278	и сами	1	2
279	отношения и	1	2
280	на известной	1	2
281	чтобы быть	1	2
282	действия и	2	2
283	идет речь	2	2
284	и прочих	2	2
285	когда в	1	2
286	о котором	1	2
287	в разных	4	2
288	никак не	4	2
289	перед вами	1	2
290	протестовать против	1	2
291	это было	2	2
292	каждом из	1	2
293	а именно	2	2
294	д и	1	2
295	тот же	2	2
296	литературе и	1	2
297	же и	3	2
298	конечно не	3	2
299	то и	5	2
300	ни одного	1	2
301	свидетельствует о	2	2
302	а то	2	2
303	когда оно	1	2
304	здесь как	4	2
305	были бы	3	2
306	в каком	6	2
307	и против	1	2
308	имеют уже	1	2
309	по своим	1	2
310	только к	3	2
311	обратить внимание	1	2
312	превращается в	1	2
313	о чем	1	2
314	не всегда	1	2
315	именно так	1	2
316	как именно	2	2
317	эти категории	2	2
318	в это	2	2
319	к своему	2	2
320	на эту	1	2
321	это есть	3	2
322	и наглядно	1	2
323	в контексте	1	2
324	с этой	1	2
325	видно что	1	2
326	между прочим	3	2
327	в смысле	5	2
328	не раз	2	2
329	смысл и	1	2
330	то только	2	2
331	и для	4	2
332	уже на	1	2
333	или в	5	2
334	другое дело	2	2
335	для нас	6	2
336	и все	8	2
337	тем более	4	2
338	на более	1	2
339	бы на	1	2
340	то оно	1	2
341	между ними	1	2
342	не говоря	3	2
343	себя самого	1	2
344	этой точки	1	2
345	этого необходимо	1	1
346	смысле слова	15	1
347	говоря о	1	1
348	же как	1	1
349	связана с	1	1
350	для себя	2	1
351	или к	2	1
352	для науки	1	1
353	отношений в	1	1
354	достоевского в	1	1
355	смысл этого	1	1
356	почти всегда	2	1
357	ведь и	1	1
358	и больше	2	1
359	едва ли	10	1
360	действительности и	5	1
361	и этот	3	1
362	в году	1	1
363	есть не	6	1
364	можно и	1	1
365	понятие для	1	1
366	повседневной жизни	1	1
