N	2gram	Vygotskiy__4	Stilisti
1	и в	20	42
2	не только	15	27
3	как бы	7	27
4	и т.п	2	24
5	прежде всего	2	22
6	и т.д	2	20
7	то же	16	15
8	но и	9	15
9	и не	8	14
10	не может	6	12
11	может быть	12	12
12	мы уже	5	11
13	как и	9	11
14	точки зрения	24	11
15	отнюдь не	3	10
16	в этом	24	10
17	и как	9	10
18	как мы	13	10
19	ситуации и	1	10
20	мы должны	11	10
21	что мы	7	10
22	мы не	1	9
23	при этом	12	9
24	в то	1	9
25	для того	5	9
26	то что	15	9
27	в ней	2	8
28	все же	5	8
29	в себе	10	8
30	таким образом	25	8
31	тем самым	7	8
32	и это	2	8
33	с тем	6	8
34	эти слова	1	8
35	речевого общения	1	8
36	в зависимости	1	7
37	зависимости от	2	7
38	и на	6	7
39	в которой	3	7
40	было бы	8	7
41	и тем	8	7
42	так как	10	7
43	никогда не	5	7
44	потому что	12	7
45	того чтобы	7	7
46	ничего не	1	7
47	слов и	1	7
48	только в	10	7
49	и его	5	7
50	мы можем	5	7
51	а не	7	7
52	и от	3	7
53	речевое общение	1	7
54	во всех	1	6
55	мы будем	2	6
56	точку зрения	1	6
57	в этой	3	6
58	на его	3	6
59	в нем	2	6
60	не в	4	6
61	в процессе	27	6
62	в области	4	6
63	когда мы	2	6
64	так и	5	6
65	другими словами	2	6
66	в форме	1	6
67	и так	1	6
68	в конце	1	6
69	речи и	1	6
70	говорящего и	1	6
71	в свою	2	6
72	той же	6	5
73	уже в	6	5
74	в нашем	4	5
75	в той	2	5
76	независимо от	1	5
77	одно и	6	5
78	и с	4	5
79	мы видели	6	5
80	с точки	11	5
81	и той	4	5
82	тому что	4	5
83	в сознании	4	5
84	а в	2	5
85	не является	5	5
86	же самое	7	5
87	те же	6	5
88	в его	11	5
89	и следовательно	1	5
90	и является	3	5
91	и их	1	5
92	слова в	9	5
93	мы никогда	1	5
94	в живом	1	5
95	с помощью	31	5
96	вместе с	8	5
97	как это	9	5
98	слова и	5	5
99	т.д и	1	5
100	и то	10	4
101	самом деле	7	4
102	тем же	4	4
103	мы называем	2	4
104	себя в	3	4
105	что именно	1	4
106	и к	5	4
107	но в	3	4
108	в самом	6	4
109	что это	2	4
110	так сказать	1	4
111	уже не	1	4
112	можно было	6	4
113	в каждом	2	4
114	его в	6	4
115	самого начала	1	4
116	на него	1	4
117	у нас	1	4
118	но все	1	4
119	всего в	1	4
120	к тому	6	4
121	свою очередь	2	4
122	с самого	1	4
123	было в	1	4
124	если бы	5	4
125	о том	5	4
126	можно сказать	1	4
127	мы показали	1	4
128	все время	4	4
129	того что	10	4
130	один из	3	4
131	мы видим	10	4
132	с появлением	1	4
133	мы увидим	1	4
134	в качестве	21	4
135	если мы	10	4
136	вопроса о	2	4
137	точка зрения	1	4
138	связаны с	1	4
139	не просто	2	4
140	а с	2	4
141	в слове	2	4
142	не что	1	4
143	все это	1	4
144	не существует	1	4
145	бы в	3	4
146	зрения в	1	4
147	человека не	1	4
148	так же	11	4
149	долгое время	1	3
150	словом и	4	3
151	на самом	1	3
152	еще не	2	3
153	видели что	2	3
154	то он	1	3
155	знакомства с	1	3
156	перед нами	5	3
157	хотя и	1	3
158	та же	1	3
159	что всякое	2	3
160	их в	2	3
161	заключает в	1	3
162	здесь мы	2	3
163	это не	5	3
164	может стать	2	3
165	том что	35	3
166	что такое	5	3
167	бы мы	1	3
168	и тому	5	3
169	слово и	2	3
170	в разных	1	3
171	связи с	3	3
172	до того	1	3
173	и развития	6	3
174	что оно	4	3
175	в виду	3	3
176	роль в	4	3
177	мы в	2	3
178	и здесь	2	3
179	и поэтому	3	3
180	связь между	2	3
181	нуждается в	1	3
182	то мы	1	3
183	конечно не	1	3
184	только на	2	3
185	в данной	2	3
186	из них	4	3
187	представить себе	2	3
188	в одном	1	3
189	но что	3	3
190	свое выражение	1	3
191	от того	3	3
192	что слова	5	3
193	что и	9	3
194	и даже	1	3
195	конце концов	1	3
196	если не	2	3
197	ни на	1	3
198	в тех	1	3
199	этого слова	11	3
200	как только	2	3
201	этом случае	3	3
202	в целом	11	3
203	как таковой	1	3
204	в начале	2	3
205	и слово	1	3
206	но для	2	3
207	тех или	1	3
208	и для	4	3
209	для нас	4	3
210	главным образом	1	3
211	между ними	4	3
212	не знает	2	3
213	сказать что	6	3
214	также и	2	2
215	человека и	1	2
216	первая группа	1	2
217	мы имели	5	2
218	нас не	1	2
219	что эти	2	2
220	и больше	1	2
221	его не	1	2
222	мы имеем	2	2
223	нуждаются в	1	2
224	всех его	1	2
225	вопрос о	1	2
226	нам в	2	2
227	но даже	1	2
228	и он	2	2
229	значением слова	3	2
230	же слово	3	2
231	между собой	5	2
232	иное как	1	2
233	все больше	1	2
234	итак мы	1	2
235	но не	3	2
236	значение и	1	2
