N	3gram	Vygotskiy__1	EvropaiE
1	с точки зрения	2	16
2	с одной стороны	5	8
3	одной стороны и	1	6
4	в том что	9	6
5	с этой точки	4	5
6	так же как	4	5
7	этой точки зрения	5	5
8	для того чтобы	5	5
9	не только в	1	4
10	и в этом	1	4
11	само по себе	5	4
12	в этом смысле	2	3
13	же как и	1	3
14	в этом отношении	2	3
15	ту или иную	1	3
16	в применении к	2	3
17	в известном смысле	1	3
18	во всяком случае	6	3
19	можно сказать что	1	3
20	заключает в себе	1	3
21	сказать что в	3	2
22	выпадает на долю	1	2
23	только в том	3	2
24	то что в	1	2
25	к тому чтобы	3	2
26	и в частности	1	2
27	дело идет о	1	2
28	заключается в том	6	2
29	по сравнению с	1	2
30	так и в	2	2
31	в известных пределах	1	2
32	с другой стороны	5	2
33	не может быть	8	2
34	по себе не	2	2
35	в свою очередь	1	2
36	в одном из	2	2
37	на то что	8	2
38	приводит нас к	1	2
39	и того же	1	1
40	не может не	1	1
41	хотя и не	2	1
42	которые применяются для	1	1
43	еще далеко не	1	1
44	что в этом	3	1
45	другой стороны в	1	1
46	в последнее время	2	1
47	как и теперь	1	1
48	дело в том	1	1
49	но так как	1	1
50	что в самом	1	1
51	может быть сведена	2	1
52	хотя бы только	1	1
53	более или менее	2	1
54	которые никак нельзя	2	1
55	в тех случаях	1	1
56	во многих случаях	1	1
57	в том же	1	1
58	то есть к	2	1
59	несмотря на то	2	1
60	и не было	1	1
61	что само по	1	1
62	если так то	1	1
63	совершенно очевидно что	2	1
64	не заключает в	1	1
65	том случае если	1	1
66	а также в	1	1
67	интересно отметить что	2	1
68	в отличие от	3	1
69	есть такая же	1	1
70	том числе и	1	1
71	и для того	1	1
72	мы увидим что	2	1
73	эту мысль можно	1	1
74	то мы увидим	1	1
75	в значительной мере	1	1
76	то или иное	2	1
77	которая выпадает на	1	1
78	кто иной как	1	1
79	и в этих	1	1
80	во внимание что	1	1
81	роль которая выпадает	1	1
82	как не может	1	1
83	в самом процессе	1	1
84	на этот раз	1	1
85	и тот же	1	1
86	смысле этого слова	2	1
87	склонен думать что	1	1
88	не могут быть	1	1
89	в том случае	2	1
90	то время как	5	1
91	что в таком	1	1
92	в связи с	1	1
93	так как мы	1	1
94	быть сведена к	2	1
95	друг к другу	1	1
96	например то что	1	1
97	уже и сейчас	1	1
98	что в области	2	1
99	в полной мере	1	1
100	вместо того чтобы	1	1
101	это зависит от	1	1
102	мы видели что	2	1
103	окажется что в	1	1
104	в недавно вышедшей	1	1
105	как и всякая	1	1
106	отнюдь не означает	2	1
107	один и тот	1	1
108	в себе ничего	1	1
109	мы не можем	2	1
110	не означает что	2	1
111	в то время	5	1
112	та или иная	1	1
113	то есть в	2	1
114	оно не может	1	1
115	выходит за пределы	1	1
116	именно потому что	1	1
117	речь идет о	1	1
118	то есть будет	1	1
119	при условии если	1	1
120	одного и того	1	1
121	и ту же	1	1
122	в том числе	1	1
123	тех или иных	2	1
124	мы различаем три	1	1
125	в ту или	1	1
126	одну и ту	1	1
127	при помощи которого	2	1
128	с такими же	1	1
129	на то чтобы	2	1
130	каждой из рассматриваемых	1	1
131	или иную идеологию	1	1
132	к тому же	1	1
133	независимо от того	1	1
134	только тогда когда	4	1
135	и не быть	1	1
136	поскольку речь идет	1	1
137	отметить что в	1	1
138	и т д	8	1
