N	3gram	Voloshinov_1	Komedia
1	в том что	1	9
2	с другой стороны	1	5
3	в конце концов	3	4
4	то же время	7	4
5	в то же	9	4
6	в этом отношении	2	3
7	о том что	2	3
8	не говоря уже	1	2
9	то же самое	4	2
10	но и в	3	2
11	и тем что	1	2
12	до сих пор	1	2
13	как и в	1	2
14	именно потому что	1	2
15	что иное как	2	1
16	точек зрения в	1	1
17	или хотя бы	2	1
18	ответить на это	2	1
19	и к тому	1	1
20	чуть ли не	2	1
21	одной из сторон	1	1
22	более или менее	1	1
23	и чаще всего	1	1
24	и не только	2	1
25	в зависимости от	5	1
26	вместе с тем	2	1
27	в общественной жизни	3	1
28	независимо от того	1	1
29	можно было бы	1	1
30	и здесь мы	1	1
31	и в каком	1	1
32	в значительной степени	2	1
33	чтобы убедиться в	1	1
34	не только в	3	1
35	не свидетельствуют о	1	1
36	смысле этого слова	2	1
37	ответа на вопрос	1	1
38	в той же	3	1
39	на те явления	1	1
40	но при этом	2	1
41	и на его	1	1
42	бросается в глаза	1	1
43	до наших дней	1	1
44	в тех случаях	2	1
45	и тому же	1	1
46	же как мы	1	1
47	с самого начала	4	1
48	не что иное	2	1
49	к одному и	1	1
50	тех случаях когда	2	1
51	в большинстве случаев	1	1
52	как мы уже	2	1
53	к тому что	2	1
54	тем не менее	1	1
55	как мы видели	3	1
56	мы уже знаем	1	1
57	для того чтобы	7	1
58	словам а к	1	1
59	в разговоре с	1	1
60	одному и тому	1	1
