N	3gram	Bakhtin_Fr_3	Istorich
1	с другой стороны	1	8
2	в этом случае	1	7
3	о том что	2	4
4	в связи с	4	4
5	но все же	1	4
6	мы знаем что	1	4
7	мы видим что	1	4
8	как мы увидим	1	3
9	не может быть	2	3
10	для того чтобы	3	3
11	в нем и	1	3
12	на том что	1	2
13	по отношению к	2	2
14	так как в	1	2
15	о том как	1	2
16	до сих пор	4	2
17	в таких случаях	1	2
18	в особенности в	1	2
19	в данном случае	2	2
20	в том чтобы	1	2
21	и вместе с	1	2
22	но и в	2	2
23	мы видели что	1	2
24	в том что	1	2
25	как и в	2	2
26	что и в	1	2
27	как и его	1	1
28	большую роль в	1	1
29	при встрече с	1	1
30	на самом деле	3	1
31	в том числе	3	1
32	играют большую роль	1	1
33	свидетельствует о том	1	1
34	и в более	1	1
35	друг в друга	2	1
36	с точки зрения	1	1
37	всем тем что	1	1
38	в отличие от	3	1
39	может быть в	2	1
40	переходят друг в	2	1
41	том числе и	2	1
42	то же время	6	1
43	это одна из	1	1
44	и огонь в	1	1
45	не может он	1	1
46	это может быть	1	1
47	образ змея в	1	1
48	в книге о	1	1
49	во всех этих	1	1
50	не только для	1	1
51	и потому не	1	1
52	то что он	1	1
53	мы уже говорили	3	1
54	во всяком случае	1	1
55	общества и его	1	1
56	и в других	2	1
57	в других местах	3	1
58	что может быть	1	1
59	в свою очередь	1	1
60	само по себе	1	1
61	но и для	1	1
62	с самого начала	1	1
63	подобно тому как	1	1
64	особенности в связи	1	1
65	можно сказать что	2	1
66	не было ни	3	1
67	что во время	1	1
68	в то же	6	1
69	может быть названа	1	1
70	внимание только на	1	1
71	мы его здесь	1	1
72	как мы знаем	1	1
73	как мы видели	2	1
