N	4gram	Bakhtin_Pr_3	Problemy
1	по отношению к герою	1	3
2	но в то же	3	3
3	в то же время	12	3
4	родя бесценный родя первенец	1	2
5	тут родя бесценный родя	1	2
6	в той или иной	2	2
7	ведь тут родя бесценный	1	2
8	понимаете ли вы что	2	2
9	да ведь тут родя	1	2
10	а может быть даже	2	2
11	на протяжении всего романа	2	2
12	той или иной степени	1	2
13	мы можем сказать что	1	2
14	ибо надо чтобы всякому	1	1
15	мной? да что же	1	1
16	ходу и на первом	1	1
17	о милые и несправедливые	1	1
18	когда уже некуда больше	1	1
19	может быть пишет мамаша	1	1
20	что значит сия чистота?	1	1
21	но тем не менее	1	1
22	марфа же вы петровна?	1	1
23	принимаю или отказаться от	1	1
24	славным человеком окончит жизнь	1	1
25	не принимаю или отказаться	1	1
26	он уже с самого	1	1
27	может быть даже и	1	1
28	же тогда? а и	1	1
29	как для такого первенца	1	1
30	не может быть пишет	1	1
31	слушайте я не люблю	1	1
32	измерили ли вполне? так	1	1
33	в конторе всю судьбу	1	1
34	принять судьбу как она	1	1
35	петровна? а с матерью	1	1
36	не сквернее жребия с	1	1
37	мучается а тогда когда	1	1
38	разумно ли? знаете ли	1	1
39	навсегда и задушить в	1	1
40	исступлении послушно принять судьбу	1	1
41	придется не так что	1	1
42	ото всех сколько потому	1	1
43	мы уже говорили что	2	1
44	и выходит тогда что	1	1
45	не хочу мамаша не	1	1
46	уже с самого начала	1	1
47	подумали? не хочу я	1	1
48	ли? понимаете ли вы	1	1
49	милые и несправедливые сердца	1	1
50	люблю шпионов и психологов	1	1
51	с матерью что тогда	1	1
52	что лужинская чистота все	1	1
53	стоит ну как же-с	1	1
54	почетным уважаемым а может	1	1
55	пожалуй что не откажемся	1	1
56	решении дунечки выйти за	1	1
57	вечная сонечка пока мир	1	1
58	вдруг в исступлении послушно	1	1
59	тому пока я жив	1	1
60	мамаша а что если	1	1
61	что у вас дунечка	1	1
62	не бывать не принимаю	1	1
63	одного и того же	1	1
64	увидит? а со мной?	1	1
65	отвращение презрение омерзение что	1	1
66	вы в самом деле	1	1
67	и такою дочерью не	1	1
68	а тогда когда все	1	1
69	жить и любить понимаете	1	1
70	сонечкин жребий ничем не	1	1
71	хоть куда-нибудь можно было	1	1
72	ну как же-с счастье	1	1
73	же вы петровна? а	1	1
74	дунечки выйти за лужина	1	1
75	в ходу и на	1	1
76	сердца да чего тут	1	1
77	отдельных мыслей и положений	1	1
78	бесценный родя первенец ну	1	1
79	бывать тому пока я	1	1
80	судьбу как она есть	1	1
81	даже славным человеком окончит	1	1
82	тогда что опять стало	1	1
83	от всякого права действовать	1	1
84	ли вы дунечка что	1	1
85	первенец ну как для	1	1
86	государь что значит когда	1	1
87	дорого дорого стоит дунечка	1	1
88	с самим собою в	1	1
89	дорого стоит дунечка сия	1	1
90	обеспечить пожалуй богачом впоследствии	1	1
91	подлее потому что у	1	1
92	что же вы в	1	1
93	ведь она уж и	1	1
94	излишек комфорта расчет а	1	1
95	установка по отношению к	1	1
96	в самом деле обо	1	1
97	комфорта расчет а там	1	1
98	будет почетным уважаемым а	1	1
99	о том что все	1	1
100	любви-то и уважения не	1	1
101	жертвы дунечка не хочу	1	1
102	в исступлении послушно принять	1	1
103	жив не бывать не	1	1
104	а мать? да ведь	1	1
105	что значит когда уже	1	1
106	скрываемых ото всех сколько	1	1
107	словом о себе самом	1	1
108	стоит дунечка сия чистота	1	1
109	что если кроме любви-то	1	1
110	что опять стало быть	1	1
111	и хуже гаже подлее	1	1
112	и в этом смысле	1	1
113	человеком окончит жизнь а	1	1
114	грусти проклятий слез-то скрываемых	1	1
115	вы милостивый государь что	1	1
116	смерти дело идет дорого	1	1
117	потому что не марфа	1	1
118	отказавшись от всякого права	1	1
119	уважаемым а может быть	1	1
120	обе вы измерили ли	1	1
121	обо мне-то подумали? не	1	1
122	ну как для такого	1	1
123	и задушить в себе	1	1
124	можем сказать что у	1	1
125	бы и такою дочерью	1	1
126	да чего тут мы	1	1
127	любви тут не может	1	1
128	вопрос мармеладова ибо надо	1	1
129	деле обо мне-то подумали?	1	1
130	слез-то скрываемых ото всех	1	1
131	жертву-то обе вы измерили	1	1
132	что ли? понимаете ли	1	1
133	же вы в самом	1	1
134	человек из подполья но	1	1
135	мир стоит жертву-то жертву-то	1	1
136	ли? в пользу ли?	1	1
137	содержать компанионом сделать в	1	1
138	его может устроить в	1	1
139	впоследствии будет почетным уважаемым	1	1
140	что сонечкин жребий ничем	1	1
141	судьбу его обеспечить пожалуй	1	1
142	счастье его может устроить	1	1
143	чего тут мы и	1	1
144	хочу я вашей жертвы	1	1
145	идет о решении дунечки	1	1
146	самом деле обо мне-то	1	1
147	откажемся сонечка сонечка мармеладова	1	1
148	значит сия чистота? понимаете	1	1
149	будет? ведь она уж	1	1
150	может устроить в университете	1	1
151	надо чтобы всякому человеку	1	1
152	а со мной? да	1	1
153	да что же вы	1	1
154	есть отвращение презрение омерзение	1	1
155	гаже подлее потому что	1	1
156	под силу ли? в	1	1
157	богачом впоследствии будет почетным	1	1
