N	2gram	Propp_Isto_6	Problema
1	то есть	1	46
2	в его	5	43
3	и не	10	42
4	и в	26	38
5	не может	6	27
6	может быть	11	26
7	как бы	4	22
8	по отношению	2	21
9	отношению к	2	19
10	и с	6	17
11	и его	7	16
12	в этом	12	15
13	в нем	8	15
14	и т	10	14
15	только в	5	13
16	прежде всего	4	13
17	независимо от	3	13
18	но не	2	12
19	во всех	1	11
20	в области	1	11
21	ни в	2	11
22	и для	1	11
23	отношение к	1	10
24	таким образом	12	10
25	к нему	1	10
26	не только	10	9
27	не имеет	2	9
28	его в	5	9
29	но и	9	9
30	и как	2	8
31	было бы	2	8
32	точки зрения	1	8
33	в том	12	8
34	и др	2	8
35	то что	6	8
36	еще не	9	7
37	вообще не	3	7
38	как и	5	7
39	и становится	1	7
40	не в	3	7
41	как мы	4	7
42	с другой	10	7
43	между тем	1	7
44	отметить что	2	7
45	в своей	3	7
46	что в	12	7
47	отношения к	1	6
48	там где	5	6
49	и наконец	3	6
50	не всегда	4	6
51	не есть	2	6
52	и этим	5	6
53	ничего не	2	6
54	дело с	1	6
55	мы можем	7	6
56	все же	8	6
57	а в	3	6
58	отличие от	1	5
59	в своем	2	5
60	все эти	8	5
61	к единству	1	5
62	при этом	3	5
63	то же	5	5
64	это не	4	5
65	в них	3	5
66	далеко не	3	5
67	так и	5	5
68	в основе	1	5
69	и о	1	5
70	никогда не	13	5
71	с ним	8	5
72	может иметь	2	5
73	а не	2	5
74	могут быть	3	5
75	быть только	2	5
76	должна быть	3	4
77	в ней	5	4
78	относится к	2	4
79	как в	6	4
80	но в	7	4
81	в себе	3	4
82	в данном	3	4
83	не менее	1	4
84	тем самым	2	4
85	в то	5	4
86	должны быть	2	4
87	здесь не	2	4
88	в ее	1	4
89	данном случае	3	4
90	можно было	2	4
91	не с	1	4
92	о том	7	4
93	с ними	2	4
94	всех его	2	4
95	в других	4	4
96	в форме	2	4
97	и только	3	4
98	что не	2	4
99	в более	6	4
100	вне себя	1	4
101	может и	1	4
102	между ними	1	4
103	сказать что	3	4
104	другой стороны	8	4
105	ли мы	1	3
106	также и	1	3
107	например в	7	3
108	которую мы	1	3
109	на них	1	3
110	иногда и	1	3
111	помнить что	1	3
112	кроме того	3	3
113	и к	1	3
114	не будем	2	3
115	в целом	1	3
116	он не	2	3
117	в мире	1	3
118	а как	1	3
119	и тем	4	3
120	несмотря на	1	3
121	том что	10	3
122	тем не	1	3
123	на него	2	3
124	как его	1	3
125	или как	2	3
126	как только	3	3
