N	2gram	Vinokur_Ku_3	Istorich
1	и в	23	26
2	т е	32	22
3	так как	9	18
4	мы имеем	2	14
5	никогда не	1	13
6	потому что	12	13
7	и на	1	12
8	в этом	16	12
9	таким образом	9	12
10	в том	22	12
11	что в	13	12
12	мы видели	3	11
13	может быть	14	11
14	и т	54	10
15	не только	17	10
16	том что	11	10
17	с другой	7	10
18	и не	10	10
19	еще не	9	9
20	представление о	1	9
21	а именно	3	9
22	что он	6	9
23	но и	3	9
24	все эти	7	8
25	все же	5	8
26	т д	8	8
27	на том	2	8
28	вместе с	2	8
29	другой стороны	3	8
30	например в	1	7
31	но в	2	7
32	здесь можно	5	7
33	и его	1	7
34	о том	6	7
35	с одной	4	7
36	уже не	8	7
37	превращается в	1	7
38	одной стороны	4	7
39	мы не	3	6
40	как в	4	6
41	как он	2	6
42	так в	2	6
43	в русской	1	6
44	и с	3	6
45	в виде	1	6
46	то что	4	6
47	этом случае	4	6
48	не может	6	6
49	то же	6	5
50	в ней	3	5
51	за собой	1	5
52	не будет	1	5
53	чаще всего	1	5
54	как и	5	5
55	и что	7	5
56	же мы	4	5
57	в то	3	5
58	то это	3	5
59	так и	6	5
60	нас к	2	5
61	в его	11	5
62	показывают что	1	5
63	мы видим	1	5
64	только в	6	5
65	тем что	5	5
66	у нас	10	5
67	там где	3	5
68	как это	7	5
69	его в	2	5
70	как мы	5	4
71	но как	3	4
72	из этих	5	4
73	имеем в	1	4
74	после этого	1	4
75	здесь мы	1	4
76	это не	3	4
77	и тем	6	4
78	с тем	6	4
79	не всегда	1	4
80	здесь же	1	4
81	совершенно ясно	2	4
82	но здесь	1	4
83	а также	4	4
84	что и	6	4
85	он имеет	2	4
86	до сих	8	4
87	прежде всего	9	4
88	связано с	1	4
89	зависит от	1	4
90	как бы	5	4
91	сих пор	8	4
92	у них	1	4
93	но это	5	4
94	есть и	1	4
95	на своем	1	4
96	все что	1	4
97	же как	1	3
98	и через	2	3
99	связана с	1	3
100	и то	1	3
101	почти всегда	1	3
102	должна быть	3	3
103	оттого что	1	3
104	на место	1	3
105	время как	1	3
106	из которых	1	3
107	это еще	2	3
108	или иное	2	3
109	независимо от	5	3
110	тех случаях	1	3
111	когда он	2	3
112	в себе	1	3
113	если он	1	3
114	что она	5	3
115	главным образом	2	3
116	при этом	6	3
117	если бы	8	3
118	и вот	3	3
119	так например	1	3
120	как указано	1	3
121	такой же	2	3
122	в своей	4	3
123	таким же	1	3
124	и ее	1	3
125	в одном	2	3
126	не в	5	3
127	она не	3	3
128	того как	7	3
129	не потому	3	3
130	могут быть	6	3
131	вот почему	1	3
