N	2gram	Tiupa_Lite_2	Komedia
1	и в	19	22
2	и не	11	21
3	том что	7	13
4	таким образом	1	12
5	в том	10	12
6	так как	3	11
7	со стороны	3	11
8	потому что	2	10
9	в самом	1	9
10	вместе с	5	9
11	в этом	9	8
12	его в	1	8
13	в глазах	3	8
14	в своем	1	8
15	о том	2	8
16	в его	4	8
17	что и	2	8
18	что он	3	8
19	едва ли	4	7
20	то же	12	7
21	при этом	6	7
22	не по	2	7
23	в конце	2	7
24	а в	3	7
25	в свою	1	7
26	того же	4	6
27	самом деле	1	6
28	еще не	2	6
29	так что	4	6
30	в то	9	6
31	и его	3	6
32	к тому	1	6
33	того чтобы	1	6
34	свою очередь	1	6
35	и что	2	6
36	для того	2	6
37	может быть	17	6
38	как раз	2	6
39	к этому	1	6
40	речь идет	3	5
41	более чем	1	5
42	но в	2	5
43	не только	8	5
44	а по	1	5
45	он не	5	5
46	в своей	1	5
47	не менее	6	5
48	же время	9	5
49	связи с	1	5
50	и сам	2	5
51	с ним	2	5
52	любви к	1	5
53	что в	4	5
54	по отношению	4	5
55	из них	2	5
56	тем что	4	5
57	прежде всего	4	5
58	как это	2	5
59	и т	2	4
60	он знает	1	4
61	на себя	2	4
62	в ней	4	4
63	он был	1	4
64	с другой	8	4
65	нет и	1	4
66	отнюдь не	4	4
67	все же	2	4
68	когда он	1	4
69	то что	7	4
70	в себе	6	4
71	и с	3	4
72	должен был	1	4
73	с тем	2	4
74	точки зрения	4	4
75	не в	4	4
76	однако в	6	4
77	в отношении	1	4
78	у него	2	4
79	друг друга	2	4
80	так и	7	4
81	т п	2	4
82	вовсе не	2	4
83	но и	10	4
84	до конца	2	4
85	а не	20	4
86	не является	2	4
87	и для	3	4
88	бы в	1	4
89	хотя бы	2	4
90	так же	1	4
91	идет о	3	3
92	над ней	1	3
93	который в	1	3
94	из того	2	3
95	столь же	5	3
96	в ее	2	3
97	и к	2	3
98	тем же	3	3
99	представляет собой	2	3
100	в этой	3	3
101	как он	2	3
102	на то	1	3
103	в нем	3	3
104	что ни	1	3
105	приводит к	1	3
106	то ни	1	3
107	было бы	2	3
108	в них	2	3
109	все равно	2	3
110	далеко не	1	3
111	как и	10	3
112	и еще	2	3
113	себе в	1	3
114	с точки	3	3
115	тем не	2	3
116	их в	1	3
117	не имеет	1	3
118	никогда не	3	3
119	ничего не	3	3
120	же самое	1	3
121	с полным	1	3
122	обращается к	3	3
123	одного из	1	3
124	должно было	1	3
125	ситуация в	1	3
126	и мы	1	3
127	тех пор	1	3
128	по собственному	1	3
129	одной из	2	3
130	с одной	7	3
131	в начале	3	3
132	что не	2	3
133	у того	1	3
134	не так	2	3
135	на долю	1	3
136	отношению к	3	3
137	в других	1	3
138	и даже	8	3
139	перед ним	2	3
140	один из	4	3
141	в частности	4	3
142	не может	9	3
143	одной стороны	6	3
144	как бы	2	3
145	с этой	2	3
146	в целом	2	3
147	теперь же	1	3
148	до тех	1	3
149	не знает	2	3
150	дело с	1	3
151	все что	2	3
152	в какой	2	3
153	отношения к	1	2
154	так я	1	2
155	однако поскольку	1	2
156	на своей	1	2
157	перед лицом	1	2
158	здесь и	1	2
159	его не	1	2
160	мы не	4	2
161	в сущности	3	2
162	х годов	3	2
163	и он	3	2
164	пребывания в	1	2
165	и на	6	2
166	бы то	1	2
167	во всех	3	2
168	он говорит	1	2
169	конечном счете	5	2
170	отличие от	1	2
171	за пределы	1	2
172	и я	1	2
173	как в	1	2
174	стороны и	1	2
175	в результате	2	2
176	и хотя	1	2
177	всего лишь	3	2
178	после чего	1	2
179	ни было	2	2
180	о которой	2	2
181	состоит в	9	2
182	кто из	1	2
183	человека в	4	2
184	а затем	2	2
185	в мире	9	2
186	из всех	1	2
187	не с	3	2
